iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,24.472135543823242,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0347285158932209,2.083710953593254,30.0,0.23107504844665527,6.932251453399658,800.0,0.01932021602988243,15.456172823905945,0.0,0.0,0.0,700000,700000,1075,10475,10457,245
2,rigid,24.23553466796875,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,6.423035614488981e-08,6.423035614488981e-08,60.0,0.03540630266070366,2.1243781596422195,30.0,0.225521057844162,6.76563173532486,800.0,0.019181905314326286,15.345524251461029,0.0,0.0,0.0,700000,700000,1077,10475,10459,251
3,rigid,23.99694061279297,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.035634495317935944,2.1380697190761566,30.0,0.22052229940891266,6.61566898226738,800.0,0.019054003059864044,15.243202447891235,0.0,0.0,0.0,700000,700000,1071,10475,10460,257
4,rigid,23.66138458251953,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,5.638879088110116e-07,5.638879088110116e-07,60.0,0.03574191406369209,2.1445148438215256,30.0,0.2126069813966751,6.378209441900253,800.0,0.018923325464129448,15.138660371303558,0.0,0.0,0.0,700000,700000,1093,10475,10467,265
5,rigid,23.3536319732666,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,60.0,0.035177528858184814,2.110651731491089,30.0,0.2069976031780243,6.209928095340729,800.0,0.018791314214468002,15.033051371574402,0.0,0.0,0.0,700000,700000,1092,10475,10465,269
6,rigid,23.131134033203125,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,1.5468369838345097e-06,1.5468369838345097e-06,60.0,0.033963561058044434,2.037813663482666,30.0,0.20553478598594666,6.1660435795784,800.0,0.018659092485904694,14.927273988723755,0.0,0.0,0.0,700000,700000,1094,10475,10460,271
7,rigid,23.063499450683594,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,2.227445293101482e-06,2.227445293101482e-06,60.0,0.036218009889125824,2.1730805933475494,30.0,0.20229686796665192,6.0689060389995575,800.0,0.018526887521147728,14.821510016918182,0.0,0.0,0.0,700000,700000,1117,10475,10463,275
8,rigid,22.81938934326172,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,3.0236337806854863e-06,3.0236337806854863e-06,60.0,0.036369841545820236,2.182190492749214,30.0,0.1973644196987152,5.920932590961456,800.0,0.018395328894257545,14.716263115406036,0.0,0.0,0.0,700000,700000,1123,10475,10464,282
9,rigid,22.633007049560547,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,3.922633368347306e-06,3.922633368347306e-06,60.0,0.03666570410132408,2.199942246079445,30.0,0.19384905695915222,5.815471708774567,800.0,0.01827198639512062,14.617589116096497,0.0,0.0,0.0,700000,700000,1125,10475,10463,288
10,rigid,22.416996002197266,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,4.938473466609139e-06,4.938473466609139e-06,60.0,0.03710964322090149,2.2265785932540894,30.0,0.1889411062002182,5.668233186006546,800.0,0.01815272495150566,14.522179961204529,0.0,0.0,0.0,700000,700000,1133,10475,10461,296
