iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale_reg,t_reg,scale,tx,ty,tz
0,32.63969803,0.03263562,0.03294498,0.03232627,0.42134118,0.43219063,0.41049170,40.77050018,6.49432611,75.04667664,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,32.19335556,0.03219105,0.03252158,0.03186053,0.40638250,0.41707200,0.39569300,23.03099442,1.61670506,44.44528198,0.00002500,0.00007500,1.00501263,-0.00500000,0.00500000,0.00500000
2,31.71914482,0.03171768,0.03207007,0.03136529,0.39169180,0.40220305,0.38118058,14.64065266,0.50541472,28.77589035,0.00010012,0.00029721,1.01005626,-0.00989126,0.00996288,0.01000572
3,31.21500206,0.03121359,0.03158854,0.03083863,0.37725997,0.38757798,0.36694199,14.15290070,0.55365783,27.75214386,0.00022566,0.00065711,1.01513517,-0.01452526,0.01484906,0.01502091
4,30.67874527,0.03067676,0.03107516,0.03027836,0.36307824,0.37319556,0.35296088,19.80865479,1.19553578,38.42177200,0.00040207,0.00113256,1.02025402,-0.01862212,0.01959085,0.02004925
5,30.10790253,0.03010495,0.03052811,0.02968178,0.34913433,0.35905555,0.33921313,29.54990768,3.75066257,55.34915161,0.00062995,0.00168520,1.02541637,-0.02181416,0.02407514,0.02509433
6,29.49950600,0.02949540,0.02994527,0.02904554,0.33540899,0.34515074,0.32566726,41.02198029,8.33343887,73.71052551,0.00091006,0.00226054,1.03062677,-0.02366725,0.02812111,0.03015962
7,28.85012627,0.02884503,0.02932361,0.02836645,0.32187980,0.33145642,0.31230319,50.92281342,12.67131329,89.17431641,0.00124328,0.00281434,1.03588927,-0.02409456,0.03148558,0.03524844
8,28.15641403,0.02815071,0.02865935,0.02764207,0.30852866,0.31793934,0.29911795,56.93024826,14.86284542,98.99765015,0.00163065,0.00332769,1.04120767,-0.02337995,0.03393850,0.04036396
9,27.41526413,0.02740945,0.02794854,0.02687036,0.29534328,0.30457175,0.28611481,58.09192276,14.58101940,101.60282898,0.00207330,0.00380047,1.04658604,-0.02189743,0.03535372,0.04550919
10,26.62415695,0.02661866,0.02718763,0.02604969,0.28232020,0.29134062,0.27329981,54.88960648,12.49331856,97.28589630,0.00257250,0.00424903,1.05202806,-0.02000948,0.03576989,0.05068691
11,25.78116226,0.02577627,0.02637366,0.02517888,0.26946193,0.27824393,0.26067993,48.85528183,9.74343300,87.96713257,0.00312961,0.00469989,1.05753732,-0.01806483,0.03533817,0.05589964
12,24.88489342,0.02488070,0.02550416,0.02425725,0.25677389,0.26528561,0.24826214,41.80279160,7.29720640,76.30838013,0.00374608,0.00518351,1.06311715,-0.01646158,0.03425272,0.06114962
13,23.93437386,0.02393085,0.02457705,0.02328466,0.24426126,0.25247073,0.23605180,35.13851929,5.57275343,64.70428467,0.00442342,0.00572716,1.06877029,-0.01558508,0.03271334,0.06643870
14,22.92926598,0.02292629,0.02359128,0.02226130,0.23193017,0.23981065,0.22404969,29.63882065,4.46912432,54.80851746,0.00516318,0.00635008,1.07449973,-0.01559810,0.03092063,0.07176835
15,21.87033844,0.02186776,0.02254733,0.02118819,0.21979073,0.22732468,0.21225677,25.66506958,3.83084679,47.49929047,0.00596691,0.00706682,1.08030760,-0.01644819,0.02908222,0.07713949
16,20.75951576,0.02075715,0.02144721,0.02006710,0.20785394,0.21503575,0.20067212,23.45667076,3.69513249,43.21820831,0.00683617,0.00788809,1.08619535,-0.01791059,0.02742980,0.08255247
17,19.59987831,0.01959756,0.02029438,0.01890073,0.19612962,0.20296578,0.18929347,23.03825188,4.07327175,42.00323105,0.00777240,0.00882102,1.09216428,-0.01974433,0.02619079,0.08800695
18,18.39597130,0.01839354,0.01909403,0.01769304,0.18462795,0.19113654,0.17811936,24.13516235,4.92335844,43.34696579,0.00877694,0.00986471,1.09821403,-0.02166448,0.02554971,0.09350175
19,17.15394211,0.01715130,0.01785303,0.01644958,0.17335927,0.17956793,0.16715063,26.16498947,6.20495415,46.12502670,0.00985091,0.01100774,1.10434425,-0.02335902,0.02557764,0.09903472
20,15.88210583,0.01587924,0.01658016,0.01517832,0.16233809,0.16827992,0.15639627,28.41516876,7.73055887,49.09977722,0.01099514,0.01223103,1.11055255,-0.02451325,0.02623790,0.10460260
21,14.59110737,0.01458804,0.01528590,0.01389017,0.15158303,0.15729076,0.14587530,30.42998505,9.22799587,51.63197327,0.01221008,0.01351845,1.11683547,-0.02496245,0.02740644,0.11020078
22,13.29383373,0.01329060,0.01398215,0.01259904,0.14111677,0.14661598,0.13561754,32.08741379,10.47983837,53.69498825,0.01349564,0.01486278,1.12318766,-0.02473703,0.02891126,0.11582312
23,12.00493431,0.01200155,0.01268187,0.01132123,0.13096431,0.13626875,0.12565988,33.48998260,11.40740204,55.57256317,0.01485110,0.01626348,1.12960172,-0.02403089,0.03054572,0.12146175
24,10.73999023,0.01073650,0.01139902,0.01007398,0.12115085,0.12626217,0.11603952,34.59080505,11.94711971,57.23449326,0.01627490,0.01771908,1.13606787,-0.02308141,0.03209645,0.12710685
