node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.left_hand,wooden chair,0.29149267077445984,0.38339120149612427,0.3366435468196869,0.9985271428571428,0.016745658591389656,0.04688979685306549
human.right_hand,wooden chair,0.0614432655274868,0.15076224505901337,0.11086278408765793,0.9985271428571428,0.016745658591389656,0.04688979685306549
human.left_foot,floor,0.04353322088718414,0.0989995002746582,0.07601230591535568,0.9985271428571428,0.016745658591389656,0.04688979685306549
human.right_foot,floor,0.031853239983320236,0.07236672192811966,0.05614966154098511,0.9985271428571428,0.016745658591389656,0.04688979685306549
