View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3804,0.2628,0.1726,0.1147,0.0804,0.0598,0.0467,0.0382,0.0320,0.0270,0.0230,0.0197,0.0171,0.0149,0.0131,0.0115,0.0101,0.0094,0.0084,0.0078,0.0072,0.0066,0.0061,0.0056
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3777,0.2494,0.1483,0.0892,0.0591,0.0425,0.0324,0.0256,0.0208,0.0172,0.0145,0.0124,0.0107,0.0093,0.0082,0.0074,0.0067,0.0065,0.0060,0.0056,0.0052,0.0046,0.0041,0.0037
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3479,0.2022,0.1135,0.0680,0.0452,0.0328,0.0252,0.0203,0.0168,0.0141,0.0120,0.0103,0.0090,0.0079,0.0070,0.0061,0.0054,0.0050,0.0045,0.0042,0.0039,0.0036,0.0034,0.0032
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4196,0.3089,0.1956,0.1230,0.0839,0.0613,0.0485,0.0416,0.0363,0.0312,0.0265,0.0224,0.0191,0.0164,0.0142,0.0127,0.0115,0.0125,0.0120,0.0118,0.0111,0.0095,0.0083,0.0073
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6157,0.6958,0.7411,0.7596,0.7566,0.7337,0.6755,0.5365,0.3691,0.2317,0.1481,0.1014,0.0741,0.0566,0.0441,0.0352,0.0289,0.0298,0.0260,0.0247,0.0236,0.0211,0.0192,0.0175
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6302,0.7224,0.7806,0.8145,0.8334,0.8454,0.8552,0.8688,0.8803,0.8884,0.8930,0.8944,0.8928,0.8884,0.8808,0.8650,0.8293,0.8330,0.8169,0.8222,0.8314,0.8360,0.8419,0.8471
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6191,0.7158,0.7832,0.8275,0.8579,0.8792,0.8951,0.9062,0.9148,0.9223,0.9289,0.9349,0.9403,0.9452,0.9496,0.9546,0.9597,0.9690,0.9717,0.9751,0.9772,0.9775,0.9778,0.9781
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5948,0.6696,0.7253,0.7682,0.7999,0.8221,0.8327,0.8217,0.8031,0.7771,0.7418,0.6940,0.6278,0.5360,0.4042,0.2497,0.1564,0.1614,0.1472,0.1452,0.1466,0.1398,0.1331,0.1262
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6135,0.6927,0.7401,0.7736,0.7975,0.8156,0.8335,0.8605,0.8824,0.8977,0.9090,0.9176,0.9244,0.9299,0.9346,0.9370,0.9364,0.9465,0.9458,0.9485,0.9494,0.9461,0.9412,0.9356
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6002,0.6672,0.7027,0.7062,0.6860,0.6484,0.6039,0.5729,0.5215,0.4570,0.3839,0.3077,0.2362,0.1794,0.1385,0.1025,0.0745,0.0746,0.0652,0.0667,0.0693,0.0697,0.0698,0.0686
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3750,0.2592,0.1740,0.1195,0.0858,0.0647,0.0505,0.0407,0.0337,0.0282,0.0239,0.0204,0.0176,0.0153,0.0134,0.0116,0.0101,0.0093,0.0082,0.0074,0.0068,0.0061,0.0056,0.0051
