View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5058,0.4879,0.4503,0.3978,0.3364,0.2741,0.2180,0.1713,0.1338,0.1043,0.0804,0.0635,0.0515,0.0423,0.0357,0.0307,0.0275,0.0287,0.0320,0.0357,0.0417,0.0490,0.0555,0.0676
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6059,0.6708,0.7086,0.7261,0.7281,0.7118,0.6693,0.5813,0.4274,0.2439,0.1236,0.0747,0.0519,0.0384,0.0299,0.0241,0.0217,0.0251,0.0292,0.0352,0.0551,0.0909,0.1266,0.1694
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6294,0.7102,0.7603,0.7943,0.8195,0.8383,0.8527,0.8643,0.8739,0.8807,0.8855,0.8859,0.8873,0.8886,0.8854,0.8782,0.8732,0.7189,0.2729,0.0978,0.0665,0.0474,0.0330,0.0262
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5504,0.5734,0.5728,0.5509,0.5087,0.4482,0.3734,0.2935,0.2201,0.1589,0.1156,0.0879,0.0665,0.0523,0.0422,0.0345,0.0290,0.0239,0.0193,0.0151,0.0134,0.0115,0.0094,0.0086
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3643,0.2517,0.1759,0.1281,0.0974,0.0766,0.0620,0.0512,0.0429,0.0364,0.0311,0.0268,0.0233,0.0205,0.0183,0.0165,0.0151,0.0143,0.0138,0.0128,0.0116,0.0107,0.0100,0.0095
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3900,0.2935,0.2203,0.1685,0.1324,0.1068,0.0881,0.0740,0.0632,0.0547,0.0482,0.0428,0.0382,0.0345,0.0314,0.0287,0.0260,0.0224,0.0190,0.0161,0.0139,0.0123,0.0109,0.0099
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5651,0.6068,0.6326,0.6494,0.6603,0.6681,0.6746,0.6813,0.6897,0.7018,0.7220,0.7402,0.7541,0.7671,0.7791,0.7911,0.7953,0.7822,0.8018,0.8009,0.8101,0.8015,0.7707,0.8123
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5809,0.6411,0.6849,0.7174,0.7418,0.7608,0.7756,0.7869,0.7946,0.7976,0.7945,0.7897,0.7779,0.7584,0.7354,0.7092,0.7089,0.8011,0.8697,0.9031,0.9255,0.9381,0.9457,0.9524
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5826,0.6448,0.6905,0.7249,0.7511,0.7721,0.7893,0.8037,0.8160,0.8275,0.8387,0.8493,0.8574,0.8643,0.8711,0.8778,0.8827,0.8948,0.9033,0.9067,0.9045,0.9023,0.9030,0.9030
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4425,0.3858,0.3325,0.2838,0.2414,0.2044,0.1726,0.1455,0.1223,0.1017,0.0837,0.0692,0.0583,0.0501,0.0433,0.0378,0.0342,0.0325,0.0303,0.0283,0.0278,0.0267,0.0242,0.0209
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6764,0.7735,0.8283,0.8630,0.8870,0.9049,0.9188,0.9298,0.9386,0.9460,0.9513,0.9552,0.9586,0.9614,0.9640,0.9661,0.9668,0.9693,0.9713,0.9702,0.9639,0.9570,0.9511,0.9256
