View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6107,0.7017,0.7720,0.8250,0.8695,0.8929,0.9060,0.9196,0.9277,0.9339,0.9407,0.9458,0.9487,0.9527,0.9564,0.9595,0.9621,0.9642,0.9664,0.9685,0.9701,0.9719,0.9736,0.9750
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6008,0.6499,0.6439,0.5483,0.5683,0.5723,0.5652,0.5799,0.5799,0.5789,0.5914,0.5988,0.5898,0.5967,0.6050,0.6121,0.6175,0.6186,0.6189,0.6188,0.6174,0.6230,0.6259,0.6339
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6199,0.6253,0.4811,0.2268,0.2315,0.2327,0.2262,0.2356,0.2334,0.2298,0.2358,0.2379,0.2279,0.2300,0.2324,0.2336,0.2327,0.2264,0.2224,0.2194,0.2228,0.2272,0.2279,0.2465
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3780,0.2647,0.1759,0.1139,0.0951,0.0777,0.0641,0.0569,0.0496,0.0438,0.0402,0.0369,0.0330,0.0308,0.0290,0.0273,0.0257,0.0239,0.0226,0.0216,0.0206,0.0194,0.0184,0.0183
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3733,0.2517,0.1589,0.0982,0.0851,0.0713,0.0600,0.0546,0.0484,0.0435,0.0408,0.0382,0.0346,0.0328,0.0314,0.0301,0.0287,0.0270,0.0256,0.0248,0.0235,0.0215,0.0198,0.0193
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6135,0.6930,0.7419,0.7644,0.7998,0.8143,0.8198,0.8359,0.8437,0.8505,0.8628,0.8724,0.8756,0.8841,0.8922,0.8990,0.9042,0.9068,0.9118,0.9164,0.9199,0.9236,0.9269,0.9285
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3758,0.2586,0.1680,0.1065,0.0911,0.0758,0.0636,0.0577,0.0513,0.0462,0.0434,0.0406,0.0369,0.0351,0.0336,0.0323,0.0309,0.0290,0.0276,0.0266,0.0254,0.0235,0.0217,0.0213
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5108,0.3021,0.1242,0.0554,0.0553,0.0524,0.0481,0.0477,0.0446,0.0414,0.0402,0.0383,0.0348,0.0334,0.0322,0.0309,0.0296,0.0282,0.0275,0.0264,0.0256,0.0265,0.0272,0.0264
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3759,0.2491,0.1521,0.0910,0.0838,0.0738,0.0647,0.0622,0.0581,0.0550,0.0550,0.0549,0.0523,0.0530,0.0543,0.0558,0.0567,0.0561,0.0558,0.0592,0.0603,0.0552,0.0510,0.0533
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5807,0.5682,0.4385,0.2247,0.2293,0.2277,0.2180,0.2214,0.2116,0.1999,0.1960,0.1886,0.1730,0.1671,0.1618,0.1560,0.1495,0.1414,0.1343,0.1270,0.1223,0.1184,0.1132,0.1115
