final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,3.094245672225952,3.094245672225952,50.0,0.002610615221783519,0.13053076108917594,150.0,0.00474171619862318,0.7112574297934771,1.0,0.02076280675828457,0.02076280675828457,60.0,0.010052431374788284,0.6031458824872971,30.0,0.00045556947588920593,0.013667084276676178,800.0,0.001843534642830491,1.4748277142643929,0.001,140.05393981933594,0.14005393981933595,700000,700000,3074,10475,10443,1
