iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,46.1661376953125,20.0,0.0,0.0,0.0001,6.381968021392822,0.0006381967687048018,0.0001,10.693986892700195,0.001069398713298142,1000.0,0.006103627383708954,6.1036272048950195,1000.0,0.0008381091756746173,0.8381091952323914,1.0,0.0,0.0,0.0,0.005070057697594166,0.0,1000.0,0.03921838477253914,39.2183837890625,10.0,0.00043120485497638583,0.00431204866617918
25,19.943178176879883,20.0,0.00023388270346913487,0.00467765424400568,0.0001,22.33510971069336,0.002233510836958885,0.0001,28.048994064331055,0.0028048993553966284,1000.0,0.0042139762081205845,4.2139763832092285,1000.0,0.0003829392953775823,0.38293930888175964,1.0,0.0,0.0,0.05,0.004793975967913866,0.0002396987983956933,1000.0,0.01532829087227583,15.328290939331055,14.95,0.0005362850497476757,0.008017461746931076
50,9.308152198791504,20.0,0.0009133258135989308,0.01826651580631733,0.0001,42.99594497680664,0.004299594555050135,0.0001,49.006385803222656,0.004900638479739428,1000.0,0.0030263301450759172,3.0263302326202393,1000.0,0.000430744286859408,0.4307442903518677,1.0,0.0,0.0,0.1,0.004784628748893738,0.0004784628690686077,1000.0,0.0058053103275597095,5.805310249328613,19.9,0.0008956033270806074,0.01782250590622425
75,5.861782073974609,20.0,0.0023620605934411287,0.0472412109375,0.0001,76.62126159667969,0.007662125863134861,0.0001,83.17076873779297,0.008317076601088047,1000.0,0.0020750637631863356,2.075063705444336,1000.0,0.0007445017108693719,0.7445017099380493,1.0,0.0,0.0,0.15,0.004841628484427929,0.0007262442959472537,1000.0,0.0029432743322104216,2.9432742595672607,24.85,0.0014082847628742456,0.034995876252651215
100,4.955792427062988,20.0,0.003786846762523055,0.07573693245649338,0.0001,64.80074310302734,0.006480074021965265,0.0001,71.31499481201172,0.007131499238312244,1000.0,0.0012603792129084468,1.2603791952133179,1000.0,0.0007177150691859424,0.7177150845527649,1.0,0.0,0.0,0.2,0.004799740854650736,0.0009599481709301472,1000.0,0.0028474354185163975,2.847435474395752,29.8,0.001340745948255062,0.03995422646403313
125,4.422033309936523,20.0,0.005511631723493338,0.1102326363325119,0.0001,66.3256607055664,0.00663256598636508,0.0001,72.95060729980469,0.007295060437172651,1000.0,0.0006787283928133547,0.6787284016609192,1000.0,0.0007490886491723359,0.7490886449813843,1.0,0.0,0.0,0.25,0.004784697201102972,0.001196174300275743,1000.0,0.002823146525770426,2.8231465816497803,34.75,0.0013154905755072832,0.04571329802274704
150,4.202099323272705,20.0,0.006753074936568737,0.13506150245666504,0.0001,66.19805908203125,0.006619805935770273,0.0001,72.8321762084961,0.0072832172736525536,1000.0,0.0004236229578964412,0.4236229658126831,1000.0,0.0007740799337625504,0.7740799188613892,1.0,0.0,0.0,0.3,0.004767139907926321,0.0014301419723778963,1000.0,0.002802092581987381,2.8020925521850586,39.7,0.0013075281167402864,0.051908865571022034
175,4.103542804718018,20.0,0.007550720125436783,0.15101440250873566,0.0001,65.37519836425781,0.006537519861012697,0.0001,72.01549530029297,0.007201549131423235,1000.0,0.00031042713089846075,0.31042712926864624,1000.0,0.0007829434471204877,0.7829434275627136,1.0,0.0,0.0,0.35,0.004761186428368092,0.001666415249928832,1000.0,0.0027863988652825356,2.7863988876342773,44.65,0.0012845168821513653,0.057353679090738297
200,4.0532355308532715,20.0,0.008116654120385647,0.16233308613300323,0.0001,65.2098388671875,0.006520983763039112,0.0001,71.86074829101562,0.0071860747411847115,1000.0,0.00025452481349930167,0.254524827003479,1000.0,0.0007854896830394864,0.7854896783828735,1.0,0.0,0.0,0.4,0.004747218918055296,0.0018988875672221184,1000.0,0.0027725703548640013,2.7725703716278076,49.6,0.0012643466470763087,0.06271158903837204
225,4.023192405700684,20.0,0.00857014674693346,0.1714029312133789,0.0001,65.09886169433594,0.006509886123239994,0.0001,71.77400970458984,0.00717740086838603,1000.0,0.00022603763500228524,0.2260376363992691,1000.0,0.0007846252992749214,0.7846252918243408,1.0,0.0,0.0,0.45,0.004743293859064579,0.002134482143446803,1000.0,0.002757253125309944,2.7572531700134277,54.55,0.0012475098483264446,0.06805165857076645
250,4.001643657684326,20.0,0.008966995403170586,0.1793399155139923,0.0001,64.54021453857422,0.006454021204262972,0.0001,71.23733520507812,0.007123733405023813,1000.0,0.0002115642128046602,0.21156421303749084,1000.0,0.0007758373976685107,0.7758374214172363,1.0,0.0,0.0,0.5,0.004747577477246523,0.0023737887386232615,1000.0,0.0027461438439786434,2.7461438179016113,59.5,0.0012236444745212793,0.07280684262514114
