frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,0.00020756405137944967,0.004151280969381332,0.0001,55.31018829345703,0.005531018599867821,0.0001,62.80463409423828,0.0062804631888866425,1000.0,0.0,0.0,1000.0,0.0,0.0,1.626,0.004750522319227457,0.00772434938699007,1000.0,0.09378885477781296,93.78885650634766,170.974,0.0,0.0,118.21356964111328,93.81254577636719
1,20.0,0.00020611978834494948,0.004122395999729633,0.0001,52.559593200683594,0.0052559589967131615,0.0001,59.5255126953125,0.005952551029622555,1000.0,5.520527111002593e-07,0.0005520526901818812,1000.0,3.4694314763328293e-06,0.0034694315399974585,1.626,0.00455660093575716,0.007409033365547657,1000.0,0.09563463926315308,95.63463592529297,170.974,0.0007454674341715872,0.12745554745197296,112.18624877929688,95.78885650634766
2,20.0,0.000201693459530361,0.004033869132399559,0.0001,48.4228401184082,0.004842283669859171,0.0001,55.69751739501953,0.005569751374423504,1000.0,7.545256153207447e-07,0.0007545255939476192,1000.0,5.1746928875218146e-06,0.005174692720174789,1.626,0.004702975507825613,0.00764703843742609,1000.0,0.09207272529602051,92.07272338867188,170.974,0.00040624599205330014,0.06945750117301941,104.21774291992188,92.17020416259766
3,20.0,0.0001997058861888945,0.0039941174909472466,0.0001,43.435203552246094,0.004343520384281874,0.0001,52.673255920410156,0.005267325323075056,1000.0,1.3164590200176463e-06,0.0013164590345695615,1000.0,3.5891507650376298e-06,0.0035891507286578417,1.626,0.004570028278976679,0.007430866360664368,1000.0,0.09830369800329208,98.30369567871094,170.974,0.00043092682608403265,0.07367727905511856,96.21195983886719,98.40331268310547
4,20.0,0.000199826798052527,0.003996536135673523,0.0001,48.12690734863281,0.004812690429389477,0.0001,54.78523635864258,0.005478523671627045,1000.0,2.7797761958936462e-06,0.002779776230454445,1000.0,8.365511348529253e-06,0.0083655109629035,1.626,0.004515623673796654,0.007342404220253229,1000.0,0.12251085042953491,122.51084899902344,170.974,0.0004193353233858943,0.07169543951749802,103.039794921875,122.61531829833984
5,20.0,0.00020165430032648146,0.004033085890114307,0.0001,46.71548080444336,0.004671548027545214,0.0001,56.02998352050781,0.0056029981933534145,1000.0,5.112419785291422e-06,0.0051124198362231255,1000.0,2.007918737945147e-05,0.02007918804883957,1.626,0.004673799034208059,0.007599597331136465,1000.0,0.1404341161251068,140.43411254882812,170.974,0.0002568186027929187,0.04390930384397507,102.89106750488281,140.52513122558594
6,20.0,0.00020869537547696382,0.0041739074513316154,0.0001,53.97235107421875,0.005397235043346882,0.0001,62.071678161621094,0.006207167636603117,1000.0,7.5448519964993466e-06,0.007544851861894131,1000.0,1.6276155292871408e-05,0.016276154667139053,1.626,0.004558247048407793,0.007411709986627102,1000.0,0.15069936215877533,150.69935607910156,170.974,0.0005246554501354694,0.08970244228839874,116.20003509521484,150.83607482910156
7,20.0,0.0002212097606388852,0.004424195270985365,0.0001,60.17985534667969,0.006017985288053751,0.0001,69.98123168945312,0.0069981231354177,1000.0,5.479148512677057e-06,0.005479148589074612,1000.0,1.0439016477903351e-05,0.010439016856253147,1.626,0.004541303496807814,0.007384159602224827,1000.0,0.13868187367916107,138.68186950683594,170.974,0.0011760207125917077,0.2010689675807953,130.3057403564453,138.92367553710938
8,20.0,0.00023235651315189898,0.004647130146622658,0.0001,70.06599426269531,0.007006599102169275,0.0001,78.1109848022461,0.007811098359525204,1000.0,4.555177383736009e-06,0.00455517740920186,1000.0,2.041391962848138e-05,0.020413920283317566,1.626,0.004690682515501976,0.0076270499266684055,1000.0,0.12258994579315186,122.5899429321289,170.974,0.004860374145209789,0.8309975862503052,148.3093719482422,123.47300720214844
9,20.0,0.00023875516490079463,0.004775103181600571,0.0001,82.4461441040039,0.008244614116847515,0.0001,88.68672180175781,0.008868671953678131,1000.0,1.1283642379567027e-05,0.01128364261239767,1000.0,2.5799934519454837e-05,0.025799933820962906,1.626,0.00509099243208766,0.0082779536023736,1000.0,0.1246810182929039,124.68101501464844,170.974,0.0012311290483921766,0.21049106121063232,171.26416015625,124.95875549316406
