iter,total,track_reproj_raw,track_reproj_scaled,smooth_trans_raw,smooth_trans_scaled,smooth_rot_raw,smooth_rot_scaled,scale_prior_raw,scale_prior_scaled,active_pairs
20,21.978443145751953,16.91624641418457,16.91624641418457,0.013724972493946552,4.117491748183966,0.011808828450739384,0.9447062760591507,0.0,0.0,601471
40,14.063151359558105,11.94839859008789,11.94839859008789,0.005631514824926853,1.689454447478056,0.005316231865435839,0.4252985492348671,0.0,0.0,601471
60,11.902708053588867,11.502368927001953,11.502368927001953,0.0009561901679262519,0.28685705037787557,0.0014185255859047174,0.1134820468723774,0.0,0.0,601471
80,11.33383846282959,11.219426155090332,11.219426155090332,0.00024389021564275026,0.07316706469282508,0.0005155695253051817,0.04124556202441454,0.0,0.0,601471
100,11.208576202392578,11.168549537658691,11.168549537658691,7.667497266083956e-05,0.023002491798251867,0.0002127970801666379,0.017023766413331032,0.0,0.0,601471
120,11.157976150512695,11.142335891723633,11.142335891723633,2.4090486476779915e-05,0.007227145943033975,0.00010516402835492045,0.008413122268393636,0.0,0.0,601471
140,11.429131507873535,11.420598983764648,11.420598983764648,9.565923392074183e-06,0.002869777017622255,7.078501948853955e-05,0.005662801559083164,0.0,0.0,601471
160,11.45199966430664,11.446436882019043,11.446436882019043,4.620720119419275e-06,0.0013862160358257825,5.220350794843398e-05,0.004176280635874718,0.0,0.0,601471
180,11.257119178771973,11.252863883972168,11.252863883972168,2.9927564355602954e-06,0.0008978269306680886,4.1975610656663775e-05,0.003358048852533102,0.0,0.0,601471
200,11.121660232543945,11.118227005004883,11.118227005004883,2.0672678147093393e-06,0.0006201803444128018,3.5161778214387596e-05,0.0028129422571510077,0.0,0.0,601471
220,11.032515525817871,11.029297828674316,11.029297828674316,1.7400191154592903e-06,0.0005220057346377871,3.3697149774525315e-05,0.002695771981962025,0.0,0.0,601471
240,11.126496315002441,11.122989654541016,11.122989654541016,2.0787933863175567e-06,0.000623638015895267,3.603260120144114e-05,0.002882608096115291,0.0,0.0,601471
260,11.745892524719238,11.741662979125977,11.741662979125977,2.7299479370412882e-06,0.0008189843811123865,4.239416739437729e-05,0.0033915333915501833,1.9084662199020386e-05,1.9084662199020386e-05,601471
