iter,total,track_reproj_weight,track_reproj_raw,track_reproj_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
20,181.47190856933594,1.0,5.715785026550293,5.715785026550293,0.0001,23.958984375,0.002395898336544633,0.0001,258.0040283203125,0.025800401344895363,1000.0,1.219584282807773e-05,0.012195843271911144,1000.0,6.562304042745382e-05,0.06562303751707077,1.0,0.0,0.0,0.2,0.0,0.0,1000.0,0.17564772069454193,175.64772033691406,29.8,8.004506526049227e-05,0.0023853429593145847
40,154.52597045898438,1.0,6.318204402923584,6.318204402923584,0.0001,24.21201515197754,0.002421201439574361,0.0001,256.38299560546875,0.02563829906284809,1000.0,1.4075827493797988e-05,0.014075827784836292,1000.0,6.405912426998839e-05,0.06405912339687347,1.0,0.0,0.0,0.4,0.0,0.0,1000.0,0.14809711277484894,148.09710693359375,49.6,8.982254075817764e-05,0.00445519806817174
60,130.94082641601562,1.0,7.566160202026367,7.566160202026367,0.0001,24.288373947143555,0.002428837353363633,0.0001,253.31222534179688,0.025331221520900726,1000.0,1.8242828446091153e-05,0.01824282854795456,1000.0,6.401359132723883e-05,0.06401359289884567,1.0,0.0,0.0,0.6,0.0,0.0,1000.0,0.12325721234083176,123.25720977783203,69.4,0.00010719621059251949,0.0074394172988832
80,110.60620880126953,1.0,9.23035717010498,9.23035717010498,0.0001,24.394832611083984,0.0024394833017140627,0.0001,250.80575561523438,0.025080574676394463,1000.0,2.3314762074733153e-05,0.023314762860536575,1000.0,6.457982090068981e-05,0.06457982212305069,1.0,0.0,0.0,0.8,0.0,0.0,1000.0,0.10124880075454712,101.2488021850586,89.2,0.00013042305363342166,0.011633736081421375
100,93.27334594726562,1.0,11.141142845153809,11.141142845153809,0.0001,24.56330108642578,0.002456329995766282,0.0001,248.28176879882812,0.024828176945447922,1000.0,2.8367649065330625e-05,0.028367649763822556,1000.0,6.533167470479384e-05,0.06533167511224747,1.0,0.0,0.0,1.0,0.0,0.0,1000.0,0.08199407160282135,81.99407196044922,109.0,0.00015725444245617837,0.017140734940767288
120,78.71448516845703,1.0,13.17686939239502,13.17686939239502,0.0001,24.77583122253418,0.002477583009749651,0.0001,245.97740173339844,0.024597739800810814,1000.0,3.271264358772896e-05,0.03271264210343361,1000.0,6.605860107811168e-05,0.06605859845876694,1.0,0.0,0.0,1.2,0.0,0.0,1000.0,0.06538784503936768,65.38784790039062,128.8,0.0001857167953858152,0.023920323699712753
140,66.71395874023438,1.0,15.236831665039062,15.236831665039062,0.0001,25.000782012939453,0.0025000781752169132,0.0001,243.90919494628906,0.024390919134020805,1000.0,3.5894419852411374e-05,0.03589441999793053,1000.0,6.661035149591044e-05,0.06661035120487213,1.0,0.0,0.0,1.4,0.0,0.0,1000.0,0.05131594091653824,51.315940856933594,148.6,0.00021390696929302067,0.03178657591342926
160,57.0693359375,1.0,17.232725143432617,17.232725143432617,0.0001,25.21538543701172,0.002521538408473134,0.0001,242.1392822265625,0.02421392686665058,1000.0,3.769095928873867e-05,0.03769095987081528,1000.0,6.676619523204863e-05,0.06676619499921799,1.0,0.0,0.0,1.6,0.001747137401252985,0.0027954198885709047,1000.0,0.03966229408979416,39.66229248046875,168.4,0.0002395089395577088,0.040333304554224014
180,49.56730651855469,1.0,19.064102172851562,19.064102172851562,0.0001,25.407299041748047,0.0025407299399375916,0.0001,240.75498962402344,0.024075498804450035,1000.0,3.795784505200572e-05,0.03795784339308739,1000.0,6.655914330622181e-05,0.06655914336442947,1.0,0.0,0.0,1.8,0.0041720750741660595,0.007509734947234392,1000.0,0.03031557984650135,30.315580368041992,188.2,0.0002602662134449929,0.048982102423906326
200,43.87818908691406,1.0,20.61745262145996,20.61745262145996,0.0001,25.59795570373535,0.0025597955100238323,0.0001,239.88780212402344,0.02398877963423729,1000.0,3.662618109956384e-05,0.0366261824965477,1000.0,6.609818228753284e-05,0.0660981833934784,1.0,0.0,0.0,2.0,0.00445086695253849,0.00890173390507698,1000.0,0.023065492510795593,23.065492630004883,208.0,0.00027437671087682247,0.057070355862379074
