iter,total,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
0,13.438047409057617,0.0,0.0,0.0671016275882721,13.42032527923584,5.000799865229055e-05,0.007501199841499329,0.0,0.0,0.0008440990932285786,0.010129189118742943,0.0,0.0,0.0,0.0,0.0,0.0,1.5187368944680202e-06,9.112421685131267e-05,0.0,0.0,0.0,0.0
25,4.827363014221191,0.0003404328308533877,0.006808656733483076,0.02384481020271778,4.7689619064331055,0.0002468150050844997,0.03702225163578987,2.2894751054991502e-06,4.57895002909936e-05,0.0009796544909477234,0.01175585389137268,0.0,0.0,0.0,0.0,0.0,0.0,4.614278441295028e-05,0.0027685670647770166,0.0,0.0,0.0,0.0
50,2.350757598876953,0.0015612116549164057,0.03122423216700554,0.011105640791356564,2.221128225326538,0.0005175778642296791,0.07763668149709702,4.043642547912896e-06,8.087285095825791e-05,0.0012905789772048593,0.015486948192119598,0.0,0.0,0.0,0.0,0.0,0.0,8.66760965436697e-05,0.005200565792620182,0.0,0.0,0.0,0.0
75,1.5253593921661377,0.003551773726940155,0.0710354745388031,0.006855351850390434,1.371070384979248,0.00042128030327148736,0.06319204717874527,6.592012596229324e-06,0.00013184025010559708,0.0012689505238085985,0.015227406285703182,0.0,0.0,0.0,0.0,0.0,0.0,7.836930308258161e-05,0.004702158272266388,0.0,0.0,0.0,0.0
100,1.1091049909591675,0.005084441974759102,0.10168883949518204,0.004649284295737743,0.9298568367958069,0.00038271801895461977,0.05740770325064659,1.0287435543432366e-05,0.00020574871450662613,0.0012830214109271765,0.015396256931126118,0.0,0.0,0.0,0.0,0.0,0.0,7.582711987197399e-05,0.0045496271923184395,0.0,0.0,0.0,0.0
125,0.8876197934150696,0.006222511641681194,0.12445023655891418,0.0034484034404158592,0.6896806955337524,0.0003577749303076416,0.053666237741708755,1.281917229789542e-05,0.0002563834423199296,0.001261507743038237,0.015138093382120132,0.0,0.0,0.0,0.0,0.0,0.0,7.380301394732669e-05,0.004428180865943432,0.0,0.0,0.0,0.0
150,0.7613535523414612,0.007080025039613247,0.14160050451755524,0.0027503888122737408,0.5500777363777161,0.00033656012965366244,0.05048402026295662,1.4660241504316218e-05,0.00029320482281036675,0.0012174926232546568,0.014609911479055882,0.0,0.0,0.0,0.0,0.0,0.0,7.146963616833091e-05,0.004288177937269211,0.0,0.0,0.0,0.0
175,0.6892253756523132,0.007711723446846008,0.15423446893692017,0.0023302636109292507,0.46605271100997925,0.00033385324059054255,0.05007798597216606,1.5985815480235033e-05,0.00031971631688065827,0.001195837976410985,0.01435005571693182,0.0,0.0,0.0,0.0,0.0,0.0,6.984076753724366e-05,0.004190445877611637,0.0,0.0,0.0,0.0
200,0.6453877687454224,0.008155751042068005,0.1631150245666504,0.0020649880170822144,0.41299760341644287,0.00033761560916900635,0.05064234137535095,1.8345634089200757e-05,0.00036691268905997276,0.0011772590223699808,0.01412710826843977,0.0,0.0,0.0,0.0,0.0,0.0,6.897863931953907e-05,0.004138718359172344,0.0,0.0,0.0,0.0
225,0.6173071265220642,0.008453830145299435,0.169076606631279,0.001897782669402659,0.3795565366744995,0.0003357763634994626,0.05036645382642746,2.05935793928802e-05,0.000411871587857604,0.0011527326423674822,0.013832791708409786,0.0,0.0,0.0,0.0,0.0,0.0,6.771419430151582e-05,0.004062851890921593,0.0,0.0,0.0,0.0
250,0.5986239314079285,0.008646642789244652,0.17293286323547363,0.0017859148792922497,0.35718297958374023,0.0003356056986376643,0.05034085363149643,2.3043148758006282e-05,0.00046086296788416803,0.0011340052587911487,0.013608062639832497,0.0,0.0,0.0,0.0,0.0,0.0,6.830597703810781e-05,0.004098358564078808,0.0,0.0,0.0,0.0
275,0.5853641033172607,0.008753287605941296,0.1750657558441162,0.0017117529641836882,0.3423506021499634,0.00033339360379613936,0.05000904202461243,2.441385731799528e-05,0.0004882771463599056,0.001116532483138144,0.013398390263319016,0.0,0.0,0.0,0.0,0.0,0.0,6.753405614290386e-05,0.004052043426781893,0.0,0.0,0.0,0.0
300,0.5756489634513855,0.008803298696875572,0.17606598138809204,0.001656527048908174,0.3313054144382477,0.0003359050315339118,0.05038575455546379,2.6059589799842797e-05,0.0005211918032728136,0.0011105429148301482,0.013326514512300491,0.0,0.0,0.0,0.0,0.0,0.0,6.740055687259883e-05,0.004044033586978912,0.0,0.0,0.0,0.0
325,0.5682168006896973,0.008820636197924614,0.17641273140907288,0.0016187387518584728,0.32374775409698486,0.00033486721804365516,0.050230082124471664,2.7031079298467375e-05,0.0005406215786933899,0.0011030997848138213,0.013237196952104568,0.0,0.0,0.0,0.0,0.0,0.0,6.74744660500437e-05,0.004048468079417944,0.0,0.0,0.0,0.0
350,0.5624250173568726,0.008803027682006359,0.17606055736541748,0.0015908273635432124,0.31816548109054565,0.000336175668053329,0.05042634904384613,2.8885857318527997e-05,0.0005777171463705599,0.0010978549253195524,0.013174259103834629,0.0,0.0,0.0,0.0,0.0,0.0,6.701175880152732e-05,0.0040207053534686565,0.0,0.0,0.0,0.0
375,0.557867705821991,0.008777458220720291,0.17554916441440582,0.0015722615644335747,0.31445232033729553,0.0003335807705298066,0.050037115812301636,3.390128767932765e-05,0.0006780257681384683,0.0010920760687440634,0.01310491282492876,0.0,0.0,0.0,0.0,0.0,0.0,6.743620906490833e-05,0.004046172369271517,0.0,0.0,0.0,0.0
400,0.5540136098861694,0.00873457919806242,0.1746915876865387,0.0015562187181785703,0.3112437427043915,0.00033511160290800035,0.05026673898100853,3.4373784728813916e-05,0.0006874756654724479,0.001092636026442051,0.013111632317304611,0.0,0.0,0.0,0.0,0.0,0.0,6.687355926260352e-05,0.004012413322925568,0.0,0.0,0.0,0.0
425,0.5506752133369446,0.008692311123013496,0.17384621500968933,0.0015458837151527405,0.3091767430305481,0.0003318628005217761,0.04977941885590553,3.7896934372838587e-05,0.0007579387165606022,0.0010906389215961099,0.013087667524814606,0.0,0.0,0.0,0.0,0.0,0.0,6.712002505082637e-05,0.0040272013284265995,0.0,0.0,0.0,0.0
450,0.5478183627128601,0.00865550059825182,0.1731100082397461,0.0015341584803536534,0.3068316876888275,0.00033282217918895185,0.04992332682013512,3.855722025036812e-05,0.0007711444050073624,0.0010974467732012272,0.013169361278414726,0.0,0.0,0.0,0.0,0.0,0.0,6.688060238957405e-05,0.004012836143374443,0.0,0.0,0.0,0.0
475,0.5453588366508484,0.008621757850050926,0.17243516445159912,0.0015263566747307777,0.30527132749557495,0.00033093272941187024,0.04963991045951843,4.058410559082404e-05,0.0008116820827126503,0.0010991658782586455,0.013189990073442459,0.0,0.0,0.0,0.0,0.0,0.0,6.684690015390515e-05,0.004010814242064953,0.0,0.0,0.0,0.0
500,0.5431665778160095,0.008581622503697872,0.17163245379924774,0.0015202859649434686,0.30405718088150024,0.0003285133861936629,0.04927700757980347,4.216624438413419e-05,0.0008433248731307685,0.0011052059708163142,0.013262471184134483,0.0,0.0,0.0,0.0,0.0,0.0,6.823534204158932e-05,0.00409412058070302,0.0,0.0,0.0,0.0
