iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,4.946549415588379,20.0,7.031412665757855e-16,1.4062825331515711e-14,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004756657872349024,0.0,0.0,0.06688737124204636,0.0,800.0,0.006183187011629343,4.946549609303474,0.0,0.0,0.0,700000,700000,137,10475,10432,213
2,rigid,4.748836040496826,20.0,1.5866329476921237e-06,3.1732658953842474e-05,50.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.0050025012506253125,0.0044094594195485115,2.2058326260872995e-05,0.0050025012506253125,0.06785185635089874,0.00033942899625262,800.0,0.005935553461313248,4.748442769050598,0.0,0.0,0.0,700000,700000,174,10475,10435,209
3,rigid,4.557976245880127,20.0,6.336651040328434e-06,0.00012673302080656867,50.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,0.010005002501250625,0.004366056527942419,4.368240648266552e-05,0.010005002501250625,0.06696220487356186,0.0006699570272492432,800.0,0.005696419160813093,4.5571353286504745,0.0,0.0,0.0,700000,700000,182,10475,10436,204
4,rigid,4.373416423797607,20.0,1.4235511116567068e-05,0.00028471022233134136,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.004162830766290426,6.247369834352816e-05,0.015007503751875938,0.06440643966197968,0.0009665798848721313,800.0,0.005465125665068626,4.372100532054901,0.0,0.0,0.0,700000,700000,258,10475,10436,205
5,rigid,4.196110725402832,20.0,2.526740536268335e-05,0.000505348107253667,50.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,0.02001000500250125,0.004555253777652979,9.115065087849882e-05,0.02001000500250125,0.0628017783164978,0.0012566638982790955,800.0,0.005242816638201475,4.19425331056118,0.0,0.0,0.0,700000,700000,253,10475,10436,212
6,rigid,4.025160312652588,20.0,3.940532042179257e-05,0.0007881064084358513,50.0,0.0,0.0,1.0,6.281094556470634e-06,6.281094556470634e-06,0.02501250625312656,0.0043005249463021755,0.00010756690711110993,0.02501250625312656,0.0624677874147892,0.0015624759233313955,800.0,0.005028370302170515,4.022696241736412,0.0,0.0,0.0,700000,700000,281,10475,10434,216
7,rigid,3.8605382442474365,20.0,5.6639961258042604e-05,0.001132799225160852,50.0,0.0,0.0,1.0,9.050421795109287e-06,9.050421795109287e-06,0.030015007503751877,0.004181733820587397,0.00012551477200362373,0.030015007503751877,0.06366372853517532,0.0019108672897001097,800.0,0.004821700043976307,3.8573600351810455,0.0,0.0,0.0,700000,700000,334,10475,10434,212
8,rigid,3.701693058013916,20.0,7.695068779867142e-05,0.0015390137559734285,50.0,0.0,0.0,1.0,1.235709623870207e-05,1.235709623870207e-05,0.03501750875437719,0.004509784281253815,0.0001579214105491581,0.03501750875437719,0.06160683557391167,0.0021573179040389277,800.0,0.004622282925993204,3.6978263407945633,0.0,0.0,0.0,700000,700000,371,10475,10429,224
9,rigid,3.5474436283111572,20.0,0.00010033361468231305,0.002006672293646261,50.0,0.0,0.0,1.0,1.6139882063725963e-05,1.6139882063725963e-05,0.0400200100050025,0.004532619379460812,0.00018139547291488991,0.0400200100050025,0.061255089938640594,0.0024514293122017247,800.0,0.004428484942764044,3.542787954211235,0.0,0.0,0.0,700000,700000,437,10475,10426,237
10,rigid,3.399690628051758,20.0,0.00012679278734140098,0.0025358557468280196,50.0,0.0,0.0,1.0,2.0469482478802092e-05,2.0469482478802092e-05,0.04502251125562781,0.004667398054152727,0.0002101379814275865,0.04502251125562781,0.062230199575424194,0.0028017598608245007,800.0,0.004242653027176857,3.3941224217414856,0.0,0.0,0.0,700000,700000,482,10475,10422,243
