final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.6437581181526184,0.6437581181526184,20.0,1.9790211808867753e-05,0.00039580423617735505,50.0,0.0012716916389763355,0.06358458194881678,1.0,4.8803442041389644e-05,4.8803442041389644e-05,10.0,0.01098351925611496,0.1098351925611496,500.0,0.0008176774135790765,0.40883870678953826,0.001,61.05498504638672,0.06105498504638672,700000,700000,3035
