iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,5.137422561645508,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.009686457924544811,0.5811874754726887,0.0,0.0,0.0,800.0,0.00569529365748167,4.556234925985336,0.0,0.0,0.0,700000,700000,472
2,rigid,5.020812511444092,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.010049046948552132,0.6029428169131279,0.0,0.0,0.0,800.0,0.005522336810827255,4.417869448661804,0.0,0.0,0.0,700000,700000,486
3,rigid,4.874183177947998,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.009840118698775768,0.5904071219265461,0.0,0.0,0.0,800.0,0.005354718305170536,4.283774644136429,0.0,0.0,0.0,700000,700000,487
4,rigid,4.747608184814453,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,60.0,0.009894498623907566,0.593669917434454,0.0,0.0,0.0,800.0,0.005192419979721308,4.153935983777046,0.0,0.0,0.0,700000,700000,495
5,rigid,4.6339263916015625,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,3.98797010348062e-06,3.98797010348062e-06,60.0,0.010093637742102146,0.6056182645261288,0.0,0.0,0.0,800.0,0.005035380367189646,4.028304293751717,0.0,0.0,0.0,700000,700000,498
6,rigid,4.478625297546387,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,60.0,0.009526688605546951,0.5716013163328171,0.0,0.0,0.0,800.0,0.004883772227913141,3.907017782330513,0.0,0.0,0.0,700000,700000,507
7,rigid,4.373716831207275,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,60.0,0.009729690849781036,0.5837814509868622,0.0,0.0,0.0,800.0,0.004737407900393009,3.7899263203144073,0.0,0.0,0.0,700000,700000,511
8,rigid,4.250678062438965,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,1.224187872139737e-05,1.224187872139737e-05,60.0,0.009558065794408321,0.5734839476644993,0.0,0.0,0.0,800.0,0.004596477374434471,3.677181899547577,0.0,0.0,0.0,700000,700000,513
9,rigid,4.1219282150268555,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,1.60081654030364e-05,1.60081654030364e-05,60.0,0.009219360537827015,0.5531616322696209,0.0,0.0,0.0,800.0,0.004460938274860382,3.5687506198883057,0.0,0.0,0.0,700000,700000,525
10,rigid,4.013556957244873,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,2.025769390456844e-05,2.025769390456844e-05,60.0,0.009150877594947815,0.5490526556968689,0.0,0.0,0.0,800.0,0.0043306052684783936,3.464484214782715,0.0,0.0,0.0,700000,700000,537
11,rigid,3.903261661529541,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,2.503036375856027e-05,2.503036375856027e-05,60.0,0.008981273509562016,0.5388764105737209,0.0,0.0,0.0,800.0,0.004205450415611267,3.3643603324890137,0.0,0.0,0.0,700000,700000,539
12,rigid,3.784691333770752,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,3.028157698281575e-05,3.028157698281575e-05,60.0,0.008610513992607594,0.5166308395564556,0.0,0.0,0.0,800.0,0.004085037857294083,3.268030285835266,0.0,0.0,0.0,700000,700000,545
13,rigid,3.705578565597534,100.0,1.6476711206606245e-16,1.6476711206606245e-14,250.0,0.0,0.0,1.0,3.6032455682288855e-05,3.6032455682288855e-05,60.0,0.008839263580739498,0.5303558148443699,0.0,0.0,0.0,800.0,0.003968983422964811,3.175186738371849,0.0,0.0,0.0,700000,700000,550
