frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_mean,reproj_p90,visibility_mean,delta_t,delta_rot_deg
0,1,2877,2877,0.7071050405502319,0.7071391344070435,1.0,0.0,0.0
1,1,2874,2835,1.290791392326355,2.0460769891738892,1.0,0.12864632904529572,2.05099546020598
2,1,2472,2125,2.561004400253296,4.4955957412719725,1.0,0.2600550949573517,3.4029477629996605
3,1,2243,1839,3.214024305343628,6.041436004638672,1.0,0.08714599907398224,2.039512559779007
4,1,2020,1514,6.1160688400268555,11.887883567810059,1.0,1.2943304777145386,16.544645305434592
5,1,1902,1254,5.102371692657471,9.757061767578126,1.0,0.8977314233779907,12.225629430450137
6,1,1798,1127,6.391053199768066,14.107408142089843,1.0,0.1462656706571579,1.7927505682953015
7,1,1752,981,6.816321849822998,13.684963989257813,1.0,0.2519018054008484,4.225772920207471
8,1,1707,872,7.4127373695373535,14.957022857666015,1.0,0.40692827105522156,5.076360841655944
9,1,1652,852,9.695961952209473,26.68295516967775,1.0,0.6401779055595398,7.5109963606324825
10,1,1620,811,10.38725757598877,28.926523590087893,1.0,0.41518381237983704,5.240824177874483
11,1,1570,757,10.124308586120605,21.830922698974614,1.0,2.7316782474517822,35.76996257080677
12,1,1495,713,8.740346908569336,17.600696945190432,1.0,1.1980680227279663,16.398497205759302
13,1,1446,679,9.05107593536377,22.618410110473633,1.0,1.0901975631713867,13.311546813369306
14,1,1423,637,12.679421424865723,33.16990127563475,1.0,3.3477721214294434,46.3976422259211
15,1,1410,641,12.844237327575684,27.507963943481474,1.0,6.190158843994141,92.03332671220947
16,1,1389,621,11.30229377746582,27.218422698974614,1.0,5.687969207763672,85.26293006784363
17,1,1358,583,13.252577781677246,27.97181186676025,1.0,5.707087516784668,86.3993296904007
18,1,1335,609,12.27062702178955,30.742420959472668,1.0,6.0930657386779785,90.93388530416071
19,1,1280,563,12.530004501342773,31.65096035003663,1.0,0.13696825504302979,1.615194092919261
20,1,1241,551,10.907498359680176,26.963903427124023,1.0,0.9468246102333069,12.299753827533243
21,1,1211,547,10.97106647491455,27.0444393157959,1.0,0.15353059768676758,2.0297010390021684
22,1,1174,530,12.287287712097168,31.419252204895024,1.0,1.0278230905532837,13.280808932658465
23,1,1169,530,12.296341896057129,31.02960243225098,1.0,0.03927471488714218,0.5685510785953793
24,1,1168,530,12.081640243530273,30.451009941101074,1.0,0.17199204862117767,2.4218814396867048
25,1,1163,521,12.092606544494629,30.70048370361328,1.0,0.11193735152482986,1.4483437187202322
26,1,1158,512,11.098072052001953,27.614790534973146,1.0,0.4088234007358551,4.787001731121267
27,1,1109,497,10.49096393585205,25.82128448486328,1.0,0.18008659780025482,2.62420607494615
28,1,1061,472,11.821191787719727,29.920551300048828,1.0,0.5873203277587891,7.175452527565844
29,1,1037,463,9.662750244140625,21.638554763793945,1.0,1.66497004032135,21.5519027805767
30,1,1031,464,11.899421691894531,30.530784606933594,1.0,1.7297557592391968,22.616143570932593
31,1,1026,501,11.225274085998535,27.783353805541992,1.0,0.3762287497520447,4.90552412391282
32,1,1026,457,10.724512100219727,25.79329204559326,1.0,0.47394025325775146,5.7349051391486885
33,1,1025,458,11.302491188049316,27.549911117553712,1.0,0.36780697107315063,4.199739065629753
