node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, left hand",target object,1.8726167234320963,2.0296234968732887,1.9312933381670003,1.0,0.0,0.0
"person 1, left foot",floor,0.6120199241132467,0.653031811890823,0.6339148839825365,1.0,0.0,0.0
"person 1, right foot",floor,0.6131812594762388,0.651184532114942,0.6243238278889238,1.0,0.0,0.0
