iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,6.509071350097656,20.0,3.191891195797325e-16,6.38378239159465e-15,50.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,0.0,0.017133517190814018,0.0,0.0,0.06723356992006302,0.0,800.0,0.008136339485645294,6.509071588516235,0.0,0.0,0.0,700000,700000,463,10475,10475,744
2,rigid,6.316507339477539,20.0,1.7596778434381122e-06,3.5193556868762244e-05,50.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.0050025012506253125,0.01731947250664234,8.664068287464904e-05,0.0050025012506253125,0.0669998899102211,0.0003351670330676393,800.0,0.007895062677562237,6.316050142049789,0.0,0.0,0.0,700000,700000,451,10475,10475,742
3,rigid,6.130676746368408,20.0,7.030013875919394e-06,0.00014060027751838788,50.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.010005002501250625,0.0178694911301136,0.00017878430345286245,0.010005002501250625,0.06664644181728363,0.000666797817081377,800.0,0.007662111893296242,6.129689514636993,0.0,0.0,0.0,700000,700000,442,10475,10475,739
4,rigid,5.952215194702148,20.0,1.579648960614577e-05,0.0003159297921229154,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.01758035272359848,0.00026383720945870657,0.015007503751875938,0.06606950610876083,0.0009915383608118185,800.0,0.007438302040100098,5.950641632080078,0.0,0.0,0.0,700000,700000,435,10475,10475,735
5,rigid,5.779952049255371,20.0,2.8046808438375592e-05,0.0005609361687675118,50.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,0.02001000500250125,0.018271775916218758,0.0003656183274881192,0.02001000500250125,0.06401675194501877,0.0012809755266637072,800.0,0.007222175598144531,5.777740478515625,0.0,0.0,0.0,700000,700000,420,10475,10475,741
6,rigid,5.614646911621094,20.0,4.3745541915996e-05,0.00087491083831992,50.0,0.0,0.0,1.0,6.269337063713465e-06,6.269337063713465e-06,0.02501250625312656,0.01797696389257908,0.0004496489217753646,0.02501250625312656,0.06315425783395767,0.0015796462689834335,800.0,0.00701467040926218,5.611736327409744,0.0,0.0,0.0,700000,700000,418,10475,10475,729
7,rigid,5.455720901489258,20.0,6.287589349085465e-05,0.001257517869817093,50.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.017668001353740692,0.0005303051932088251,0.030015007503751877,0.0623420849442482,0.0018711981474011465,800.0,0.006815066561102867,5.452053248882294,0.0,0.0,0.0,700000,700000,431,10475,10475,730
8,rigid,5.303640842437744,20.0,8.542354044038802e-05,0.0017084708088077605,50.0,0.0,0.0,1.0,1.2274742402951233e-05,1.2274742402951233e-05,0.03501750875437719,0.01802556961774826,0.0006312105418921352,0.03501750875437719,0.06127343699336052,0.002145643116325781,800.0,0.006623929366469383,5.299143493175507,0.0,0.0,0.0,700000,700000,418,10475,10475,725
9,rigid,5.157547473907471,20.0,0.00011138655099784955,0.002227731019956991,50.0,0.0,0.0,1.0,1.6083366062957793e-05,1.6083366062957793e-05,0.0400200100050025,0.017268303781747818,0.0006910776901149702,0.0400200100050025,0.06056201457977295,0.0024236924294056207,800.0,0.006440236233174801,5.152188986539841,0.0,0.0,0.0,700000,700000,425,10475,10475,713
10,rigid,5.017160892486572,20.0,0.00014073061174713075,0.002814612234942615,50.0,0.0,0.0,1.0,2.0405832401593216e-05,2.0405832401593216e-05,0.04502251125562781,0.016994329169392586,0.0007651273763108217,0.04502251125562781,0.05953504145145416,0.0026804170738523635,800.0,0.006263600662350655,5.010880529880524,0.0,0.0,0.0,700000,700000,435,10475,10475,716
11,rigid,4.8828043937683105,20.0,0.00017347538960166276,0.003469507792033255,50.0,0.0,0.0,1.0,2.5218561859219335e-05,2.5218561859219335e-05,0.05002501250625312,0.017736032605171204,0.0008872452528850026,0.05002501250625312,0.05875266715884209,0.0029391029093968025,800.0,0.006094354670494795,4.875483736395836,0.0,0.0,0.0,700000,700000,410,10475,10475,711
12,rigid,4.755214214324951,20.0,0.00020954820502083749,0.00419096410041675,50.0,0.0,0.0,1.0,3.056633431697264e-05,3.056633431697264e-05,0.05502751375687844,0.017451900988817215,0.0009603347217458198,0.05502751375687844,0.05725719779729843,0.0031507212394711495,800.0,0.005933601874858141,4.746881499886513,0.0,0.0,0.0,700000,700000,414,10475,10475,714
13,rigid,4.631436347961426,20.0,0.00024898676201701164,0.004979735240340233,50.0,0.0,0.0,1.0,3.642794763436541e-05,3.642794763436541e-05,0.060030015007503754,0.017323829233646393,0.0010399497288832251,0.060030015007503754,0.056216515600681305,0.0033746782751784676,800.0,0.005777507089078426,4.622005671262741,0.0,0.0,0.0,700000,700000,410,10475,10475,701
