scene_id,scene_type,diverse_score,category_score,visual_usability,scene_type_bonus,primary_category,core_category_count,non_table_category_count,sit_table_dominance,clutter_label_ratio,annotated_object_count,clutter_label_count,open_ratio,visual_clutter,edge_density,laplacian_var,center_detail,exposure_balance,images_total,images_sampled,category_summary,interaction_ideas,useful_labels,representative_image
39e6ee46df,bedroom / hotel,0.727979501054834,0.8051818792615153,0.7905437846348601,0.08,kitchen_cook,6,9,0.05747126436781609,0.07177033492822966,209,15,0.8778524398803711,0.1505624558252369,0.04829296097159386,36.00978469848633,0.13337598741054535,0.6527905464172363,313,8,kitchen_cook:23;storage_open:16;bed_lie:11;door_transition:10;bathroom_wash:9;sit_table:5;clean_laundry:5;screen_work:4;play_exercise_music:3;eat_drink:1,cook / wash dishes / use appliance; lie down / make bed / pack near bed; wash hands / shower / towel / toilet; open cabinet / shelf / closet; enter / exit / open door,book:11;books:11;kitchen cabinet:7;pillow:6;box:5;cabinet:5;candle:4;door:4;door handle:4;plant:4;vase:4;window:4;flower pot:3;picture:3;trash can:3;basket:2;binder:2;blanket:2,/mnt/hdd/Scannet++/4DHOI/data/39e6ee46df/dslr/resized_undistorted_images/DSC01620.JPG
3db0a1c8f3,apartment,0.7194809145384338,0.7719105536168658,0.8492899795020361,0.0,bathroom_wash,6,9,0.14102564102564102,0.08205128205128205,195,16,0.8920943737030029,0.07919457536229044,0.036449793726205826,39.495418548583984,0.126480370759964,0.7237458229064941,972,8,eat_drink:24;sit_table:11;bathroom_wash:11;kitchen_cook:10;screen_work:6;clean_laundry:6;storage_open:3;play_exercise_music:3;door_transition:2;bed_lie:2,wash hands / shower / towel / toilet; cook / wash dishes / use appliance; clean / mop / vacuum / laundry; drink / eat / handle containers; type / use monitor / print,bottle:19;shoe:14;power socket:11;bag:6;light switch:6;window:6;box:5;table:5;basket:4;chair:4;jacket:4;broom:3;ceiling lamp:3;drying rack:3;roof:3;toilet paper:3;beanbag:2;door:2,/mnt/hdd/Scannet++/4DHOI/data/3db0a1c8f3/dslr/resized_undistorted_images/DSC09854.JPG
469f112e38,hallway,0.7062187230192368,0.7173323737205575,0.8911435820666046,0.05,kitchen_cook,4,7,0.06896551724137931,0.04854368932038835,206,10,0.9119415283203125,0.011514982226560718,0.03271187096834183,27.429967880249023,0.10628056526184082,0.6690266132354736,1752,8,kitchen_cook:22;door_transition:22;eat_drink:17;bathroom_wash:10;sit_table:6;clean_laundry:5;storage_open:4;bed_lie:1,cook / wash dishes / use appliance; wash hands / shower / towel / toilet; enter / exit / open door; drink / eat / handle containers; clean / mop / vacuum / laundry,door:8;door frame:8;bottle:7;power socket:7;coaster:5;frying pan:5;paper:5;plant:5;chair:4;sandals:4;wall lamp:4;box:3;heater:3;kitchen cabinet:3;laundry rack:3;light switch:3;shower floor:3;sliding door:3,/mnt/hdd/Scannet++/4DHOI/data/469f112e38/dslr/resized_undistorted_images/DSC08403.JPG
aa852f7871,bedroom / hotel,0.7026362629955294,0.744300219556098,0.8216941739156018,0.08,bathroom_wash,5,8,0.078125,0.0234375,128,3,0.8752825260162354,0.1470877013517651,0.04336395114660263,45.17173767089844,0.15440192818641663,0.7564098834991455,1301,8,bathroom_wash:26;bed_lie:8;eat_drink:8;sit_table:5;screen_work:4;clean_laundry:4;storage_open:3;door_transition:3;kitchen_cook:3,wash hands / shower / towel / toilet; lie down / make bed / pack near bed; clean / mop / vacuum / laundry; drink / eat / handle containers; type / use monitor / print,curtain:3;light switch:3;shower wall:3;towel:3;bag/pouch:2;bedside lamp:2;ceiling vent:2;doorframe:2;mirror lamp:2;pillow:2;power socket:2;shower gel bottle/toiletry:2;soap bottle/toiletry:2;toilet paper:2;trash can:2;wall hanger/wall hook:2;backpack:1;bed:1,/mnt/hdd/Scannet++/4DHOI/data/aa852f7871/dslr/resized_undistorted_images/8568cff1_DSC09274.JPG
c085ff3df4,bathroom,0.7007876775296561,0.7555213289649124,0.7893290835312716,0.1,kitchen_cook,5,8,0.11363636363636363,0.045081967213114756,244,11,0.8812931776046753,0.07097823659692924,0.028692184016108513,42.59949493408203,0.09737928211688995,0.6707046031951904,4060,8,kitchen_cook:24;bathroom_wash:18;eat_drink:12;sit_table:10;door_transition:7;clean_laundry:7;storage_open:7;bed_lie:2;screen_work:1,cook / wash dishes / use appliance; wash hands / shower / towel / toilet; clean / mop / vacuum / laundry; drink / eat / handle containers; open cabinet / shelf / closet,light switch:13;ceiling lamp:8;knife:8;plant:7;spice bottle:7;picture:6;power socket:6;window:6;book:5;kitchen cloth:5;plant pot:5;power sockets:5;box:4;chair:4;door:4;doorframe:4;kitchen cabinet:3;window frame:3,/mnt/hdd/Scannet++/4DHOI/data/c085ff3df4/dslr/resized_undistorted_images/a339ef36_DSC07143.JPG
2a1b555966,apartment,0.6968054876077534,0.7234774983281128,0.8662141830545249,0.0,kitchen_cook,5,8,0.2459016393442623,0.04477611940298507,201,9,0.9072971940040588,0.07806286914264804,0.0362723208963871,48.070228576660156,0.10541622340679169,0.8664883375167847,3485,8,sit_table:15;kitchen_cook:13;bed_lie:9;eat_drink:9;door_transition:5;bathroom_wash:4;storage_open:3;screen_work:2;clean_laundry:1,cook / wash dishes / use appliance; lie down / make bed / pack near bed; drink / eat / handle containers; wash hands / shower / towel / toilet; enter / exit / open door,light switch:10;power socket:8;chair:7;door:5;doorframe:5;picture:5;pillow:5;basket:4;ceiling light:4;cover up panel:4;mug:4;plant:4;power sockets:4;decoration:3;light switches:3;plant pot:3;window:3;bedside table:2,/mnt/hdd/Scannet++/4DHOI/data/2a1b555966/dslr/resized_undistorted_images/d7d00859_DSC02352.JPG
27dd4da69e,bedroom / hotel,0.6956503557382634,0.699394927907462,0.8812540548497981,0.08,kitchen_cook,5,8,0.09722222222222222,0.18584070796460178,226,42,0.9305053353309631,0.0,0.018852459266781807,18.163738250732422,0.06314467638731003,0.7429484128952026,241,8,kitchen_cook:16;eat_drink:15;clean_laundry:10;sit_table:7;door_transition:6;storage_open:6;bathroom_wash:6;screen_work:4;bed_lie:2,cook / wash dishes / use appliance; clean / mop / vacuum / laundry; wash hands / shower / towel / toilet; drink / eat / handle containers; open cabinet / shelf / closet,doorframe:8;picture:6;door:5;backpack:4;box:4;cardboard:4;coat:4;light switch:4;shoe:4;bag:3;bottle:3;cloth:3;light fixture:3;mug:3;plastic bottle:3;suitcase:3;bar stool:2;cabinet:2,/mnt/hdd/Scannet++/4DHOI/data/27dd4da69e/dslr/resized_undistorted_images/DSC01281.JPG
cf1ffd871d,bedroom / hotel,0.692641774942838,0.6749666909613594,0.9161284193289048,0.08,bathroom_wash,6,9,0.05263157894736842,0.044444444444444446,90,4,0.9084374904632568,0.03602374693759061,0.03661629185080528,26.330684661865234,0.12968941032886505,0.839569091796875,1373,8,bathroom_wash:19;bed_lie:5;eat_drink:4;sit_table:2;clean_laundry:2;door_transition:2;play_exercise_music:1;kitchen_cook:1;storage_open:1;screen_work:1,wash hands / shower / towel / toilet; lie down / make bed / pack near bed; clean / mop / vacuum / laundry; drink / eat / handle containers; exercise / play music / game,bottle:3;ceiling light:3;shower wall:3;towel:3;door:2;doorframe:2;light switch:2;picture:2;pillow:2;power socket:2;trash can:2;wall hooks:2;backpack:1;bag:1;bathroom counter:1;bed:1;bed  sheet:1;blanket:1,/mnt/hdd/Scannet++/4DHOI/data/cf1ffd871d/dslr/resized_undistorted_images/DSC04658.JPG
e3e0617f98,apartment,0.6913817868700114,0.7484043919360571,0.8040851235846819,0.0,kitchen_cook,5,8,0.17073170731707318,0.14814814814814814,270,40,0.8746675252914429,0.14357818060857047,0.043406032025814056,43.03532791137695,0.14891503751277924,0.6195356845855713,4897,8,bathroom_wash:15;sit_table:14;kitchen_cook:13;storage_open:12;door_transition:10;screen_work:6;bed_lie:5;play_exercise_music:4;eat_drink:3,cook / wash dishes / use appliance; wash hands / shower / towel / toilet; open cabinet / shelf / closet; type / use monitor / print; enter / exit / open door,stuffed toy:9;ceiling lamp:7;curtain:7;toy:7;bathroom wall:6;chair:6;picture:6;rug:6;book:5;cabinet:5;coaster:5;door:5;door frame:5;light switch:5;power socket:5;power sockets:4;apple:3;curtain rod:3,/mnt/hdd/Scannet++/4DHOI/data/e3e0617f98/dslr/resized_undistorted_images/DSC09999.JPG
3d838ee1ab,living room / lounge,0.6904540488267863,0.7650463604182072,0.7585223743257066,0.04,kitchen_cook,5,8,0.22972972972972974,0.0,172,0,0.8803789615631104,0.284072713490002,0.05602678656578064,82.09716796875,0.13434061408042908,0.9223803281784058,2042,8,sit_table:17;storage_open:12;kitchen_cook:12;eat_drink:11;door_transition:9;clean_laundry:4;bed_lie:4;bathroom_wash:4;screen_work:1,cook / wash dishes / use appliance; open cabinet / shelf / closet; drink / eat / handle containers; enter / exit / open door; wash hands / shower / towel / toilet,shelf:9;chair:8;power socket:7;door frame:6;window:6;light switch:4;window frame:4;window sill:4;bottle:3;cup:3;desk lamp:3;door:3;heater:3;picture:3;pillow:3;power sockets:3;suitcase:3;ceiling lamp:2,/mnt/hdd/Scannet++/4DHOI/data/3d838ee1ab/dslr/resized_undistorted_images/DSC05168.JPG
