iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,30.68506622314453,500.0,1.72186173585942e-05,0.0086093086792971,0.0,0.0,0.0,0.0,0.2960227131843567,0.0,500.0,0.05817495286464691,29.087476432323456,200.0,0.007584012113511562,1.5168024227023125
2,29.01909637451172,500.0,1.703952148091048e-05,0.00851976074045524,0.007503751875937969,0.0,0.0,0.010005002501250625,0.30239686369895935,0.003025481377678433,500.0,0.05495142191648483,27.475710958242416,200.0,0.007302671205252409,1.4605342410504818
3,27.43218994140625,500.0,1.6932348444242962e-05,0.00846617422212148,0.015007503751875938,0.0,0.0,0.02001000500250125,0.30778905749320984,0.006158860580154274,500.0,0.05186193436384201,25.930967181921005,200.0,0.0070269424468278885,1.4053884893655777
4,25.905527114868164,500.0,1.6868456441443413e-05,0.008434228220721707,0.022511255627813906,0.0,0.0,0.030015007503751877,0.3099106252193451,0.009301969741451078,500.0,0.04890149459242821,24.450747296214104,200.0,0.0067605068907141685,1.3521013781428337
5,24.44260597229004,500.0,1.6936890460783616e-05,0.008468445230391808,0.030015007503751877,0.0,0.0,0.0400200100050025,0.3096008896827698,0.012390230702662122,500.0,0.04606633260846138,23.03316630423069,200.0,0.0064970217645168304,1.299404352903366
6,23.043170928955078,500.0,1.7147263861261308e-05,0.008573631930630654,0.03751875937968985,0.0,0.0,0.05002501250625312,0.3089548349380493,0.015455469481643287,500.0,0.043354958295822144,21.677479147911072,200.0,0.006237831432372332,1.2475662864744663
7,21.705461502075195,500.0,1.7493597624707036e-05,0.008746798812353518,0.04502251125562781,0.0,0.0,0.060030015007503754,0.3083077073097229,0.01850771629673174,500.0,0.04076375812292099,20.381879061460495,200.0,0.0059852213598787785,1.1970442719757557
8,20.429594039916992,500.0,1.78881200554315e-05,0.00894406002771575,0.05252626313156578,0.0,0.0,0.07003501750875438,0.3080388009548187,0.021573502818246434,500.0,0.03828982263803482,19.14491131901741,200.0,0.005738846492022276,1.1477692984044552
9,19.221954345703125,500.0,1.8328499209019355e-05,0.009164249604509678,0.060030015007503754,0.0,0.0,0.080040020010005,0.30777668952941895,0.02463445238854779,500.0,0.03593086823821068,17.96543411910534,200.0,0.005492606200277805,1.098521240055561
10,18.10380744934082,500.0,1.879528645076789e-05,0.009397643225383945,0.06753376688344172,0.0,0.0,0.09004502251125562,0.3087710440158844,0.02780329560923421,500.0,0.03367950767278671,16.839753836393356,200.0,0.005249978043138981,1.0499956086277962
11,17.033767700195312,500.0,1.9347580746398307e-05,0.009673790373199154,0.0750375187593797,0.0,0.0,0.10005002501250625,0.3099763095378876,0.03101313752255003,500.0,0.03155992180109024,15.77996090054512,200.0,0.005008521024137735,1.001704204827547
12,15.997882843017578,500.0,2.0005423721158877e-05,0.010002711860579439,0.08254127063531766,0.0,0.0,0.11005502751375688,0.3104098439216614,0.03416216391333942,500.0,0.029542064294219017,14.771032147109509,200.0,0.004772495478391647,0.9544990956783295
13,15.003410339355469,500.0,2.0748790120705962e-05,0.010374395060352981,0.09004502251125562,0.0,0.0,0.12006003001500751,0.3103080689907074,0.03725559607692335,500.0,0.027623701840639114,13.811850920319557,200.0,0.004543281625956297,0.9086563251912594
14,14.051788330078125,500.0,2.15533837035764e-05,0.0107766918517882,0.0975487743871936,0.0,0.0,0.13006503251625812,0.3095797300338745,0.0402654976532303,500.0,0.025800373405218124,12.900186702609062,200.0,0.004320844542235136,0.8641689084470272
15,13.139242172241211,500.0,2.2417538275476545e-05,0.011208769137738273,0.10505252626313157,0.0,0.0,0.14007003501750875,0.30801084637641907,0.043143090037717526,500.0,0.02407955750823021,12.039778754115105,200.0,0.004111678805202246,0.8223357610404491
16,12.283781051635742,500.0,2.337907972105313e-05,0.011689539860526565,0.11255627813906953,0.0,0.0,0.1500750375187594,0.30671459436416626,0.04603020425675332,500.0,0.02245885506272316,11.22942753136158,200.0,0.0039151632227003574,0.7830326445400715
17,11.484249114990234,500.0,2.4417378881480545e-05,0.012208689440740272,0.12006003001500751,0.0,0.0,0.16008004002001,0.30496305227279663,0.04881849761245369,500.0,0.020925290882587433,10.462645441293716,200.0,0.0037217531353235245,0.7443506270647049
18,10.73289680480957,500.0,2.554032289481256e-05,0.01277016144740628,0.12756378189094547,0.0,0.0,0.17008504252126064,0.3024720251560211,0.05144596726015367,500.0,0.019474754109978676,9.737377054989338,200.0,0.003532969858497381,0.7065939716994762
19,10.019655227661133,500.0,2.6714702471508645e-05,0.013357351235754322,0.13506753376688344,0.0,0.0,0.18009004502251125,0.29999321699142456,0.05402579195443363,500.0,0.018100939691066742,9.050469845533371,200.0,0.0033514262177050114,0.6702852435410023
