node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, hips",target object 1,0.0010258161070960318,0.08182731683814216,0.036264383890968595,0.9937,0.03639479539818891,0.06693607680999075
"person 1, left foot",floor,0.0009717360987313345,0.05556783823713699,0.026536169356161623,0.9937,0.03639479539818891,0.06693607680999075
"person 1, right foot",floor,0.07436030433608577,0.14683745946604532,0.10918566842204261,0.9937,0.03639479539818891,0.06693607680999075
"person 1, right hand",target object 2,0.06020122559875022,0.11968793929869494,0.08940255134764846,0.9937,0.03639479539818891,0.06693607680999075
