iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
47,3.19759154,3.18608308,11.39593506,0.05451038,0.05803326,1.26298070,-0.01578696,-0.08072690,0.22642261
48,3.14807892,3.13620758,11.75436878,0.05681336,0.06036636,1.26916039,-0.01609778,-0.08238291,0.23091184
49,3.09890223,3.08672118,12.05916691,0.05916076,0.06272966,1.27536178,-0.01632251,-0.08400843,0.23538440
50,3.05006957,3.03764939,12.29353809,0.06155228,0.06511854,1.28158474,-0.01648447,-0.08557620,0.23984060
51,3.00159526,2.98899126,12.47268581,0.06398760,0.06753249,1.28782880,-0.01661740,-0.08708477,0.24427976
52,2.95348644,2.94071794,12.63218403,0.06646639,0.06997501,1.29409397,-0.01675748,-0.08855654,0.24870050
53,2.90574265,2.89279318,12.80810261,0.06898832,0.07245153,1.30037963,-0.01693562,-0.09002500,0.25310120
54,2.85835624,2.84518743,13.02252007,0.07155302,0.07496671,1.30668581,-0.01717163,-0.09151844,0.25748053
55,2.81132698,2.79789472,13.28055000,0.07416017,0.07752226,1.31301188,-0.01747129,-0.09304786,0.26183793
56,2.76465726,2.75092769,13.57267952,0.07680937,0.08011611,1.31935775,-0.01782662,-0.09460399,0.26617363
57,2.71835899,2.70431828,13.87857819,0.07950026,0.08274329,1.32572281,-0.01821889,-0.09616343,0.27048838
58,2.67243767,2.65809727,14.17290783,0.08223243,0.08539796,1.33210707,-0.01862352,-0.09770038,0.27478310
59,2.62689686,2.61228848,14.43539333,0.08500551,0.08807546,1.33850992,-0.01901562,-0.09919816,0.27905840
60,2.58173513,2.56689739,14.65923882,0.08781907,0.09077395,1.34493124,-0.01937496,-0.10065556,0.28331435
61,2.53695416,2.52191687,14.85329247,0.09067269,0.09349448,1.35137033,-0.01968955,-0.10208588,0.28755048
62,2.49255633,2.47733068,15.03584957,0.09356596,0.09623990,1.35782683,-0.01995721,-0.10350952,0.29176599
63,2.44854259,2.43312168,15.22534370,0.09649840,0.09901311,1.36430061,-0.02018493,-0.10494441,0.29596004
64,2.40491891,2.38928485,15.43271923,0.09946959,0.10181552,1.37079096,-0.02038658,-0.10639855,0.30013207
65,2.36168838,2.34582305,15.65819836,0.10247903,0.10464634,1.37729788,-0.02057944,-0.10786764,0.30428177
66,2.31885648,2.30275106,15.89226627,0.10552626,0.10750287,1.38382041,-0.02078047,-0.10933807,0.30840918
67,2.27642345,2.26008320,16.12126350,0.10861079,0.11038164,1.39035833,-0.02100303,-0.11079371,0.31251442
68,2.23438954,2.21783042,16.33414841,0.11173211,0.11327975,1.39691126,-0.02125469,-0.11222281,0.31659758
69,2.19275713,2.17599797,16.52818298,0.11488973,0.11619576,1.40347862,-0.02153634,-0.11362247,0.32065850
70,2.15152884,2.13458252,16.70901489,0.11808313,0.11912995,1.41006005,-0.02184274,-0.11499891,0.32469693
71,2.11070919,2.09357882,16.88696098,0.12131173,0.12208365,1.41665483,-0.02216415,-0.11636389,0.32871240
72,2.07030082,2.05297995,17.07100677,0.12457503,0.12505825,1.42326272,-0.02248866,-0.11772920,0.33270457
73,2.03030515,2.01278448,17.26485062,0.12787245,0.12805413,1.42988300,-0.02280468,-0.11910181,0.33667317
74,1.99072576,1.97299755,17.46596336,0.13120343,0.13107027,1.43651509,-0.02310306,-0.12048151,0.34061816
75,1.95156240,1.93362617,17.66748810,0.13456737,0.13410437,1.44315863,-0.02337858,-0.12186174,0.34453958
76,1.91281724,1.89468086,17.86122513,0.13796368,0.13715351,1.44981313,-0.02363054,-0.12323295,0.34843758
77,1.87449324,1.85617054,18.04118729,0.14139177,0.14021511,1.45647776,-0.02386236,-0.12458673,0.35231215
78,1.83659315,1.81809926,18.20575714,0.14485101,0.14328766,1.46315193,-0.02408056,-0.12591906,0.35616314
