View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3693,0.2551,0.1732,0.1196,0.0852,0.0630,0.0482,0.0382,0.0311,0.0259,0.0218,0.0184,0.0155,0.0139,0.0125,0.0110,0.0101,0.0092,0.0086,0.0080,0.0074,0.0070,0.0066,0.0062
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6389,0.7268,0.7815,0.8180,0.8402,0.8499,0.8452,0.8225,0.7682,0.6433,0.4211,0.2093,0.1048,0.1052,0.1006,0.0870,0.0864,0.0769,0.0689,0.0603,0.0533,0.0487,0.0449,0.0409
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5829,0.6190,0.6052,0.5299,0.3757,0.2157,0.1195,0.0735,0.0496,0.0357,0.0270,0.0208,0.0163,0.0142,0.0124,0.0104,0.0093,0.0090,0.0099,0.0108,0.0113,0.0113,0.0110,0.0104
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5764,0.5771,0.5041,0.3844,0.2419,0.1445,0.0872,0.0578,0.0408,0.0298,0.0226,0.0174,0.0136,0.0131,0.0123,0.0104,0.0100,0.0084,0.0070,0.0059,0.0051,0.0046,0.0041,0.0037
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4234,0.3197,0.2212,0.1441,0.0975,0.0689,0.0517,0.0404,0.0327,0.0274,0.0230,0.0193,0.0163,0.0171,0.0177,0.0165,0.0174,0.0286,0.0753,0.2493,0.6223,0.8341,0.9052,0.9336
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6079,0.6629,0.6793,0.6528,0.5849,0.4700,0.3351,0.2272,0.1545,0.1106,0.0809,0.0593,0.0450,0.0509,0.0558,0.0536,0.0574,0.0771,0.1503,0.3628,0.6450,0.7966,0.8604,0.8941
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6253,0.7208,0.7888,0.8367,0.8713,0.8963,0.9147,0.9284,0.9388,0.9469,0.9534,0.9588,0.9637,0.9701,0.9742,0.9755,0.9783,0.9767,0.9733,0.9679,0.9592,0.9427,0.9049,0.7750
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3645,0.2448,0.1616,0.1098,0.0775,0.0570,0.0435,0.0344,0.0280,0.0232,0.0195,0.0165,0.0139,0.0126,0.0115,0.0101,0.0093,0.0080,0.0072,0.0065,0.0059,0.0055,0.0051,0.0047
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6127,0.6947,0.7508,0.7889,0.8126,0.8249,0.8267,0.8189,0.8013,0.7691,0.7142,0.6162,0.4585,0.4760,0.4799,0.4532,0.4691,0.4840,0.5155,0.5359,0.5369,0.5219,0.4940,0.4529
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6166,0.6943,0.7442,0.7737,0.7942,0.8084,0.8237,0.8398,0.8587,0.8801,0.8977,0.9110,0.9224,0.9384,0.9476,0.9497,0.9560,0.9539,0.9448,0.9246,0.8843,0.7959,0.5877,0.2961
