View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6272,0.7210,0.7852,0.8290,0.8597,0.8820,0.8987,0.9114,0.9215,0.9297,0.9363,0.9420,0.9553,0.9569,0.9581,0.9643,0.9647,0.9636,0.9614,0.9584,0.9549,0.9505,0.9451,0.9349
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5771,0.6149,0.6088,0.5587,0.4474,0.2885,0.1625,0.0964,0.0632,0.0450,0.0339,0.0263,0.0256,0.0217,0.0185,0.0183,0.0166,0.0143,0.0127,0.0115,0.0104,0.0094,0.0086,0.0081
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3947,0.2848,0.1984,0.1381,0.0988,0.0732,0.0561,0.0440,0.0352,0.0284,0.0231,0.0190,0.0184,0.0159,0.0140,0.0139,0.0124,0.0124,0.0126,0.0126,0.0124,0.0120,0.0115,0.0109
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3715,0.2480,0.1612,0.1071,0.0748,0.0546,0.0413,0.0322,0.0257,0.0209,0.0173,0.0144,0.0134,0.0116,0.0102,0.0096,0.0086,0.0080,0.0075,0.0070,0.0066,0.0062,0.0058,0.0055
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4476,0.3837,0.3030,0.2197,0.1515,0.1042,0.0730,0.0533,0.0409,0.0327,0.0270,0.0229,0.0244,0.0218,0.0196,0.0206,0.0193,0.0157,0.0127,0.0105,0.0091,0.0080,0.0072,0.0065
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5714,0.6180,0.6457,0.6574,0.6576,0.6444,0.6135,0.5559,0.4632,0.3409,0.2268,0.1479,0.1458,0.1272,0.1108,0.1159,0.1036,0.1071,0.1206,0.1404,0.1616,0.1826,0.2032,0.2438
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6355,0.7281,0.7878,0.8225,0.8422,0.8559,0.8653,0.8710,0.8743,0.8760,0.8755,0.8703,0.8877,0.8878,0.8875,0.9034,0.9020,0.8990,0.8944,0.8885,0.8830,0.8780,0.8734,0.8657
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3726,0.2529,0.1658,0.1112,0.0778,0.0563,0.0419,0.0322,0.0254,0.0205,0.0169,0.0141,0.0131,0.0113,0.0098,0.0093,0.0084,0.0078,0.0073,0.0070,0.0066,0.0062,0.0058,0.0056
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6479,0.7492,0.8127,0.8534,0.8809,0.8999,0.9129,0.9222,0.9290,0.9341,0.9378,0.9399,0.9518,0.9512,0.9502,0.9566,0.9564,0.9578,0.9605,0.9634,0.9657,0.9677,0.9694,0.9718
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4101,0.3196,0.2374,0.1725,0.1255,0.0924,0.0692,0.0532,0.0420,0.0340,0.0281,0.0236,0.0218,0.0188,0.0164,0.0154,0.0140,0.0126,0.0114,0.0104,0.0095,0.0088,0.0081,0.0076
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6073,0.5431,0.3281,0.1517,0.0778,0.0466,0.0307,0.0218,0.0163,0.0126,0.0100,0.0081,0.0085,0.0077,0.0069,0.0075,0.0069,0.0065,0.0062,0.0059,0.0056,0.0053,0.0050,0.0048
