node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, right hand",target object,0.0025817727027822013,0.11794724002866719,0.03679541035732125,0.99806,0.013535319854571097,0.02853805551127452
"person 1, left foot",floor,0.0077577122271571776,0.03976024793970065,0.019686053476248862,0.99806,0.013535319854571097,0.02853805551127452
"person 1, right foot",floor,0.0012444679426641498,0.03605410314853956,0.01858250838019547,0.99806,0.013535319854571097,0.02853805551127452
