iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,24.45456314086914,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,0.0,0.0,60.0,0.03443565592169762,2.066139355301857,30.0,0.23107504844665527,6.932251453399658,800.0,0.01932021602988243,15.456172823905945,0.0,0.0,0.0,700000,700000,1063,10475,10457,245
2,rigid,24.25021743774414,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,6.423035614488981e-08,6.423035614488981e-08,60.0,0.03565102443099022,2.139061465859413,30.0,0.225521057844162,6.76563173532486,800.0,0.019181905314326286,15.345524251461029,0.0,0.0,0.0,700000,700000,1069,10475,10459,251
3,rigid,24.01611328125,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.03596663847565651,2.1579983085393906,30.0,0.22054213285446167,6.61626398563385,800.0,0.019052311778068542,15.241849422454834,0.0,0.0,0.0,700000,700000,1089,10475,10460,257
4,rigid,23.62816619873047,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,5.638879088110116e-07,5.638879088110116e-07,60.0,0.035625845193862915,2.137550711631775,30.0,0.21181707084178925,6.354512125253677,800.0,0.01892012730240822,15.136101841926575,0.0,0.0,0.0,700000,700000,1080,10475,10466,266
5,rigid,23.362457275390625,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,60.0,0.035360775887966156,2.1216465532779694,30.0,0.20703637599945068,6.2110912799835205,800.0,0.018787149339914322,15.029719471931458,0.0,0.0,0.0,700000,700000,1092,10475,10464,269
6,rigid,23.2109375,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,1.5468369838345097e-06,1.5468369838345097e-06,60.0,0.03533395752310753,2.1200374513864517,30.0,0.20558962225914001,6.1676886677742,800.0,0.01865401118993759,14.923208951950073,0.0,0.0,0.0,700000,700000,1091,10475,10460,271
7,rigid,22.992191314697266,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,2.227445293101482e-06,2.227445293101482e-06,60.0,0.03508343920111656,2.1050063520669937,30.0,0.20234808325767517,6.070442497730255,800.0,0.01852092519402504,14.816740155220032,0.0,0.0,0.0,700000,700000,1104,10475,10464,275
8,rigid,22.816490173339844,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,3.0236337806854863e-06,3.0236337806854863e-06,60.0,0.036401569843292236,2.184094190597534,30.0,0.19737575948238373,5.921272784471512,800.0,0.0183888990432024,14.71111923456192,0.0,0.0,0.0,700000,700000,1114,10475,10464,282
9,rigid,22.583908081054688,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,3.931934315914987e-06,3.931934315914987e-06,60.0,0.036272529512643814,2.176351770758629,30.0,0.19318711757659912,5.795613527297974,800.0,0.018264925107359886,14.611940085887909,0.0,0.0,0.0,700000,700000,1122,10475,10464,289
10,rigid,22.348552703857422,50.0,1.0292693065292049e-16,5.146346532646024e-15,150.0,0.0,0.0,1.0,4.938473466609139e-06,4.938473466609139e-06,60.0,0.03606107831001282,2.163664698600769,30.0,0.188961461186409,5.66884383559227,800.0,0.01814504712820053,14.516037702560425,0.0,0.0,0.0,700000,700000,1128,10475,10462,296
