final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,11.53590202331543,11.53590202331543,50.0,0.00040857819840312004,0.020428909920156002,150.0,0.0025197728537023067,0.377965928055346,1.0,0.008701832965016365,0.008701832965016365,60.0,0.012909837998449802,0.7745902799069881,30.0,0.15149550139904022,4.544865041971207,800.0,0.007167140021920204,5.733712017536163,0.001,75.63819885253906,0.07563819885253907,700000,700000,221,10475,10471,29
