View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6152,0.6928,0.7332,0.7492,0.7538,0.7556,0.7554,0.7587,0.7677,0.7728,0.7685,0.7614,0.7566,0.7515,0.7440,0.7299,0.6968,0.6182,0.5062,0.3681,0.2521,0.1652,0.1527,0.1450
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3347,0.1854,0.1025,0.0631,0.0433,0.0322,0.0251,0.0204,0.0171,0.0147,0.0129,0.0114,0.0101,0.0091,0.0083,0.0075,0.0068,0.0062,0.0057,0.0053,0.0049,0.0046,0.0047,0.0044
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6043,0.6762,0.7153,0.7274,0.7261,0.7219,0.7225,0.7359,0.7556,0.7691,0.7779,0.7821,0.7851,0.7854,0.7816,0.7744,0.7422,0.6567,0.5252,0.4074,0.3057,0.2215,0.2132,0.2077
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6142,0.6941,0.7420,0.7676,0.7811,0.7872,0.7895,0.7886,0.7854,0.7814,0.7748,0.7652,0.7523,0.7352,0.7148,0.6897,0.6667,0.6199,0.5578,0.5185,0.5076,0.5283,0.5995,0.6059
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6304,0.7227,0.7773,0.8117,0.8331,0.8468,0.8545,0.8570,0.8565,0.8533,0.8507,0.8483,0.8448,0.8418,0.8376,0.8294,0.8197,0.8147,0.8010,0.7427,0.6312,0.4234,0.3392,0.3158
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3483,0.1649,0.0797,0.0464,0.0306,0.0219,0.0165,0.0130,0.0105,0.0088,0.0075,0.0066,0.0058,0.0052,0.0047,0.0043,0.0040,0.0037,0.0035,0.0033,0.0031,0.0029,0.0030,0.0028
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6089,0.6881,0.7383,0.7699,0.7894,0.7997,0.8033,0.7998,0.7900,0.7797,0.7693,0.7556,0.7367,0.7127,0.6854,0.6598,0.6471,0.6701,0.7064,0.7532,0.7957,0.8325,0.8794,0.8869
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3518,0.1989,0.1109,0.0686,0.0470,0.0347,0.0270,0.0219,0.0182,0.0154,0.0134,0.0117,0.0104,0.0094,0.0085,0.0077,0.0071,0.0067,0.0062,0.0058,0.0054,0.0050,0.0050,0.0048
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5271,0.3840,0.1996,0.1040,0.0631,0.0419,0.0300,0.0225,0.0177,0.0145,0.0123,0.0107,0.0095,0.0085,0.0077,0.0070,0.0065,0.0062,0.0059,0.0058,0.0056,0.0055,0.0060,0.0060
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3669,0.2394,0.1519,0.0997,0.0701,0.0524,0.0413,0.0339,0.0284,0.0242,0.0209,0.0184,0.0164,0.0146,0.0132,0.0120,0.0109,0.0099,0.0090,0.0084,0.0078,0.0073,0.0071,0.0067
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3781,0.2668,0.1841,0.1303,0.0965,0.0747,0.0600,0.0495,0.0417,0.0358,0.0312,0.0275,0.0246,0.0221,0.0201,0.0183,0.0167,0.0154,0.0142,0.0131,0.0120,0.0110,0.0104,0.0096
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3738,0.2507,0.1620,0.1083,0.0771,0.0580,0.0458,0.0374,0.0312,0.0264,0.0228,0.0200,0.0177,0.0159,0.0143,0.0130,0.0119,0.0109,0.0099,0.0091,0.0083,0.0076,0.0073,0.0067
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6169,0.7069,0.7676,0.8083,0.8368,0.8585,0.8756,0.8896,0.9011,0.9107,0.9188,0.9258,0.9320,0.9374,0.9421,0.9465,0.9505,0.9543,0.9575,0.9602,0.9620,0.9632,0.9693,0.9703
