iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,11.028617858886719,20.0,5.227300250741976e-16,1.0454600501483952e-14,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02026635967195034,0.0,0.0,0.1150997057557106,0.0,800.0,0.013785772025585175,11.02861762046814,0.0,0.0,0.0,700000,700000,2578,10475,10425,1768
2,rigid,10.748348236083984,20.0,1.7315221612079768e-06,3.4630443224159535e-05,50.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.0050025012506253125,0.019930656999349594,9.970313656503049e-05,0.0050025012506253125,0.11328790336847305,0.000566722878281506,800.0,0.013434559106826782,10.747647285461426,0.0,0.0,0.0,700000,700000,2518,10475,10421,1754
3,rigid,10.475995063781738,20.0,6.920016858202871e-06,0.00013840033716405742,50.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.010005002501250625,0.01969093456864357,0.00019700784961124132,0.010005002501250625,0.11161408573389053,0.0011166992069423765,800.0,0.013093177229166031,10.474541783332825,0.0,0.0,0.0,700000,700000,2480,10475,10422,1737
4,rigid,10.211235046386719,20.0,1.5555053323623724e-05,0.0003111010664724745,50.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,0.015007503751875938,0.018913626670837402,0.00028384632322417315,0.015007503751875938,0.10996295511722565,0.0016502694614891292,800.0,0.012761234305799007,10.208987444639206,0.0,0.0,0.0,700000,700000,2467,10475,10414,1721
5,rigid,9.95431900024414,20.0,2.762507756415289e-05,0.0005525015512830578,50.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,0.02001000500250125,0.01859963685274124,0.00037217882646805884,0.02001000500250125,0.1084001287817955,0.0021690871191955077,800.0,0.012439027428627014,9.951221942901611,0.0,0.0,0.0,700000,700000,2436,10475,10413,1703
6,rigid,9.704780578613281,20.0,4.311478551244363e-05,0.0008622957102488726,50.0,0.0,0.0,1.0,6.2928615989221726e-06,6.2928615989221726e-06,0.02501250625312656,0.018540354445576668,0.00046374073150516924,0.02501250625312656,0.10654550045728683,0.002664969996430386,800.0,0.012125980108976364,9.700784087181091,0.0,0.0,0.0,700000,700000,2407,10475,10412,1688
7,rigid,9.46234130859375,20.0,6.199958443176001e-05,0.0012399916886352003,50.0,0.0,0.0,1.0,9.036308256327175e-06,9.036308256327175e-06,0.030015007503751877,0.01787104457616806,0.0005363995370535686,0.030015007503751877,0.10473903268575668,0.0031437428519987,800.0,0.011821764521300793,9.457411617040634,0.0,0.0,0.0,700000,700000,2399,10475,10408,1672
8,rigid,9.228250503540039,20.0,8.425279520452023e-05,0.0016850559040904045,50.0,0.0,0.0,1.0,1.235709623870207e-05,1.235709623870207e-05,0.03501750875437719,0.01714349538087845,0.0006003224995805359,0.03501750875437719,0.10353557020425797,0.0036255577360170374,800.0,0.011527908965945244,9.222327172756195,0.0,0.0,0.0,700000,700000,2330,10475,10406,1647
9,rigid,9.002331733703613,20.0,0.00010984736582031474,0.0021969473164062947,50.0,0.0,0.0,1.0,1.6177609722944908e-05,1.6177609722944908e-05,0.0400200100050025,0.016848580911755562,0.0006742803766585518,0.0400200100050025,0.1018558070063591,0.004076270415462095,800.0,0.011244210414588451,8.995368331670761,0.0,0.0,0.0,700000,700000,2357,10475,10402,1630
10,rigid,8.784600257873535,20.0,0.00013874864089302719,0.0027749728178605437,50.0,0.0,0.0,1.0,2.0554505681502633e-05,2.0554505681502633e-05,0.04502251125562781,0.016867797821760178,0.0007594306172878519,0.04502251125562781,0.10042326897382736,0.004521307757701082,800.0,0.010970654897391796,8.776523917913437,0.0,0.0,0.0,700000,700000,2286,10475,10401,1609
11,rigid,8.574440956115723,20.0,0.00017091257905121893,0.0034182515810243785,50.0,0.0,0.0,1.0,2.545480128901545e-05,2.545480128901545e-05,0.05002501250625312,0.016351118683815002,0.0008179649166490746,0.05002501250625312,0.09934335947036743,0.00496965279991833,800.0,0.01070651225745678,8.565209805965424,0.0,0.0,0.0,700000,700000,2234,10475,10400,1582
12,rigid,8.371376991271973,20.0,0.00020627849153243005,0.004125569830648601,50.0,0.0,0.0,1.0,3.093067789450288e-05,3.093067789450288e-05,0.05502751375687844,0.016217803582549095,0.0008924254097450728,0.05502751375687844,0.09786836057901382,0.005385452558124823,800.0,0.01045117899775505,8.36094319820404,0.0,0.0,0.0,700000,700000,2215,10475,10396,1562
13,rigid,8.17592716217041,20.0,0.0002447568404022604,0.0048951368080452085,50.0,0.0,0.0,1.0,3.6911089409841225e-05,3.6911089409841225e-05,0.060030015007503754,0.015825992450118065,0.0009500345642892285,0.060030015007503754,0.09617386013269424,0.005773318267095202,800.0,0.010205339640378952,8.164271712303162,0.0,0.0,0.0,700000,700000,2214,10475,10396,1545
14,rigid,7.987915992736816,20.0,0.0002862521796487272,0.005725043592974544,50.0,0.0,0.0,1.0,4.354351040092297e-05,4.354351040092297e-05,0.06503251625812906,0.015579828061163425,0.0010131954216864658,0.06503251625812906,0.0951269119977951,0.006186342451082222,800.0,0.009968684986233711,7.974947988986969,0.0,0.0,0.0,700000,700000,2163,10475,10395,1518
15,rigid,7.807653427124023,20.0,0.00033064180752262473,0.006612836150452495,50.0,0.0,0.0,1.0,5.0790484237950295e-05,5.0790484237950295e-05,0.07003501750875438,0.014852023683488369,0.0010401617387135425,0.07003501750875438,0.09380009025335312,0.006569290963216326,800.0,0.009741725400090218,7.793380320072174,0.0,0.0,0.0,700000,700000,2164,10475,10399,1497
16,rigid,7.635918617248535,20.0,0.0003778256359510124,0.0075565127190202475,50.0,0.0,0.0,1.0,5.85950147069525e-05,5.85950147069525e-05,0.0750375187593797,0.014705456793308258,0.001103460989993116,0.0750375187593797,0.09282074123620987,0.0069650381117716265,800.0,0.009525293484330177,7.620234787464142,0.0,0.0,0.0,700000,700000,2139,10475,10399,1470
17,rigid,7.472469329833984,20.0,0.0004276830004528165,0.00855366000905633,50.0,0.0,0.0,1.0,6.711081368848681e-05,6.711081368848681e-05,0.080040020010005,0.014513589441776276,0.0011616679893367704,0.080040020010005,0.0916467159986496,0.007335404982383159,800.0,0.009319189004600048,7.4553512036800385,0.0,0.0,0.0,700000,700000,2114,10475,10401,1447
18,rigid,7.316185474395752,20.0,0.0004800658207386732,0.009601316414773464,50.0,0.0,0.0,1.0,7.624513091286644e-05,7.624513091286644e-05,0.08504252126063032,0.014195052906870842,0.0012071830886283357,0.08504252126063032,0.0906909629702568,0.007712588146545101,800.0,0.009121985174715519,7.297588139772415,0.0,0.0,0.0,700000,700000,2102,10475,10398,1422
19,rigid,7.167394161224365,20.0,0.0005347327678464353,0.010694655356928706,50.0,0.0,0.0,1.0,8.604911272414029e-05,8.604911272414029e-05,0.09004502251125562,0.013985013589262962,0.0012592808634653992,0.09004502251125562,0.08977501094341278,0.008083792881347824,800.0,0.008934088051319122,7.147270441055298,0.0,0.0,0.0,700000,700000,2072,10475,10402,1396
20,rigid,7.026372909545898,20.0,0.0005915387300774455,0.01183077460154891,50.0,0.0,0.0,1.0,9.653808228904381e-05,9.653808228904381e-05,0.09504752376188094,0.013521792367100716,0.0012852128813152256,0.09504752376188094,0.08913147449493408,0.008471725939988732,800.0,0.008755860850214958,7.0046886801719666,0.0,0.0,0.0,700000,700000,2004,10475,10401,1365
21,rigid,6.892416954040527,20.0,0.0006502954056486487,0.013005908112972975,50.0,0.0,0.0,1.0,0.00010777624265756458,0.00010777624265756458,0.10005002501250625,0.013336089439690113,0.0013342760820100163,0.10005002501250625,0.08773338794708252,0.00877772765853752,800.0,0.008586488664150238,6.86919093132019,0.0,0.0,0.0,700000,700000,1995,10475,10400,1345
22,rigid,6.765683174133301,20.0,0.000710799009539187,0.014215980190783739,50.0,0.0,0.0,1.0,0.0001197870442410931,0.0001197870442410931,0.10505252626313157,0.013019295409321785,0.001367709872915245,0.10505252626313157,0.08757023513317108,0.009199474426196062,800.0,0.00842597521841526,6.740780174732208,0.0,0.0,0.0,700000,700000,1946,10475,10402,1306
23,rigid,6.645784854888916,20.0,0.0007728714263066649,0.015457428526133299,50.0,0.0,0.0,1.0,0.00013248623872641474,0.00013248623872641474,0.11005502751375688,0.0129505330696702,0.0014252712733003722,0.11005502751375688,0.08715521544218063,0.009591869633456599,800.0,0.008273972198367119,6.619177758693695,0.0,0.0,0.0,700000,700000,1866,10475,10405,1272
24,rigid,6.532419681549072,20.0,0.0008363747037947178,0.016727494075894356,50.0,0.0,0.0,1.0,0.00014610863581765443,0.00014610863581765443,0.11505752876438219,0.012531247921288013,0.0014418144181572,0.11505752876438219,0.08841519057750702,0.010172833333079848,800.0,0.008129914291203022,6.503931432962418,0.0,0.0,0.0,700000,700000,1823,10475,10412,1217
25,rigid,6.425273418426514,20.0,0.0009011967340484262,0.018023934680968523,50.0,0.0,0.0,1.0,0.0001604569552000612,0.0001604569552000612,0.12006003001500751,0.012390649877488613,0.001487621796196732,0.12006003001500751,0.08986049145460129,0.010788653301202756,800.0,0.007993515580892563,6.39481246471405,0.0,0.0,0.0,700000,700000,1763,10475,10411,1165
26,rigid,6.324065685272217,20.0,0.0009672975866124034,0.019345951732248068,50.0,0.0,0.0,1.0,0.00017578819824848324,0.00017578819824848324,0.12506253126563283,0.011732593178749084,0.0014673078012442577,0.12506253126563283,0.09084683656692505,0.011361535338534899,800.0,0.007864643819630146,6.291715055704117,0.0,0.0,0.0,700000,700000,1748,10475,10411,1123
27,rigid,6.229862689971924,20.0,0.0010347487404942513,0.020694974809885025,50.0,0.0,0.0,1.0,0.00019194884225726128,0.00019194884225726128,0.13006503251625812,0.011297774501144886,0.0014694454078527613,0.13006503251625812,0.09201504290103912,0.01196793954690854,800.0,0.007744423113763332,6.195538491010666,0.0,0.0,0.0,700000,700000,1696,10475,10408,1082
28,rigid,6.142338275909424,20.0,0.001103605143725872,0.02207210287451744,50.0,0.0,0.0,1.0,0.00020895569468848407,0.00020895569468848407,0.13506753376688344,0.010823450982570648,0.0014618968310625687,0.13506753376688344,0.09217409789562225,0.012449728079948978,800.0,0.007632681634277105,6.106145307421684,0.0,0.0,0.0,700000,700000,1685,10475,10414,1055
29,rigid,6.060590744018555,20.0,0.0011737765744328499,0.023475531488656998,50.0,0.0,0.0,1.0,0.00022710851044394076,0.00022710851044394076,0.14007003501750875,0.010676851496100426,0.0014955069629355273,0.14007003501750875,0.09227212518453598,0.012924559805737906,800.0,0.007528085261583328,6.022468209266663,0.0,0.0,0.0,700000,700000,1616,10475,10414,1030
30,rigid,5.983091831207275,20.0,0.00124519900418818,0.0249039800837636,50.0,0.0,0.0,1.0,0.0002460909017827362,0.0002460909017827362,0.14507253626813407,0.010054255835711956,0.0014585963943754214,0.14507253626813407,0.09199479967355728,0.013345918912121868,800.0,0.0074289217591285706,5.9431374073028564,0.0,0.0,0.0,700000,700000,1613,10475,10411,1009
31,rigid,5.910398006439209,20.0,0.0013177960645407438,0.026355921290814877,50.0,0.0,0.0,1.0,0.00026629448984749615,0.00026629448984749615,0.1500750375187594,0.009486203081905842,0.0014236422834275901,0.1500750375187594,0.09180444478988647,0.013777555496231088,800.0,0.007335718255490065,5.868574604392052,0.0,0.0,0.0,700000,700000,1602,10475,10406,987
