View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6291,0.7163,0.7710,0.8066,0.8309,0.8491,0.8634,0.8747,0.8831,0.8908,0.8948,0.8947,0.8914,0.8863,0.8776,0.8652,0.8849,0.8774,0.8799,0.8809,0.8823,0.8815,0.8987,0.8965
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4078,0.3078,0.2169,0.1483,0.1035,0.0736,0.0536,0.0404,0.0317,0.0255,0.0211,0.0177,0.0150,0.0128,0.0111,0.0097,0.0089,0.0080,0.0076,0.0072,0.0068,0.0064,0.0063,0.0060
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3762,0.1854,0.0926,0.0581,0.0383,0.0266,0.0195,0.0149,0.0120,0.0100,0.0085,0.0073,0.0063,0.0055,0.0049,0.0043,0.0044,0.0038,0.0030,0.0026,0.0022,0.0020,0.0019,0.0018
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5676,0.5534,0.4324,0.2520,0.1316,0.0721,0.0433,0.0285,0.0204,0.0151,0.0118,0.0095,0.0078,0.0065,0.0055,0.0047,0.0045,0.0041,0.0038,0.0035,0.0032,0.0029,0.0029,0.0027
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6062,0.6917,0.7548,0.8005,0.8351,0.8613,0.8793,0.8910,0.8988,0.9066,0.9126,0.9183,0.9243,0.9296,0.9341,0.9393,0.9509,0.9553,0.9593,0.9626,0.9652,0.9674,0.9725,0.9740
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5786,0.6011,0.5855,0.5137,0.3530,0.1730,0.0799,0.0450,0.0297,0.0227,0.0179,0.0144,0.0119,0.0100,0.0085,0.0074,0.0074,0.0072,0.0068,0.0063,0.0059,0.0054,0.0057,0.0056
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3653,0.2355,0.1488,0.0995,0.0689,0.0491,0.0361,0.0277,0.0222,0.0186,0.0158,0.0136,0.0118,0.0103,0.0091,0.0081,0.0078,0.0070,0.0062,0.0056,0.0051,0.0047,0.0047,0.0044
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3735,0.2605,0.1789,0.1259,0.0912,0.0677,0.0517,0.0410,0.0336,0.0286,0.0247,0.0215,0.0190,0.0170,0.0152,0.0137,0.0129,0.0117,0.0108,0.0099,0.0093,0.0087,0.0086,0.0082
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6052,0.6413,0.6224,0.5209,0.3343,0.1622,0.0792,0.0462,0.0310,0.0236,0.0184,0.0146,0.0120,0.0099,0.0084,0.0072,0.0071,0.0068,0.0069,0.0069,0.0067,0.0065,0.0071,0.0070
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6078,0.6847,0.7376,0.7790,0.8081,0.8289,0.8430,0.8517,0.8581,0.8635,0.8710,0.8811,0.8914,0.9024,0.9124,0.9215,0.9371,0.9338,0.9188,0.8980,0.8641,0.8088,0.8009,0.7575
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5942,0.6337,0.6307,0.5799,0.4706,0.2978,0.1466,0.0801,0.0508,0.0393,0.0309,0.0246,0.0202,0.0170,0.0145,0.0127,0.0130,0.0132,0.0146,0.0157,0.0162,0.0158,0.0181,0.0178
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3614,0.2438,0.1613,0.1093,0.0775,0.0566,0.0424,0.0328,0.0263,0.0214,0.0180,0.0154,0.0134,0.0118,0.0104,0.0093,0.0086,0.0080,0.0080,0.0079,0.0078,0.0077,0.0078,0.0077
014,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3262,0.1789,0.0959,0.0561,0.0368,0.0255,0.0184,0.0138,0.0109,0.0087,0.0073,0.0062,0.0054,0.0046,0.0040,0.0035,0.0032,0.0029,0.0027,0.0026,0.0024,0.0023,0.0023,0.0023
015,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6059,0.6840,0.7329,0.7614,0.7804,0.7941,0.8042,0.8090,0.8112,0.7899,0.7643,0.7223,0.6438,0.5030,0.3316,0.2028,0.2126,0.1890,0.2050,0.2234,0.2536,0.2913,0.3761,0.4139
