iter,stage,total,e_img,e_smooth_trans,e_smooth_rot,term_img,term_smooth_trans_weighted,term_smooth_rot_weighted,total_from_terms,e_img_raw,e_smooth_trans_raw,e_smooth_rot_raw,e_img_denom,e_smooth_trans_denom,e_smooth_rot_denom,active_pairs,sum_weight,mean_reproj_px,max_translation
20,adam,22.115068435668945,20.870914459228516,0.00400961097329855,0.0005158931016921997,20.870914459228516,1.202883291989565,0.04127144813537598,22.115069199353456,6618167.0,0.00400961097329855,0.0005158931016921997,317100.0,1.0,1.0,317100,317100.0,4.80517578125,0.2459784299135208
40,adam,20.699562072753906,20.154802322387695,0.0017576119862496853,0.00021846861636731774,20.154802322387695,0.5272835958749056,0.01747748930938542,20.699563407571986,6391088.0,0.0017576119862496853,0.00021846861636731774,317100.0,1.0,1.0,317100,317100.0,4.655252456665039,0.23758229613304138
60,adam,19.75187110900879,19.42076301574707,0.0010710202623158693,0.00012253099703229964,19.42076301574707,0.3213060786947608,0.009802479762583971,19.751871574204415,6158324.0,0.0010710202623158693,0.00012253099703229964,317100.0,1.0,1.0,317100,317100.0,4.508389472961426,0.22868160903453827
80,adam,19.48267364501953,19.228107452392578,0.0008247185032814741,8.938508108258247e-05,19.228107452392578,0.24741555098444223,0.007150806486606598,19.482673809863627,6097233.0,0.0008247185032814741,8.938508108258247e-05,317100.0,1.0,1.0,317100,317100.0,4.458810806274414,0.22013743221759796
100,adam,19.38187599182129,19.170188903808594,0.0006860590074211359,7.33675406081602e-05,19.170188903808594,0.20581770222634077,0.005869403248652816,19.381876009283587,6078867.0,0.0006860590074211359,7.33675406081602e-05,317100.0,1.0,1.0,317100,317100.0,4.448566436767578,0.22447845339775085
120,adam,19.32103729248047,19.13617706298828,0.0005994061939418316,6.298710650298744e-05,19.13617706298828,0.17982185818254948,0.0050389685202389956,19.32103788969107,6068082.0,0.0005994061939418316,6.298710650298744e-05,317100.0,1.0,1.0,317100,317100.0,4.442240238189697,0.23164944350719452
140,adam,19.274978637695312,19.10734748840332,0.0005437548388727009,5.632483953377232e-05,19.10734748840332,0.16312645166181028,0.0045059871627017856,19.274979927227832,6058940.0,0.0005437548388727009,5.632483953377232e-05,317100.0,1.0,1.0,317100,317100.0,4.436907768249512,0.23842257261276245
160,adam,19.236608505249023,19.080358505249023,0.0005069797625765204,5.19472268933896e-05,19.080358505249023,0.15209392877295613,0.004155778151471168,19.23660821217345,6050381.5,0.0005069797625765204,5.19472268933896e-05,317100.0,1.0,1.0,317100,317100.0,4.432057857513428,0.24499022960662842
180,adam,19.203826904296875,19.055248260498047,0.00048218495794571936,4.905214154860005e-05,19.055248260498047,0.1446554873837158,0.003924171323888004,19.20382791920565,6042419.0,0.00048218495794571936,4.905214154860005e-05,317100.0,1.0,1.0,317100,317100.0,4.42768669128418,0.25130823254585266
200,adam,19.175155639648438,19.0318546295166,0.00046510848915204406,4.710037319455296e-05,19.0318546295166,0.13953254674561322,0.0037680298555642366,19.17515520611778,6035001.0,0.00046510848915204406,4.710037319455296e-05,317100.0,1.0,1.0,317100,317100.0,4.423609256744385,0.2574346661567688
220,adam,19.150108337402344,19.010540008544922,0.0004530200094450265,4.577035360853188e-05,19.010540008544922,0.13590600283350796,0.00366162828868255,19.150107639667112,6028242.0,0.0004530200094450265,4.577035360853188e-05,317100.0,1.0,1.0,317100,317100.0,4.419958591461182,0.26339957118034363
240,adam,19.128021240234375,18.99115753173828,0.0004442557110451162,4.485071258386597e-05,18.99115753173828,0.13327671331353486,0.0035880570067092776,19.128022302058525,6022096.0,0.0004442557110451162,4.485071258386597e-05,317100.0,1.0,1.0,317100,317100.0,4.416680335998535,0.2692362368106842
260,adam,19.108535766601562,18.973655700683594,0.00043780659325420856,4.4215561501914635e-05,18.973655700683594,0.13134197797626257,0.003537244920153171,19.10853492358001,6016546.0,0.00043780659325420856,4.4215561501914635e-05,317100.0,1.0,1.0,317100,317100.0,4.4137701988220215,0.27494537830352783
280,adam,19.091360092163086,18.95794105529785,0.0004330576048232615,4.3784988520201296e-05,18.95794105529785,0.12991728144697845,0.0035027990816161036,19.091361135826446,6011563.0,0.0004330576048232615,4.3784988520201296e-05,317100.0,1.0,1.0,317100,317100.0,4.41120719909668,0.28051191568374634
300,adam,19.076276779174805,18.943912506103516,0.0004296086262911558,4.350697417976335e-05,18.943912506103516,0.12888258788734674,0.0034805579343810678,19.076275651925243,6007114.5,0.0004296086262911558,4.350697417976335e-05,317100.0,1.0,1.0,317100,317100.0,4.4089789390563965,0.28591233491897583
320,adam,19.062419891357422,18.930797576904297,0.00042717959149740636,4.334841651143506e-05,18.930797576904297,0.1281538774492219,0.003467873320914805,19.062419327674434,6002956.0,0.00042717959149740636,4.334841651143506e-05,317100.0,1.0,1.0,317100,317100.0,4.406902313232422,0.2911207377910614
