best_iter,best_total_loss,total_scaled,frame_loss_semantics,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
986,0.17765899002552032,0.17765899002552032,diagnostic_local,0.0017900173552334309,0.03580034524202347,0.00019264199363533407,0.03852839767932892,7.45812758395914e-06,0.0011187191121280193,4.4435480958782136e-05,0.0008887096191756427,0.004616194404661655,0.09232388436794281,2.2322872609947808e-05,0.002232287311926484,2.724201749515487e-06,8.17260515759699e-05,2.474838402122259e-05,0.0009899353608489037,1.719161264190916e-05,0.0010314967948943377,3.402031506993808e-05,0.004082437604665756,1.9368064386071637e-05,0.0005810419097542763
