frame_idx,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,total_raw_local,total_scaled_local
0,5.1331135182408616e-05,0.0010266227182000875,0.00018970102246385068,0.03794020414352417,0.0,0.0,4.2591393139446154e-05,0.0008518278482370079,0.0,0.0,1.1236362524869037e-06,0.00011236362479394302,0.0,0.0,2.2889320462127216e-05,0.0009155728039331734,4.086713306605816e-05,0.0024520279839634895,4.120228550164029e-05,0.004944274201989174,0.0003897059359587729,0.04824288934469223
1,2.0968444005120546e-05,0.0004193688801024109,0.00017999154806602746,0.03599831089377403,6.76479066896718e-06,0.0010147185530513525,9.932599823514465e-06,0.0001986519928323105,0.000587075250223279,0.01174150500446558,6.597607580260956e-07,6.597607716685161e-05,2.50279163083178e-06,7.50837498344481e-05,2.151482658518944e-05,0.0008605930488556623,2.7340571250533685e-05,0.0016404342604801059,3.555227522156201e-05,0.004266273230314255,0.0008923028944991529,0.05628091096878052
2,1.2161448466940783e-05,0.00024322897661477327,0.00018003664445132017,0.03600732982158661,8.568267730879597e-06,0.001285240170545876,2.677653537830338e-05,0.000535530736669898,0.0009270354057662189,0.01854070834815502,4.4397631882020505e-07,4.4397631427273154e-05,4.2251886043231934e-06,0.0001267556508537382,2.1752897737314925e-05,0.0008701159385964274,1.966406671272125e-05,0.001179844024591148,2.348508314753417e-05,0.0028182100504636765,0.0012241494841873646,0.06165136396884918
3,1.389863700751448e-05,0.00027797275106422603,0.00015655379684176296,0.031310759484767914,1.8404314687359147e-05,0.0027606470976024866,1.5575265933875926e-05,0.0003115053114015609,0.0009385813027620316,0.01877162605524063,4.74337866762653e-07,4.74337866762653e-05,2.7744192721002037e-06,8.323257497977465e-05,2.177151691284962e-05,0.0008708606474101543,1.7097419913625345e-05,0.0010258451802656054,3.783643478527665e-05,0.004540372174233198,0.0012229676358401775,0.060000259429216385
4,1.925714786921162e-05,0.0003851429501082748,0.00017010739247780293,0.03402147814631462,3.721817847690545e-06,0.0005582727026194334,5.097176108392887e-05,0.0010194352362304926,0.0006062747561372817,0.01212549488991499,3.878128325141006e-07,3.87812833650969e-05,4.9851255425892305e-06,0.00014955377264413983,2.238788511021994e-05,0.0008955154335126281,1.4783935512241442e-05,0.0008870361489243805,3.700458546518348e-05,0.004440550226718187,0.0009298822842538357,0.054521262645721436
5,2.4077024136204273e-05,0.00048154048272408545,0.00017598697741050273,0.03519739583134651,3.95341476178146e-06,0.000593012198805809,9.159760520560667e-05,0.0018319521332159638,0.0002938831748906523,0.005877663381397724,4.271532247912546e-07,4.2715320887509733e-05,1.6019095028241281e-06,4.805728531209752e-05,2.1897663827985525e-05,0.000875906553119421,1.4107117749517784e-05,0.0008464270504191518,3.841136276605539e-05,0.004609363619238138,0.0006659433711320162,0.050404034554958344
6,2.5074125005630776e-05,0.0005014825146645308,0.0001746030175127089,0.03492060303688049,5.010734639654402e-06,0.0007516102050431073,2.682828562683426e-05,0.0005365657270886004,0.00015497207641601562,0.0030994415283203125,5.192363232708885e-07,5.19236309628468e-05,4.079195605299901e-06,0.00012237587361596525,2.1567142539424822e-05,0.0008626857306808233,1.4609121535613667e-05,0.0008765473030507565,3.169684350723401e-05,0.0038036212790757418,0.00045895978109911084,0.04552685469388962
7,2.3493996195611544e-05,0.00046987991663627326,0.00017885044508147985,0.03577008843421936,3.2343286875402555e-06,0.0004851492994930595,9.496267011854798e-06,0.00018992534023709595,0.0005634543485939503,0.011269086971879005,4.114450860015495e-07,4.114450712222606e-05,4.413909664435778e-07,1.3241728993307333e-05,2.4063216187641956e-05,0.000962528632953763,1.576630529598333e-05,0.000945978332310915,4.265812458470464e-05,0.0051189749501645565,0.0008618698921054602,0.05526599660515785
8,2.0411373043316416e-05,0.00040822746814228594,0.00018583702330943197,0.03716740384697914,2.3914981284178793e-06,0.00035872473381459713,0.0,0.0,0.001439591869711876,0.02879183739423752,2.8164103582639655e-07,2.8164104151073843e-05,4.050033624025673e-07,1.2150100701546762e-05,2.1512229068321176e-05,0.0008604891481809318,1.6510437490069307e-05,0.0009906262857839465,4.2849929741350934e-05,0.0051419916562736034,0.0017297910526394844,0.07375961542129517
9,1.6077923646662384e-05,0.0003215584729332477,0.0001893911394290626,0.03787822648882866,9.351109611088759e-07,0.0001402666384819895,3.295444184914231e-05,0.0006590888369828463,0.002656063996255398,0.053121279925107956,2.0297996172757848e-07,2.0297995433793403e-05,7.269264301612566e-07,2.1807793018524535e-05,2.2797838028054684e-05,0.0009119135211221874,1.658755172684323e-05,0.0009952530963346362,4.024850932182744e-05,0.004829821176826954,0.0029759863391518593,0.09889952093362808
