iter,stage,total,e_img,e_smooth,e_vel,active_pairs,sum_weight,mean_reproj_px
1760,adam,3124546.25,3124545.5,0.06899572908878326,0.10543014109134674,156350,156350.0,4.604641914367676
1780,adam,3124781.75,3124781.0,0.06953620910644531,0.10559109598398209,156350,156350.0,4.60679817199707
1800,adam,3130994.75,3130994.0,0.06971757113933563,0.10577051341533661,156350,156350.0,4.619380474090576
1820,adam,3127878.75,3127878.0,0.06955178827047348,0.10577139258384705,156350,156350.0,4.610971450805664
1840,adam,3132197.5,3132196.75,0.06931113451719284,0.10554773360490799,156350,156350.0,4.622768878936768
1860,adam,3127214.0,3127213.25,0.06957497447729111,0.10569244623184204,156350,156350.0,4.610694408416748
1880,adam,3133208.0,3133207.25,0.06880244612693787,0.10553275048732758,156350,156350.0,4.620030403137207
1900,adam,3128506.5,3128505.75,0.06928840279579163,0.10566430538892746,156350,156350.0,4.616621971130371
1920,adam,3129654.25,3129653.5,0.06948792934417725,0.10567396879196167,156350,156350.0,4.615703582763672
1940,adam,3127966.25,3127965.5,0.0691990852355957,0.10552910715341568,156350,156350.0,4.6140618324279785
1960,adam,3130579.0,3130578.25,0.07063466310501099,0.10606037080287933,156350,156350.0,4.616276264190674
1980,adam,3126609.75,3126609.0,0.06962850689888,0.1057051569223404,156350,156350.0,4.609131813049316
2000,adam,3127996.75,3127996.0,0.06960462033748627,0.10560029745101929,156350,156350.0,4.61320161819458
2001,lbfgs_final,3118717.25,3118716.5,0.06926499307155609,0.10564044117927551,156350,156350.0,4.594882965087891
2002,final,3118717.25,3118716.5,0.06926499307155609,0.10564044117927551,156350,156350.0,4.594882965087891
