View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3545,0.2113,0.1217,0.0763,0.0526,0.0392,0.0310,0.0254,0.0214,0.0184,0.0161,0.0143,0.0128,0.0116,0.0106,0.0097,0.0090,0.0085,0.0080,0.0078,0.0074,0.0068,0.0062,0.0061
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6057,0.6846,0.7318,0.7583,0.7716,0.7737,0.7687,0.7594,0.7493,0.7394,0.7285,0.7189,0.7108,0.7042,0.6992,0.6951,0.6970,0.7024,0.7084,0.7879,0.8965,0.9137,0.9164,0.8745
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3605,0.2232,0.1314,0.0822,0.0558,0.0408,0.0316,0.0255,0.0211,0.0179,0.0154,0.0135,0.0119,0.0106,0.0096,0.0087,0.0079,0.0073,0.0067,0.0061,0.0056,0.0053,0.0051,0.0053
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6092,0.6906,0.7436,0.7797,0.8066,0.8268,0.8416,0.8523,0.8601,0.8662,0.8720,0.8774,0.8822,0.8867,0.8909,0.8941,0.8906,0.8566,0.7670,0.7729,0.7389,0.7678,0.6832,0.4801
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6196,0.6531,0.5697,0.3497,0.1719,0.0982,0.0650,0.0470,0.0360,0.0287,0.0235,0.0196,0.0167,0.0145,0.0127,0.0112,0.0100,0.0090,0.0081,0.0071,0.0059,0.0053,0.0051,0.0056
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4034,0.1716,0.0712,0.0373,0.0231,0.0160,0.0120,0.0095,0.0077,0.0064,0.0054,0.0046,0.0040,0.0035,0.0032,0.0028,0.0026,0.0023,0.0021,0.0019,0.0016,0.0015,0.0015,0.0017
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6484,0.7507,0.8096,0.8414,0.8589,0.8697,0.8769,0.8823,0.8873,0.8913,0.8922,0.8920,0.8904,0.8873,0.8821,0.8750,0.8729,0.8782,0.8880,0.8075,0.4916,0.1516,0.0691,0.0456
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6078,0.6926,0.7504,0.7900,0.8183,0.8377,0.8515,0.8616,0.8690,0.8739,0.8774,0.8795,0.8804,0.8804,0.8797,0.8781,0.8733,0.8647,0.8276,0.7410,0.5443,0.7396,0.8573,0.9068
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3550,0.2220,0.1337,0.0856,0.0593,0.0437,0.0339,0.0274,0.0227,0.0193,0.0166,0.0145,0.0129,0.0115,0.0104,0.0094,0.0086,0.0079,0.0072,0.0066,0.0059,0.0059,0.0064,0.0071
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3867,0.2580,0.1570,0.0973,0.0648,0.0468,0.0359,0.0288,0.0238,0.0201,0.0172,0.0150,0.0132,0.0117,0.0105,0.0094,0.0086,0.0079,0.0072,0.0066,0.0060,0.0055,0.0052,0.0052
