frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_mean,reproj_p90,visibility_mean,delta_t,delta_rot_deg
0,1,2000,2000,0.707105815410614,0.7071283459663391,1.0,0.0,0.0
1,1,2000,1928,0.7396962642669678,2.010550689697266,1.0,0.0037824087776243687,0.09691329395132914
2,1,2000,1827,1.1198567152023315,2.3437053918838537,1.0,0.005955071188509464,0.1532333996180995
3,1,2000,1790,2.017714500427246,9.448870182037368,1.0,0.0020518540404736996,0.05595291190411357
4,1,2000,1767,3.224945545196533,17.629701042175384,1.0,0.000865081325173378,0.027976455118293345
5,1,2000,1767,3.2704193592071533,18.05343761444101,1.0,0.0004805666103493422,0.0
6,1,1999,1736,4.618743896484375,26.784906387329162,0.9995,0.0011767713585868478,0.027976455118293345
7,1,1999,1713,5.961399555206299,36.708726501464845,0.9995,0.00144454266410321,0.03956468264845247
8,1,1999,1713,6.61792516708374,41.4083251953125,0.9995,0.0021378614474087954,0.05595291190411357
9,1,1999,1691,7.5109968185424805,46.915940856933595,0.9995,0.0016375660197809339,0.03956468264845247
10,1,1999,1683,8.10832691192627,49.73544540405274,0.9995,0.0051857172511518,0.12511453444308365
11,1,1999,1683,8.219666481018066,49.8208953857422,0.9995,0.002578775165602565,0.0625572578997782
12,1,1999,1683,8.131336212158203,48.073376464843754,0.9995,0.00432670209556818,0.1083523598284494
13,1,1999,1677,7.815257549285889,45.45237884521486,0.9995,0.002202100120484829,0.05595291190411357
14,1,1998,1683,7.461740016937256,43.35405731201171,0.999,0.0015534519916400313,0.03956468264845247
15,1,1998,1690,7.210300445556641,41.52982940673828,0.999,0.0015645903768017888,0.027976455118293345
16,1,1998,1689,7.043416500091553,39.91591644287109,0.999,0.001781350001692772,0.048456642643301504
17,1,1998,1675,7.423402309417725,42.543189620971674,0.999,0.0004874515871051699,0.0
18,1,1998,1677,7.683162212371826,44.00918045043944,0.999,0.0002218486333731562,0.0
19,1,1998,1671,8.027994155883789,45.64782867431641,0.999,0.0005613822140730917,0.0
20,1,1998,1625,7.939591407775879,43.40911102294918,0.999,0.0029340514447540045,0.07912937001338384
21,1,1998,1569,7.836495399475098,42.570769119262636,0.999,0.00720149977132678,0.201741189079591
