View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6438,0.7193,0.7404,0.7190,0.6854,0.7830,0.8490,0.8696,0.8720,0.8617,0.8464,0.8164,0.7131,0.6389,0.6622,0.6354,0.6782,0.7371,0.7847,0.8200,0.8379,0.8451,0.8460,0.8419
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6375,0.7345,0.7957,0.8347,0.8622,0.8855,0.9060,0.9221,0.9352,0.9464,0.9544,0.9604,0.9656,0.9725,0.9768,0.9776,0.9794,0.9771,0.9731,0.9652,0.9511,0.9155,0.7975,0.4344
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4768,0.3932,0.2735,0.1714,0.1004,0.0535,0.0346,0.0255,0.0200,0.0163,0.0135,0.0114,0.0096,0.0084,0.0075,0.0070,0.0063,0.0052,0.0044,0.0039,0.0037,0.0034,0.0032,0.0030
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3792,0.2641,0.1773,0.1212,0.0879,0.0724,0.0620,0.0530,0.0452,0.0385,0.0333,0.0291,0.0258,0.0252,0.0246,0.0212,0.0225,0.0309,0.0525,0.1456,0.4461,0.7309,0.8353,0.8762
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3996,0.2967,0.2100,0.1481,0.1090,0.0908,0.0791,0.0687,0.0598,0.0521,0.0460,0.0409,0.0371,0.0382,0.0394,0.0329,0.0357,0.0469,0.0707,0.1603,0.4596,0.7253,0.8285,0.8687
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4017,0.2949,0.2030,0.1389,0.1001,0.0823,0.0702,0.0595,0.0504,0.0429,0.0370,0.0321,0.0281,0.0272,0.0264,0.0227,0.0236,0.0270,0.0332,0.0485,0.0786,0.1138,0.1522,0.1596
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3028,0.1297,0.0625,0.0359,0.0237,0.0186,0.0155,0.0129,0.0107,0.0088,0.0074,0.0063,0.0055,0.0056,0.0058,0.0053,0.0059,0.0072,0.0095,0.0130,0.0136,0.0116,0.0095,0.0078
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3883,0.2658,0.1694,0.1096,0.0762,0.0603,0.0497,0.0410,0.0338,0.0276,0.0229,0.0193,0.0164,0.0151,0.0140,0.0122,0.0124,0.0143,0.0183,0.0307,0.0676,0.1758,0.4653,0.7247
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6089,0.6796,0.7155,0.7235,0.7162,0.7574,0.8101,0.8476,0.8731,0.8946,0.9113,0.9255,0.9393,0.9584,0.9670,0.9688,0.9727,0.9723,0.9716,0.9702,0.9658,0.9564,0.9394,0.9086
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6006,0.6844,0.7475,0.7935,0.8236,0.8261,0.8178,0.8073,0.7924,0.7608,0.7053,0.6124,0.4475,0.3158,0.2757,0.2787,0.2576,0.1902,0.1423,0.1065,0.0827,0.0676,0.0574,0.0502
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3679,0.2437,0.1567,0.1039,0.0733,0.0577,0.0480,0.0403,0.0340,0.0293,0.0254,0.0223,0.0200,0.0198,0.0198,0.0183,0.0185,0.0192,0.0208,0.0282,0.0497,0.1020,0.2259,0.4821
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5896,0.6568,0.6994,0.7222,0.7262,0.6832,0.5776,0.4334,0.2827,0.1716,0.1132,0.0785,0.0536,0.0402,0.0333,0.0301,0.0285,0.0261,0.0250,0.0254,0.0250,0.0239,0.0224,0.0210
