frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_inliers,reproj_inlier_ratio,reproj_mean,reproj_median,reproj_p90,visibility_mean,delta_t,delta_rot_deg
43,1,242,241,195,0.8057851239669421,3.9479422569274902,4.004836559295654,7.043801784515381,1.0,3.583707809448242,135.52560116336306
44,1,228,224,226,0.9912280701754386,1.1966255903244019,0.9834491610527039,2.0233516693115234,1.0,3.6013565063476562,137.60179161428218
45,1,196,191,196,1.0,1.6049774885177612,1.5228374004364014,2.8300976753234863,1.0,3.305680274963379,121.50756623107658
46,1,181,178,181,1.0,1.232601284980774,1.0323551893234253,2.1375298500061035,1.0,0.2718190550804138,3.9931177815414753
47,1,166,160,166,1.0,1.2837063074111938,1.062016248703003,2.365947723388672,1.0,0.050792843103408813,1.6103404143202882
48,1,149,145,149,1.0,1.2732638120651245,1.1385477781295776,2.521869087219238,1.0,0.08857500553131104,2.5079581914131777
49,1,149,146,149,1.0,1.2788779735565186,1.1310291290283203,2.4252585887908937,1.0,0.023958466947078705,1.0842617238736043
50,1,149,145,149,1.0,1.220375657081604,1.048462986946106,2.302770519256592,1.0,0.0421675406396389,1.588808132996606
51,1,149,146,149,1.0,1.1366266012191772,0.986954927444458,2.042550468444824,1.0,0.06568431854248047,3.500397728837476
52,1,149,144,149,1.0,1.964309573173523,1.6590547561645508,3.6083817005157477,1.0,3.202099561691284,105.74911537669207
53,1,149,147,149,1.0,0.9521878361701965,0.7543591856956482,1.8975860118865975,1.0,3.114478349685669,99.39817939946258
54,1,149,145,149,1.0,0.9099383354187012,0.7634316682815552,1.6399307966232304,1.0,0.12699167430400848,5.742828576363301
55,1,149,148,149,1.0,0.7926028370857239,0.6771826148033142,1.4549793243408213,1.0,0.14557908475399017,6.492442634391542
56,1,149,149,149,1.0,0.722369372844696,0.6466062068939209,1.3385756015777608,1.0,0.12253867089748383,4.72861774011056
57,1,149,149,149,1.0,0.6129167675971985,0.5495814681053162,1.0475497007369996,1.0,0.29851236939430237,10.695899857740509
58,1,149,149,149,1.0,0.4476945102214813,0.4287601709365845,0.7427577257156375,1.0,0.6985867023468018,21.44402672667183
59,1,149,149,149,1.0,0.4627964198589325,0.4353761374950409,0.8122302532196045,1.0,0.12943100929260254,3.6875892905788503
60,1,149,149,149,1.0,0.5022996664047241,0.48873621225357056,0.880216670036316,1.0,0.06764750182628632,1.956447547770467
61,1,149,149,149,1.0,0.4873071014881134,0.48202380537986755,0.8133136034011843,1.0,0.3467552661895752,10.96876518626325
62,1,149,149,149,1.0,0.5428428649902344,0.505134105682373,0.939455342292786,1.0,0.22938139736652374,7.594141928735502
63,1,149,148,149,1.0,1.0290157794952393,0.8897671699523926,1.8003912448883066,1.0,0.5728656053543091,19.496233778987527
64,1,149,148,149,1.0,0.5569213628768921,0.4930584728717804,1.0217673063278199,1.0,0.2000882625579834,5.636455484306375
65,1,149,149,149,1.0,0.5776710510253906,0.5364338755607605,1.0172603845596313,1.0,0.03532833606004715,1.268566112840688
66,1,149,149,149,1.0,0.6616616249084473,0.5547094941139221,1.2319260835647585,1.0,0.2848012447357178,10.245034550731132
67,1,149,149,149,1.0,0.7887327671051025,0.6395438313484192,1.4450536251068118,1.0,0.15433616936206818,6.399357617219524
68,1,149,147,149,1.0,1.6184704303741455,1.3997347354888916,2.833264923095703,1.0,0.42007875442504883,14.267585942289335
69,1,149,144,149,1.0,1.0316401720046997,0.835543692111969,1.9125178337097202,1.0,0.19500985741615295,4.773313934820367
70,1,149,147,149,1.0,1.0741251707077026,0.8837286233901978,2.0040201663970953,1.0,0.030427664518356323,1.4732606161348982
71,1,149,147,146,0.9798657718120806,1.9834429025650024,1.5898096561431885,4.1920980453491214,1.0,3.2510783672332764,115.21881866361173
72,1,149,149,148,0.9932885906040269,2.04622220993042,1.726261019706726,4.186381530761722,1.0,0.037682220339775085,1.2777880794193182
73,1,149,149,148,0.9932885906040269,2.0462257862091064,1.7414023876190186,4.115918731689455,1.0,0.03969371318817139,1.1800171782123254
74,1,149,147,147,0.9865771812080537,1.1233350038528442,0.9044919610023499,2.0813751697540286,1.0,0.3682573139667511,11.914873211518684
75,1,149,147,147,0.9865771812080537,1.075617790222168,0.8865818977355957,1.8612855672836313,1.0,0.0661388412117958,2.2058450623465746
76,1,149,149,149,1.0,0.9971434473991394,0.8742014169692993,1.8400480985641487,1.0,3.364595651626587,120.58636015442039
77,1,149,149,149,1.0,0.9047839045524597,0.7871794104576111,1.8506782531738282,1.0,0.21421390771865845,9.199280999742536
78,1,149,149,149,1.0,0.7961892485618591,0.6872187256813049,1.4841565608978275,1.0,0.10438215732574463,4.441355140053018
79,1,149,149,149,1.0,0.7264747619628906,0.6421902775764465,1.2849459886550905,1.0,0.1644894927740097,6.324341368986753
80,1,149,149,149,1.0,0.7189750671386719,0.6189879775047302,1.3036791563034065,1.0,0.12086176127195358,5.6642043810138025
