final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,6.188056468963623,6.188056468963623,1.0,0.003174260025843978,0.003174260025843978,1500.0,0.00021900956926401705,0.32851435389602557,20.0,0.043231721967458725,0.8646344393491745,20.0,0.00557731743901968,0.1115463487803936,10.0,0.031323131173849106,0.31323131173849106,10.0,0.000774088257458061,0.00774088257458061,25.0,0.0005770958377979696,0.01442739594494924,15.0,0.0014108031755313277,0.021162047632969916,20.0,0.18857574462890625,3.771514892578125,500.0,0.0010421304032206535,0.5210652016103268,200.0,0.0007679837290197611,0.15359674580395222,1.0,0.07744834572076797,0.07744834572076797,0.0,0.0,0.0
