best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
2156,15.266717910766602,15.266717910766602,diagnostic_local,20.0,0.28290846943855286,5.658169269561768,0.0001,448.64013671875,0.04486401379108429,0.0001,648.7382202148438,0.0648738220334053,1000.0,4.226410237606615e-05,0.04226410388946533,1000.0,0.008201424963772297,8.201424598693848,1.0,0.0,0.0,4.312,0.004040721338242292,0.017423588782548904,1000.0,0.0012157359160482883,1.215735912322998,436.888,5.027251609135419e-05,0.021963458508253098
