final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled
2000,1.0007455348968506,1.0007455348968506,500.0,5.5039796279743314e-05,0.027519898139871657,15.0,0.0017287672962993383,0.025931509444490075,500.0,0.0008291370468214154,0.4145685234107077
