final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1000,0.35933899879455566,0.35933899879455566,20.0,1.9404556951485574e-05,0.0003880911390297115,10.0,0.00274655525572598,0.027465552557259798,1.0,1.1182078196725342e-05,1.1182078196725342e-05,10.0,0.006344332825392485,0.06344332825392485,500.0,0.00038084678817540407,0.19042339408770204,0.001,77.60746002197266,0.07760746002197266,700000,700000,1244
