final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,5.873614311218262,5.873614311218262,10.0,0.002475315472111106,0.02475315472111106,15.0,0.0027856139931827784,0.041784209897741675,20.0,0.1911352276802063,3.822704553604126,500.0,0.0010209819301962852,0.5104909650981426,200.0,0.0007158638909459114,0.14317277818918228
