iter,total,mask_weight,mask_raw,mask_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_near_scene_collision_points,scene_intersect_num_inside_or_margin_points
1095,0.6430206894874573,1.0,0.0002413198963040486,0.0002413198963040486,20.0,2.8560134524013847e-05,0.0005712026904802769,10.0,0.00897783413529396,0.0897783413529396,1.0,0.00017803545051719993,0.00017803545051719993,5.472736368184092,0.003940399736166,0.021564768941298672,500.0,0.0006286968709900975,0.31434843549504876,200.0,0.0006882974412292242,0.13765948824584484,0.5472736368184092,0.08179974555969238,0.044766844243273374,0.0005472736368184092,61.965824127197266,0.033912261928541174,7518,248,7
1096,0.6503880023956299,1.0,0.00024207436945289373,0.00024207436945289373,20.0,3.0172264814609662e-05,0.0006034452962921932,10.0,0.008985161781311035,0.08985161781311035,1.0,0.0001782860344974324,0.0001782860344974324,5.4777388694347176,0.005243334919214249,0.028721619492444235,500.0,0.0006297652143985033,0.31488260719925165,200.0,0.0006860790308564901,0.13721580617129803,0.5477738869434717,0.08173239976167679,0.04477087430667138,0.0005477738869434717,61.926387786865234,0.0339216581423799,7518,248,8
1097,0.6542686820030212,1.0,0.00024235414457507432,0.00024235414457507432,20.0,3.0606097425334156e-05,0.0006121219485066831,10.0,0.008982265368103981,0.08982265368103981,1.0,0.0001791016256902367,0.0001791016256902367,5.482741370685343,0.005872299894690514,0.03219630157369086,500.0,0.0006305611459538341,0.31528057297691703,200.0,0.0006857702974230051,0.13715405948460102,0.5482741370685342,0.08170823007822037,0.04479850933753352,0.0005482741370685343,61.981781005859375,0.03398300749495842,7518,248,7
1098,0.667532742023468,1.0,0.00024202297208830714,0.00024202297208830714,20.0,2.959777702926658e-05,0.0005919555405853316,10.0,0.008970577269792557,0.08970577269792557,1.0,0.00018130670650862157,0.00018130670650862157,5.487743871935968,0.008259013295173645,0.045323349598826855,500.0,0.0006304314592853189,0.3152157296426594,200.0,0.0006869682692922652,0.13739365385845304,0.5487743871935968,0.08169467747211456,0.04483194656673821,0.0005487743871935968,62.04192352294922,0.03404701856161845,7518,248,5
1099,0.653455913066864,1.0,0.00024118678993545473,0.00024118678993545473,20.0,2.789927202684339e-05,0.0005579854405368678,10.0,0.008953696116805077,0.08953696116805077,1.0,0.00018346169963479042,0.00018346169963479042,5.492746373186593,0.005652359686791897,0.0310469781695723,500.0,0.0006300478707998991,0.31502393539994955,200.0,0.0006894349935464561,0.13788699870929122,0.5492746373186593,0.08168648183345795,0.04486831268290987,0.0005492746373186594,62.10036087036133,0.03411015319442559,7518,247,5
1100,0.6503807306289673,1.0,0.00024026326718740165,0.00024026326718740165,20.0,2.666718137334101e-05,0.0005333436274668202,10.0,0.008938232436776161,0.08938232436776161,1.0,0.0001842253259383142,0.0001842253259383142,5.497748874437218,0.004988103173673153,0.02742333860863829,500.0,0.0006303047994151711,0.3151523997075856,200.0,0.0006920704618096352,0.13841409236192703,0.5497748874437218,0.0817272812128067,0.04493160682985221,0.0005497748874437219,62.06024169921875,0.03411916239491816,7518,248,6
1101,0.6544041633605957,1.0,0.00023950501054059714,0.00023950501054059714,20.0,2.6882435122388415e-05,0.0005376487024477683,10.0,0.008931437507271767,0.08931437507271767,1.0,0.0001861413475126028,0.0001861413475126028,5.502751375687844,0.0056849075481295586,0.031282632831128136,500.0,0.0006301369867287576,0.3150684933643788,200.0,0.0006928585935384035,0.1385717187076807,0.5502751375687844,0.08176301419734955,0.044992153885485,0.0005502751375687844,62.17167663574219,0.03421152791361501,7518,248,5
1102,0.6552267074584961,1.0,0.000239137836615555,0.000239137836615555,20.0,2.7529607905307785e-05,0.0005505921581061557,10.0,0.008925915695726871,0.08925915695726871,1.0,0.00018800290126819164,0.00018800290126819164,5.5077538769384695,0.0058696074411273,0.03232835313997578,500.0,0.0006296091014519334,0.3148045507259667,200.0,0.0006908603827469051,0.13817207654938102,0.5507753876938469,0.08178356289863586,0.04504437356248028,0.000550775387693847,62.89404296875,0.03464049089974675,7518,248,5
1103,0.6563088297843933,1.0,0.00023893565230537206,0.00023893565230537206,20.0,2.827303615049459e-05,0.0005654607230098918,10.0,0.00892056804150343,0.0892056804150343,1.0,0.00018813162751030177,0.00018813162751030177,5.512756378189095,0.005921776872128248,0.03264531322203767,500.0,0.0006315545178949833,0.31577725894749165,200.0,0.0006880933069624007,0.13761866139248013,0.5512756378189094,0.08180201798677444,0.045095459640532985,0.0005512756378189095,63.44181442260742,0.0349739267102118,7518,247,5
1104,0.6538113355636597,1.0,0.00023844318639021367,0.00023844318639021367,20.0,2.795364343910478e-05,0.0005590728687820956,10.0,0.00891515426337719,0.0891515426337719,1.0,0.00018537374853622168,0.00018537374853622168,5.51775887943972,0.005612558219581842,0.030968742952470096,500.0,0.0006308750016614795,0.31543750083073974,200.0,0.000687547551933676,0.1375095103867352,0.551775887943972,0.08181183785200119,0.04514179947511622,0.0005517758879439719,62.74167251586914,0.03461934206353359,7518,247,5
1105,0.6459968686103821,1.0,0.00023772960412316024,0.00023772960412316024,20.0,2.7148409571964294e-05,0.0005429681914392859,10.0,0.008910303004086018,0.08910303004086018,1.0,0.00018086460477206856,0.00018086460477206856,5.522761380690345,0.0043496303260326385,0.02402197038489261,500.0,0.0006297722575254738,0.3148861287627369,200.0,0.0006878651911392808,0.13757303822785616,0.5522761380690345,0.08182782679796219,0.04519155617056041,0.0005522761380690346,62.03345489501953,0.03425959690050104,7518,249,7
1106,0.648080587387085,1.0,0.0002374973555561155,0.0002374973555561155,20.0,2.6533511118032038e-05,0.0005306702223606408,10.0,0.008906765840947628,0.08906765840947628,1.0,0.00017816072795540094,0.00017816072795540094,5.52776388194097,0.004556005354970694,0.02518452184713665,500.0,0.0006315082428045571,0.31575412140227854,200.0,0.000688614381942898,0.1377228763885796,0.552776388194097,0.08182138949632645,0.04522893216280176,0.000552776388194097,61.82624816894531,0.0341760901584215,7518,248,7
1107,0.6682559847831726,1.0,0.00023794641310814768,0.00023794641310814768,20.0,2.6705416530603543e-05,0.0005341083306120709,10.0,0.008903909474611282,0.08903909474611282,1.0,0.0001772222894942388,0.0001772222894942388,5.532766383191595,0.008235103450715542,0.045562903534224056,500.0,0.0006311715114861727,0.31558575574308634,200.0,0.0006883739260956645,0.1376747852191329,0.5532766383191596,0.08184703439474106,0.045284052046314964,0.0005532766383191596,61.74153137207031,0.03416014692221599,7518,249,5
1108,0.6768805384635925,1.0,0.0002385348780080676,0.0002385348780080676,20.0,2.6235073164571077e-05,0.0005247014632914215,10.0,0.008898994885385036,0.08898994885385036,1.0,0.0001778476289473474,0.0001778476289473474,5.5377688844422215,0.009803038090467453,0.054286959310392555,500.0,0.0006305532879196107,0.31527664395980537,200.0,0.0006890209624543786,0.13780419249087572,0.5537768884442221,0.08186850696802139,0.04533688705032501,0.0005537768884442221,61.83852767944336,0.034244747444294045,7518,249,4
1109,0.667357325553894,1.0,0.0002391357411397621,0.0002391357411397621,20.0,2.5766630642465316e-05,0.0005153326128493063,10.0,0.008892104029655457,0.08892104029655457,1.0,0.000178348709596321,0.000178348709596321,5.542771385692847,0.007982776500284672,0.04424670516415916,500.0,0.000631284317933023,0.3156421589665115,200.0,0.000689350999891758,0.1378701999783516,0.5542771385692846,0.08189846575260162,0.04539444725056658,0.0005542771385692847,61.97270202636719,0.03435005194858171,7518,248,5
1110,0.6608737707138062,1.0,0.00023921251704450697,0.00023921251704450697,20.0,2.502634742995724e-05,0.0005005269485991448,10.0,0.00888301245868206,0.0888301245868206,1.0,0.00018023398297373205,0.00018023398297373205,5.547773886943472,0.00675490265712142,0.037474672570023286,500.0,0.0006311844335868955,0.31559221679344773,200.0,0.0006903972825966775,0.1380794565193355,0.5547773886943472,0.08192799240350723,0.04545179768658806,0.0005547773886943471,62.233055114746094,0.03452549180703022,7518,248,6
1111,0.654306173324585,1.0,0.0002386956912232563,0.0002386956912232563,20.0,2.522352588130161e-05,0.0005044705176260322,10.0,0.008878886699676514,0.08878886699676514,1.0,0.00018371606711298227,0.00018371606711298227,5.552776388194097,0.005600261967629194,0.031097002421552805,500.0,0.0006302379188127816,0.3151189594063908,200.0,0.0006914858240634203,0.13829716481268406,0.5552776388194097,0.08195891231298447,0.045509951309361064,0.0005552776388194098,62.252376556396484,0.03456735266513262,7518,248,5
1112,0.6501646041870117,1.0,0.00023846265685278922,0.00023846265685278922,20.0,2.678690361790359e-05,0.0005357380723580718,10.0,0.008880572393536568,0.08880572393536568,1.0,0.00018646163516677916,0.00018646163516677916,5.557778889444722,0.004798607900738716,0.02666960168944829,500.0,0.0006310743046924472,0.3155371523462236,200.0,0.0006905117770656943,0.13810235541313887,0.5557778889444722,0.08195566385984421,0.04554914584706699,0.0005557778889444722,62.14702224731445,0.03453994082879758,7518,248,6
1113,0.680425226688385,1.0,0.0002386987762292847,0.0002386987762292847,20.0,2.718915493460372e-05,0.0005437830986920744,10.0,0.008880207315087318,0.08880207315087318,1.0,0.00018890488718170673,0.00018890488718170673,5.562781390695347,0.010037523694336414,0.05583655001551822,500.0,0.0006323372945189476,0.3161686472594738,200.0,0.0006921960157342255,0.1384392031468451,0.5562781390695347,0.08195673674345016,0.045590740999858215,0.0005562781390695349,62.229068756103516,0.0346166705636754,7518,248,4
1114,0.6573304533958435,1.0,0.0002393995673628524,0.0002393995673628524,20.0,2.672382106538862e-05,0.0005344764213077724,10.0,0.008872659876942635,0.08872659876942635,1.0,0.00019078019249718636,0.00019078019249718636,5.567783891945973,0.005946238525211811,0.0331073710783429,500.0,0.0006313665653578937,0.31568328267894685,200.0,0.0006927687209099531,0.13855374418199062,0.5567783891945973,0.08197126537561417,0.045639829096077326,0.0005567783891945973,62.24198913574219,0.03465499445126616,7518,248,5
1115,0.654678463935852,1.0,0.00024051549553405493,0.00024051549553405493,20.0,2.621252860990353e-05,0.0005242505721980706,10.0,0.008867096155881882,0.08867096155881882,1.0,0.00019013248675037175,0.00019013248675037175,5.572786393196599,0.005527418106794357,0.030803120415052097,500.0,0.0006302859401330352,0.3151429700665176,200.0,0.0006931803654879332,0.13863607309758663,0.5572786393196598,0.08200135082006454,0.04569760120737964,0.0005572786393196598,62.397613525390625,0.03477285716222369,7518,248,5
1116,0.6621241569519043,1.0,0.0002416351780993864,0.0002416351780993864,20.0,2.6135527150472626e-05,0.0005227105430094525,10.0,0.008866406977176666,0.08866406977176666,1.0,0.00018735993944574147,0.00018735993944574147,5.577788894447224,0.006819712929427624,0.03803891904107955,500.0,0.000630594789981842,0.315297394990921,200.0,0.0006931376410648227,0.13862752821296453,0.5577788894447223,0.08199330419301987,0.04573413415468591,0.0005577788894447224,62.40896987915039,0.034810405910581634,7518,248,6
1117,0.6690168380737305,1.0,0.00024215641315095127,0.00024215641315095127,20.0,2.683732600416988e-05,0.0005367465200833976,10.0,0.008871965110301971,0.08871965110301971,1.0,0.00018671806901693344,0.00018671806901693344,5.582791395697849,0.008041317574679852,0.04489299856599657,500.0,0.0006307543953880668,0.3153771976940334,200.0,0.0006925578927621245,0.1385115785524249,0.5582791395697849,0.08193259686231613,0.04574125967901191,0.0005582791395697849,62.34971618652344,0.0348085459050326,7518,248,5
1118,0.6687440276145935,1.0,0.00024170923279598355,0.00024170923279598355,20.0,2.791622500808444e-05,0.0005583245001616888,10.0,0.008877147920429707,0.08877147920429707,1.0,0.0001871672720881179,0.0001871672720881179,5.587793896948474,0.00809486024081707,0.045232410650288477,500.0,0.0006302390247583389,0.31511951237916946,200.0,0.0006909075891599059,0.13818151783198118,0.5587793896948474,0.08189161121845245,0.04575934453777458,0.0005587793896948474,62.08636474609375,0.034692581001193955,7518,248,5
1119,0.6678503155708313,1.0,0.00024089793441817164,0.00024089793441817164,20.0,2.8547550755320117e-05,0.0005709510151064023,10.0,0.008883344940841198,0.08883344940841198,1.0,0.00018800290126819164,0.00018800290126819164,5.592796398199099,0.007938380353152752,0.0443977450466472,500.0,0.0006301472894847393,0.31507364474236965,200.0,0.0006905144546180964,0.13810289092361927,0.5592796398199099,0.08183003962039948,0.04576587508534598,0.00055927963981991,62.00273132324219,0.034676865242313545,7518,248,5
1120,0.65580815076828,1.0,0.0002403346443315968,0.0002403346443315968,20.0,2.9844923119526356e-05,0.0005968984623905271,10.0,0.008889717049896717,0.08889717049896717,1.0,0.00019026195514015853,0.00019026195514015853,5.5977988994497245,0.005721728783100843,0.03202908708499171,500.0,0.0006309886230155826,0.3154943115077913,200.0,0.0006894227117300034,0.13788454234600067,0.5597798899449725,0.08176080137491226,0.045768052395461147,0.0005597798899449725,62.002017974853516,0.034707482798329706,7518,248,5
1121,0.6625940203666687,1.0,0.00024029903579503298,0.00024029903579503298,20.0,3.088952507823706e-05,0.0006177905015647411,10.0,0.008895490318536758,0.08895490318536758,1.0,0.00018948591605294496,0.00018948591605294496,5.602801400700351,0.006929882802069187,0.038826757070122515,500.0,0.0006311028264462948,0.3155514132231474,200.0,0.0006885328330099583,0.13770656660199165,0.560280140070035,0.08166752755641937,0.04575669377848409,0.000560280140070035,62.022727966308594,0.03475010271248906,7518,248,4
1122,0.6522908210754395,1.0,0.0002410745364613831,0.0002410745364613831,20.0,3.114266291959211e-05,0.0006228532583918422,10.0,0.0088978111743927,0.088978111743927,1.0,0.00018473529780749232,0.00018473529780749232,5.607803901950976,0.005207456648349762,0.029202395711856344,500.0,0.000630206661298871,0.3151033306494355,200.0,0.0006873657112009823,0.13747314224019647,0.5607803901950975,0.0816231220960617,0.04577264625797157,0.0005607803901950976,61.900489807128906,0.03471258082730941,7518,248,6
1123,0.6484744548797607,1.0,0.00024198603932745755,0.00024198603932745755,20.0,2.997008414240554e-05,0.0005994016828481108,10.0,0.008897325955331326,0.08897325955331326,1.0,0.00018036003166344017,0.00018036003166344017,5.612806403201601,0.004540842957794666,0.0254868724294428,500.0,0.0006297308136709034,0.3148654068354517,200.0,0.0006881039589643478,0.13762079179286957,0.5612806403201601,0.08159201592206955,0.0457960189417519,0.0005612806403201601,61.841285705566406,0.03471031643904228,7518,247,7
1124,0.6614053845405579,1.0,0.0002426111896056682,0.0002426111896056682,20.0,2.9556436857092194e-05,0.0005911287371418439,10.0,0.008900241926312447,0.08900241926312447,1.0,0.00017816072795540094,0.00017816072795540094,5.617808904452226,0.006772700231522322,0.038047735667831754,500.0,0.0006300309323705733,0.31501546618528664,200.0,0.0006886505289003253,0.13773010578006506,0.5617808904452226,0.08161015063524246,0.04584702309323526,0.0005617808904452227,61.85816955566406,0.03475073757429252,7518,247,6
1125,0.6691256761550903,1.0,0.0002427181607345119,0.0002427181607345119,20.0,2.971347203128971e-05,0.0005942694406257942,10.0,0.008907176554203033,0.08907176554203033,1.0,0.000178348709596321,0.000178348709596321,5.622811405702851,0.008066906593739986,0.04535869440402073,500.0,0.0006302514811977744,0.3151257405988872,200.0,0.0006893986137583852,0.13787972275167704,0.5622811405702851,0.08158838003873825,0.045875607385463625,0.0005622811405702852,61.88861083984375,0.03479879869133786,7518,247,5
1126,0.6804509162902832,1.0,0.00024221205967478454,0.00024221205967478454,20.0,2.9180699129938148e-05,0.000583613982598763,10.0,0.00891355611383915,0.0891355611383915,1.0,0.00017960443801712245,0.00017960443801712245,5.6278139069534765,0.00996965542435646,0.05610736544472745,500.0,0.0006302795372903347,0.31513976864516735,200.0,0.0006916574202477932,0.13833148404955864,0.5627813906953477,0.08154954761266708,0.04589456781603325,0.0005627813906953476,61.901100158691406,0.034836787232880355,7518,248,4
1127,0.6788948774337769,1.0,0.00024163053603842854,0.00024163053603842854,20.0,2.8125225071562454e-05,0.0005625045014312491,10.0,0.008915320970118046,0.08915320970118046,1.0,0.00018130670650862157,0.00018130670650862157,5.632816408204102,0.009602872654795647,0.0540912186558274,500.0,0.0006303029367700219,0.31515146838501096,200.0,0.0006930612726137042,0.13861225452274084,0.5632816408204102,0.08155150711536407,0.045936466739319635,0.0005632816408204103,62.073387145996094,0.03496479936287725,7518,248,4
1128,0.6617085933685303,1.0,0.0002411378372926265,0.0002411378372926265,20.0,2.675865835044533e-05,0.0005351731670089066,10.0,0.008913081139326096,0.08913081139326096,1.0,0.00018358888337388635,0.00018358888337388635,5.637818909454728,0.006524126511067152,0.03678184381176929,500.0,0.000629980000667274,0.314990000333637,200.0,0.0006940559833310544,0.1388111966662109,0.5637818909454727,0.08155138790607452,0.045977195682914446,0.0005637818909454727,62.18293762207031,0.035057614157115176,7518,247,4
1129,0.6484487652778625,1.0,0.00024101781309582293,0.00024101781309582293,20.0,2.596080412331503e-05,0.0005192160824663006,10.0,0.008912814781069756,0.08912814781069756,1.0,0.00018403427384328097,0.00018403427384328097,5.642821410705353,0.0041654291562736034,0.023504772827797022,500.0,0.0006296578794717789,0.31482893973588943,200.0,0.0006947253132238984,0.13894506264477968,0.5642821410705353,0.08153336495161057,0.04600782174358015,0.0005642821410705353,62.18483352661133,0.035089791004511046,7518,247,7
1130,0.6581947207450867,1.0,0.00024103188479784876,0.00024103188479784876,20.0,2.5660352548584342e-05,0.0005132070509716868,10.0,0.008918384090065956,0.08918384090065956,1.0,0.0001860133052105084,0.0001860133052105084,5.647823911955978,0.0058393822982907295,0.03297980297533884,500.0,0.0006294564809650183,0.31472824048250914,200.0,0.000696035975124687,0.1392071950249374,0.5647823911955978,0.08149383962154388,0.04602628560916611,0.0005647823911955978,62.199432373046875,0.03512914414665829,7518,247,5
1131,0.6606060862541199,1.0,0.00024129849043674767,0.00024129849043674767,20.0,2.6536252335063182e-05,0.0005307250467012636,10.0,0.008929836563766003,0.08929836563766003,1.0,0.00018761699902825058,0.00018761699902825058,5.652826413206603,0.006193097215145826,0.03500850351733258,500.0,0.0006302444962784648,0.3151222481392324,200.0,0.0006950510432943702,0.13901020865887403,0.5652826413206603,0.08149117231369019,0.04606554512979985,0.0005652826413206604,62.166378021240234,0.03514157436918533,7518,247,5
1132,0.6602832078933716,1.0,0.00024168418894987553,0.00024168418894987553,20.0,2.7489475542097352e-05,0.000549789510841947,10.0,0.008940640836954117,0.08940640836954117,1.0,0.0001861413475126028,0.0001861413475126028,5.6578289144572285,0.0060883513651788235,0.03444685039528389,500.0,0.0006308882148005068,0.3154441074002534,200.0,0.0006938595906831324,0.13877191813662648,0.5657828914457229,0.08147981762886047,0.046099886812526865,0.0005657828914457228,62.10222625732422,0.03513637713708539,7518,247,5
1133,0.6818073391914368,1.0,0.00024236073659267277,0.00024236073659267277,20.0,2.8694725187961012e-05,0.0005738945037592202,10.0,0.00894984696060419,0.08949846960604191,1.0,0.0001813699200283736,0.0001813699200283736,5.662831415707854,0.009904946200549603,0.05609004051536843,500.0,0.0006306717987172306,0.3153358993586153,200.0,0.0006932629039511085,0.1386525807902217,0.5662831415707854,0.08148975670337677,0.046146275431827165,0.0005662831415707855,61.95924377441406,0.03508647521392533,7518,247,4
1134,0.6703264713287354,1.0,0.00024315090558957309,0.00024315090558957309,20.0,2.918663631135132e-05,0.0005837327262270264,10.0,0.008951494470238686,0.08951494470238686,1.0,0.00017709736130200326,0.00017709736130200326,5.667833916958479,0.00796043686568737,0.04511843406114952,500.0,0.0006297773215919733,0.31488866079598665,200.0,0.0006929140072315931,0.13858280144631863,0.5667833916958479,0.08152099698781967,0.04620474716718343,0.0005667833916958479,61.77470397949219,0.03501287624250358,7518,247,5
1135,0.6579741835594177,1.0,0.0002435839269310236,0.0002435839269310236,20.0,2.8990707505727187e-05,0.0005798141501145437,10.0,0.008951418101787567,0.08951418101787567,1.0,0.00017423598910681903,0.00017423598910681903,5.672836418209105,0.005727474577724934,0.03249102636888482,500.0,0.0006298162043094635,0.31490810215473175,200.0,0.0006932890973985195,0.1386578194797039,0.5672836418209104,0.08153911679983139,0.046255807129068925,0.0005672836418209105,61.96129608154297,0.035149629693081406,7518,247,7
1136,0.6724379062652588,1.0,0.0002434596244711429,0.0002434596244711429,20.0,2.9477354473783635e-05,0.0005895470894756727,10.0,0.00895409844815731,0.0895409844815731,1.0,0.000174731932929717,0.000174731932929717,5.67783891945973,0.008084574714303017,0.04590291296014969,500.0,0.000630553113296628,0.315276556648314,200.0,0.0006927233771421015,0.1385446754284203,0.567783891945973,0.0815257653594017,0.04628901634963529,0.000567783891945973,63.18595504760742,0.03587596747325384,7518,247,5
1137,0.6585535407066345,1.0,0.0002430351887596771,0.0002430351887596771,20.0,2.9671702577616088e-05,0.0005934340515523218,10.0,0.008953974582254887,0.08953974582254887,1.0,0.00017703488992992789,0.00017703488992992789,5.682841420710355,0.00576413469389081,0.0327566633929963,500.0,0.0006310435710474849,0.31552178552374244,200.0,0.0006898972205817699,0.137979444116354,0.5682841420710355,0.08145605772733688,0.04629018588206838,0.0005682841420710356,62.38470458984375,0.035452238326194346,7518,247,7
1138,0.6634991765022278,1.0,0.00024205271620303392,0.00024205271620303392,20.0,2.9080645617796108e-05,0.0005816129123559222,10.0,0.008954665623605251,0.08954665623605251,1.0,0.0001816228177631274,0.0001816228177631274,5.68784392196098,0.006736390292644501,0.03831553658197497,500.0,0.0006296037463471293,0.3148018731735647,200.0,0.000691073015332222,0.1382146030664444,0.568784392196098,0.08139168471097946,0.046294319918150896,0.0005687843921960981,62.09886169433594,0.035320863304882426,7518,247,6
1139,0.6591043472290039,1.0,0.00024102335737552494,0.00024102335737552494,20.0,2.9486207495210692e-05,0.0005897241499042138,10.0,0.008957091718912125,0.08957091718912125,1.0,0.0001887759135570377,0.0001887759135570377,5.692846423211606,0.005933742038905621,0.0337798821424442,500.0,0.0006300719687715173,0.31503598438575864,200.0,0.0006910138763487339,0.13820277526974678,0.5692846423211606,0.08130206167697906,0.046284015101751966,0.0005692846423211606,61.85163879394531,0.03521118806778878,7518,247,5
1140,0.6595129370689392,1.0,0.000240387482335791,0.000240387482335791,20.0,2.9852975785615854e-05,0.0005970595157123171,10.0,0.008957967162132263,0.08957967162132263,1.0,0.00019305582100059837,0.00019305582100059837,5.697848924462231,0.005894851870834827,0.03358797539210039,500.0,0.0006311084725894034,0.3155542362947017,200.0,0.0006911298260092735,0.1382259652018547,0.5697848924462231,0.08122986555099487,0.046283550206394776,0.0005697848924462231,61.86720657348633,0.035250999643422175,7518,247,5
1141,0.6594537496566772,1.0,0.00024019734701141715,0.00024019734701141715,20.0,2.9808941690134816e-05,0.0005961788338026963,10.0,0.008955462835729122,0.08955462835729122,1.0,0.0001941660011652857,0.0001941660011652857,5.702851425712857,0.005881001707166433,0.03353847897033384,500.0,0.0006308701122179627,0.31543505610898137,200.0,0.0006913697579875588,0.13827395159751177,0.5702851425712856,0.08123410493135452,0.04632660311242829,0.0005702851425712857,61.88914489746094,0.035294459821463474,7518,247,5
1142,0.6517518162727356,1.0,0.0002405212289886549,0.0002405212289886549,20.0,2.9100423489580862e-05,0.0005820084697916172,10.0,0.008948332630097866,0.08948332630097866,1.0,0.00019207890727557242,0.00019207890727557242,5.707853926963482,0.004617145285010338,0.02635399084640718,500.0,0.0006295805796980858,0.3147902898490429,200.0,0.0006920364685356617,0.13840729370713234,0.5707853926963482,0.0812276154756546,0.04636353639705948,0.0005707853926963482,61.91249084472656,0.03533874539961631,7518,247,6
1143,0.6533518433570862,1.0,0.0002410681190667674,0.0002410681190667674,20.0,2.8391281375661492e-05,0.0005678256275132298,10.0,0.008940063416957855,0.08940063416957855,1.0,0.0001889694103738293,0.0001889694103738293,5.712856428214107,0.004863028880208731,0.0277817857988913,500.0,0.0006293074693530798,0.3146537346765399,200.0,0.0006921641761437058,0.13843283522874117,0.5712856428214107,0.08126495778560638,0.04642550364740495,0.0005712856428214107,62.41968536376953,0.035659470077751276,7518,247,6
1144,0.6584270596504211,1.0,0.00024153578851837665,0.00024153578851837665,20.0,2.8742897484335117e-05,0.0005748579496867023,10.0,0.008938661776483059,0.08938661776483059,1.0,0.0001860133052105084,0.0001860133052105084,5.717858929464732,0.0056992704048752785,0.032587624175950194,500.0,0.0006298106163740158,0.3149053081870079,200.0,0.0006916470010764897,0.13832940021529794,0.5717858929464732,0.0812918171286583,0.04648151424615129,0.0005717858929464733,62.49568176269531,0.03573414920198136,7518,247,5
1145,0.6576066613197327,1.0,0.00024203858629334718,0.00024203858629334718,20.0,3.010040381923318e-05,0.0006020080763846636,10.0,0.008942742832005024,0.08942742832005024,1.0,0.0001828265521908179,0.0001828265521908179,5.722861430715358,0.005564386490732431,0.03184421283340621,500.0,0.000630257127340883,0.3151285636704415,200.0,0.0006897312123328447,0.13794624246656895,0.5722861430715358,0.08128485828638077,0.046518198038829214,0.0005722861430715358,62.407875061035156,0.035715162115970096,7518,247,5
1146,0.6812787055969238,1.0,0.0002427583240205422,0.0002427583240205422,20.0,2.917099482147023e-05,0.0005834198964294046,10.0,0.008943276479840279,0.08943276479840279,1.0,0.00018023398297373205,0.00018023398297373205,5.727863931965983,0.009758461266756058,0.0558951383213391,500.0,0.0006297649233601987,0.31488246168009937,200.0,0.0006909726653248072,0.13819453306496143,0.5727863931965983,0.08128271251916885,0.046557631733090715,0.0005727863931965983,61.645660400390625,0.035309795476962114,7518,247,4
1147,0.6651881337165833,1.0,0.00024322164244949818,0.00024322164244949818,20.0,2.7886868338100612e-05,0.0005577373667620122,10.0,0.008940769359469414,0.08940769359469414,1.0,0.00017859948275145143,0.00017859948275145143,5.732866433216608,0.006880800239741802,0.03944670872808457,500.0,0.0006299031083472073,0.31495155417360365,200.0,0.000692825298756361,0.1385650597512722,0.5732866433216608,0.08126717805862427,0.04658938772145243,0.0005732866433216609,61.484375,0.035248170960480246,7518,247,6
1148,0.6660042405128479,1.0,0.0002431162865832448,0.0002431162865832448,20.0,2.6607714971760288e-05,0.0005321542994352058,10.0,0.008937292732298374,0.08937292732298374,1.0,0.00017897604266181588,0.00017897604266181588,5.737868934467234,0.006948370020836592,0.03986883648774173,500.0,0.0006299938540905714,0.3149969270452857,200.0,0.000694728922098875,0.138945784419775,0.5737868934467234,0.08124168962240219,0.04661541670680106,0.0005737868934467234,61.43408966064453,0.035250075458108696,7518,247,6
1149,0.6579813957214355,1.0,0.00024241999199148268,0.00024241999199148268,20.0,2.5494313376839273e-05,0.0005098862675367855,10.0,0.008933376520872116,0.08933376520872116,1.0,0.00018200250633526593,0.00018200250633526593,5.742871435717859,0.005536266602575779,0.0317940673324512,500.0,0.0006296297651715577,0.31481488258577883,200.0,0.000695736613124609,0.1391473226249218,0.5742871435717859,0.08123673498630524,0.046653212488383396,0.000574287143571786,61.47420120239258,0.03530384341187929,7518,247,7
1150,0.6597781777381897,1.0,0.00024136978026945144,0.00024136978026945144,20.0,2.5389919755980372e-05,0.0005077983951196074,10.0,0.008933424018323421,0.08933424018323421,1.0,0.0001878098992165178,0.0001878098992165178,5.747873936968484,0.00579867884516716,0.03333007500298683,500.0,0.0006293865153566003,0.31469325767830014,200.0,0.0006955641438253224,0.13911282876506448,0.5747873936968484,0.08121364563703537,0.046680579708330984,0.0005747873936968484,62.092952728271484,0.035690246465624784,7518,247,5
1151,0.6610465049743652,1.0,0.00024049212515819818,0.00024049212515819818,20.0,2.5823521355050616e-05,0.0005164704271010123,10.0,0.008937432430684566,0.08937432430684566,1.0,0.00019090987916570157,0.00019090987916570157,5.7528764382191095,0.005945668555796146,0.03420469654409989,500.0,0.0006298765074461699,0.3149382537230849,200.0,0.0006949137896299362,0.13898275792598724,0.575287643821911,0.08119688928127289,0.046711567120292063,0.000575287643821911,62.38111114501953,0.03588708244961104,7518,248,5
