frame_idx,stage,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,scale_reg_weight,scale_reg_raw,scale_reg_scaled,translation_reg_weight,translation_reg_raw,translation_reg_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,total_raw_local,total_scaled_local
0,stage2,1.0,0.00011768598051276058,0.00011768598051276058,20.0,0.00010071615542983636,0.0020143231085967273,0.01,0.021635709330439568,0.00021635709330439568,0.5,0.19730456173419952,0.09865228086709976,100.0,0.0005119470879435539,0.05119470879435539,0.21967062028852524,0.15219535584386903
