iter,total,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
0,8.945924758911133,0.0,0.0,0.04462714120745659,8.92542839050293,4.595553036779165e-05,0.006893329322338104,0.0,0.0,0.0006454067770391703,0.012908135540783405,0.0,0.0,0.0,0.0,1.5121602700673975e-05,0.0006048640934750438,1.5165692275331821e-06,9.099415183300152e-05,0.0,0.0,0.0,0.0
25,2.7652244567871094,0.00032647608895786107,0.0065295216627418995,0.013458924368023872,2.6917848587036133,2.611301897559315e-05,0.003916952759027481,2.2876768071000697e-06,4.575353523250669e-05,0.0005834581097587943,0.011669162660837173,0.0004574945196509361,0.04574945196509361,9.555520591675304e-06,0.00028666562866419554,1.816252370190341e-05,0.0007265009335242212,6.11610448686406e-05,0.003669662633910775,0.0,0.0,2.8195972845423967e-05,0.0008458791999146342
50,0.8075746893882751,0.0009704133262857795,0.019408266991376877,0.0030441293492913246,0.6088258624076843,1.1978012480540201e-05,0.0017967019230127335,6.189910891407635e-06,0.0001237982214661315,0.0004922588123008609,0.009845176711678505,0.001549881068058312,0.1549881100654602,3.05288631352596e-06,9.15865894057788e-05,2.6905119739240035e-05,0.0010762048186734319,0.00014634366380050778,0.00878062006086111,0.0,0.0,8.794362656772137e-05,0.002638308797031641
75,0.5443395972251892,0.0013143260730430484,0.026286521926522255,0.001664543291553855,0.33290866017341614,4.0935497054306325e-06,0.0006140324403531849,7.948102393129375e-06,0.0001589620515005663,0.0003633465967141092,0.007266932167112827,0.001667065778747201,0.16670657694339752,3.171020807712921e-06,9.513062104815617e-05,2.1813415514770895e-05,0.0008725366205908358,9.306323772761971e-05,0.005583794321864843,0.0,0.0,0.00012821340351365507,0.003846402047201991
100,0.49636110663414,0.001355586457066238,0.027111729606986046,0.0016616928623989224,0.3323385715484619,2.9379932584561175e-06,0.0004406989901326597,7.74089312471915e-06,0.0001548178552184254,0.0002907754387706518,0.005815508775413036,0.0012262740638107061,0.12262740731239319,1.8433869399814284e-06,5.5301607062574476e-05,1.64684715855401e-05,0.0006587388925254345,4.413492206367664e-05,0.002648095367476344,0.0,0.0,0.00015034075477160513,0.004510222468525171
125,0.4743090867996216,0.0014261208707466722,0.028522416949272156,0.0016524771926924586,0.3304954469203949,3.18704860546859e-06,0.00047805727808736265,9.105655408347957e-06,0.00018211311544291675,0.00026951442123390734,0.005390288308262825,0.0010132202878594398,0.10132202506065369,1.5134960449358914e-06,4.5404882257571444e-05,1.522438287793193e-05,0.000608975300565362,3.2819356420077384e-05,0.001969161443412304,0.0,0.0,0.0001765067281667143,0.005295201670378447
150,0.4603271186351776,0.0014844689285382628,0.029689379036426544,0.001646639546379447,0.32932791113853455,3.1913318707665894e-06,0.0004786997742485255,9.872975169855636e-06,0.00019745950703509152,0.00025842664763331413,0.005168532952666283,0.0008696817676536739,0.08696817606687546,1.4080403616389958e-06,4.224121221341193e-05,1.489290934841847e-05,0.000595716352108866,2.9549762984970585e-05,0.0017729857936501503,0.0,0.0,0.0002028671297011897,0.006086013745516539
175,0.45013558864593506,0.001533453818410635,0.0306690763682127,0.0016431352123618126,0.3286270499229431,3.3939454624487553e-06,0.0005090918275527656,1.3026111446379218e-05,0.0002605222398415208,0.00025350379291921854,0.005070075858384371,0.0007571504102088511,0.07571504265069962,1.3463902632793179e-06,4.0391707443632185e-05,1.478027661505621e-05,0.0005912110791541636,2.9035350962658413e-05,0.0017421210650354624,0.0,0.0,0.00023036650964058936,0.006910995114594698
200,0.44209039211273193,0.0015755465719848871,0.03151093050837517,0.0016407851362600923,0.3281570374965668,3.6007261314807693e-06,0.000540108943823725,1.4464687410509214e-05,0.0002892937627620995,0.00025119935162365437,0.005023987032473087,0.0006639722851105034,0.06639722734689713,1.3169476460461738e-06,3.950842801714316e-05,1.473390784667572e-05,0.000589356292039156,2.9691836971323937e-05,0.0017815101891756058,0.0,0.0,0.0002587136987131089,0.007761410903185606
225,0.435504287481308,0.001612246735021472,0.032244935631752014,0.0016390930395573378,0.3278186023235321,3.6247361094865482e-06,0.000543710426427424,1.557902396598365e-05,0.00031158048659563065,0.0002501078706700355,0.005002157296985388,0.0005849295412190259,0.058492954820394516,1.2445434549590573e-06,3.733630364877172e-05,1.4713846212544013e-05,0.0005885538412258029,3.0558800062863156e-05,0.001833528047427535,0.0,0.0,0.00028769593336619437,0.008630878292024136
250,0.43007856607437134,0.0016449039103463292,0.032898079603910446,0.0016375998966395855,0.3275199830532074,3.8148955354699865e-06,0.0005722343339584768,1.7836864572018385e-05,0.0003567372914403677,0.0002493353094905615,0.00498670618981123,0.0005171368829905987,0.05171369016170502,1.1971806088695303e-06,3.591541826608591e-05,1.4702547559863888e-05,0.0005881019169464707,3.150200063828379e-05,0.0018901200965046883,0.0,0.0,0.00031723358551971614,0.009517007507383823
275,0.42553842067718506,0.0016718192491680384,0.03343638405203819,0.0016371665988117456,0.327433317899704,3.631055051300791e-06,0.0005446582799777389,1.9213068298995495e-05,0.0003842613659799099,0.00024932832457125187,0.004986566491425037,0.000457987014669925,0.04579870030283928,1.1270647064520745e-06,3.3811942557804286e-05,1.469217568228487e-05,0.0005876870127394795,3.241335798520595e-05,0.0019448015373200178,0.0,0.0,0.0003462731547188014,0.01038819458335638
300,0.42188698053359985,0.0016941445646807551,0.03388288989663124,0.001636480214074254,0.32729604840278625,4.448191702977056e-06,0.0006672287709079683,2.2209196686162613e-05,0.0004441839409992099,0.00025002023903653026,0.005000405013561249,0.00040723217534832656,0.04072321578860283,1.1361266842868645e-06,3.4083801438100636e-05,1.4691208889416885e-05,0.000587648362852633,3.318546077935025e-05,0.0019911276176571846,0.0,0.0,0.00037533987779170275,0.011260196566581726
325,0.4187047779560089,0.0017119175754487514,0.03423835337162018,0.0016364228213205934,0.327284574508667,4.162209734204225e-06,0.0006243314710445702,2.2603368051932193e-05,0.00045206735376268625,0.00024918001145124435,0.004983600229024887,0.00036351411836221814,0.036351412534713745,1.0864512205444044e-06,3.259353616158478e-05,1.4687546354252845e-05,0.0005875018541701138,3.3857515518320724e-05,0.0020314508583396673,0.0,0.0,0.00040396308759227395,0.01211889274418354
350,0.4161709249019623,0.0017271441174671054,0.034542880952358246,0.0016355703119188547,0.327114075422287,4.315254045650363e-06,0.0006472881068475544,2.8018170269206166e-05,0.0005603634053841233,0.0002493379870429635,0.00498675974085927,0.00032674847170710564,0.03267484903335571,1.1050975672333152e-06,3.315292633487843e-05,1.4690505850012414e-05,0.0005876202485524118,3.446966366027482e-05,0.0020681798923760653,0.0,0.0,0.00043185806134715676,0.012955741956830025
375,0.41413620114326477,0.0017367447726428509,0.03473489731550217,0.0016355133848264813,0.3271026909351349,5.234400759945856e-06,0.0007851601112633944,2.9230841391836293e-05,0.0005846168496645987,0.0002490733459126204,0.00498146703466773,0.00029463876853697,0.02946387603878975,1.0543498092374648e-06,3.163049404975027e-05,1.4695825484523084e-05,0.0005878329975530505,3.507456131046638e-05,0.002104473765939474,0.0,0.0,0.0004586524155456573,0.013759572058916092
400,0.4123128652572632,0.0017430279403924942,0.034860558807849884,0.0016353551764041185,0.32707104086875916,4.865104529017117e-06,0.0007297656848095357,3.0950723157729954e-05,0.0006190144922584295,0.00024952180683612823,0.004990436136722565,0.0002675742143765092,0.02675742097198963,1.0057436838906142e-06,3.017231028934475e-05,1.469564904255094e-05,0.00058782595442608,3.562789424904622e-05,0.0021376735530793667,0.0,0.0,0.00048429929302074015,0.014528978615999222
425,0.4108532965183258,0.001746832625940442,0.03493665158748627,0.0016353758983314037,0.32707518339157104,4.937091034662444e-06,0.0007405636715702713,3.2121075491886586e-05,0.0006424215389415622,0.00024981627939268947,0.004996325820684433,0.0002441620745230466,0.024416208267211914,1.0438054687256226e-06,3.131416451651603e-05,1.4698351151309907e-05,0.0005879340460523963,3.606724931159988e-05,0.0021640348713845015,0.0,0.0,0.0005087541649118066,0.015262625180184841
450,0.4097549617290497,0.001747765694744885,0.03495531529188156,0.0016359715955331922,0.32719433307647705,5.0950152399309445e-06,0.0007642522687092423,3.4255299397045746e-05,0.0006851059733889997,0.0002501689305063337,0.005003378726541996,0.0002239894529338926,0.022398944944143295,9.831804845816805e-07,2.949541521957144e-05,1.4699197890877258e-05,0.0005879679229110479,3.643228410510346e-05,0.0021859370172023773,0.0,0.0,0.0005316733731888235,0.015950201079249382
475,0.4088093042373657,0.001747557078488171,0.034951142966747284,0.0016355881234630942,0.3271176218986511,5.283917744236533e-06,0.0007925876416265965,3.679484871099703e-05,0.0007358969887718558,0.000250535667873919,0.00501071335747838,0.00020743129425682127,0.020743129774928093,1.124796312979015e-06,3.374389052623883e-05,1.4701758118462749e-05,0.0005880703101865947,3.687584830913693e-05,0.0022125509567558765,0.0,0.0,0.0005541274440474808,0.01662382297217846
500,0.40799352526664734,0.0017447074642404914,0.034894149750471115,0.0016352315433323383,0.32704630494117737,6.070863491913769e-06,0.0009106295183300972,3.7606088881148025e-05,0.0007521217921748757,0.0002513806975912303,0.005027614068239927,0.00019279142725281417,0.01927914284169674,1.085942926692951e-06,3.257828939240426e-05,1.4707368791277986e-05,0.0005882947589270771,3.694563565659337e-05,0.0022167381830513477,0.0,0.0,0.0005748650874011219,0.017245952039957047
525,0.4074745774269104,0.0017395573668181896,0.03479114919900894,0.001636014087125659,0.32720282673835754,6.090794158808421e-06,0.0009136191220022738,3.910317536792718e-05,0.0007820635219104588,0.000252661993727088,0.0050532398745417595,0.00018021196592599154,0.018021196126937866,1.0801461485243635e-06,3.240438309148885e-05,1.4707726222695783e-05,0.0005883090198040009,3.762614505831152e-05,0.0022575687617063522,0.0,0.0,0.0005944072618149221,0.01783221773803234
550,0.4067750573158264,0.001734354766085744,0.0346870943903923,0.0016355514526367188,0.32711029052734375,5.688200872100424e-06,0.0008532301289960742,4.2196181311737746e-05,0.0008439236553385854,0.00025201059179380536,0.0050402116030454636,0.00016993583994917572,0.016993584111332893,9.97326196738868e-07,2.991978544741869e-05,1.4708059097756632e-05,0.00058832234935835,3.739221938303672e-05,0.0022435332648456097,0.0,0.0,0.0006128324894234538,0.01838497444987297
575,0.40649905800819397,0.0017283629858866334,0.03456725925207138,0.0016358207212761045,0.3271641433238983,6.414160452550277e-06,0.0009621240897104144,4.302270826883614e-05,0.0008604541653767228,0.00025315865059383214,0.005063172895461321,0.00016090431017801166,0.016090430319309235,1.0669231187421246e-06,3.2007694244384766e-05,1.4713498785567936e-05,0.0005885399295948446,3.7997895560692996e-05,0.0022798737045377493,0.0,0.0,0.0006297016516327858,0.018891049548983574
600,0.40595439076423645,0.0017211675876751542,0.0344233512878418,0.0016354473773390055,0.32708948850631714,6.160265002108645e-06,0.0009240397484973073,4.274575621820986e-05,0.0008549151243641973,0.0002535208477638662,0.005070417188107967,0.0001532135793240741,0.015321358107030392,1.0248164699078188e-06,3.074449341511354e-05,1.4711296898894943e-05,0.0005884518614038825,3.789028414757922e-05,0.002273417077958584,0.0,0.0,0.0006459404830820858,0.019378215074539185
625,0.40563157200813293,0.0017154209781438112,0.03430841863155365,0.001634963438846171,0.3269926905632019,5.918532224313822e-06,0.000887779810000211,4.801246541319415e-05,0.0009602493373677135,0.0002535874373279512,0.0050717489793896675,0.00014663898036815226,0.014663898386061192,1.0797725735756103e-06,3.239317811676301e-05,1.4712002666783519e-05,0.0005884800921194255,3.7782978324685246e-05,0.0022669786121696234,0.0,0.0,0.000661963305901736,0.01985889859497547
650,0.4056438207626343,0.0017065779538825154,0.03413156047463417,0.001636061817407608,0.3272123634815216,7.048088264127728e-06,0.001057213288731873,4.7145320422714576e-05,0.0009429064230062068,0.00025511111016385257,0.005102222319692373,0.0001403932401444763,0.014039323665201664,1.141261463999399e-06,3.423784437472932e-05,1.4719180398969911e-05,0.0005887672305107117,3.79772754968144e-05,0.0022786364424973726,0.0,0.0,0.0006752194603905082,0.020256584510207176
675,0.40535470843315125,0.0016976133920252323,0.0339522659778595,0.001636400120332837,0.3272800147533417,6.675435997749446e-06,0.0010013154242187738,4.772688407683745e-05,0.0009545376524329185,0.0002554260427132249,0.005108520854264498,0.00013503347872756422,0.013503347523510456,1.2554123713925947e-06,3.766237205127254e-05,1.4715764336870052e-05,0.0005886305589228868,3.8145841244840994e-05,0.002288750372827053,0.0,0.0,0.0006879880093038082,0.020639639347791672
700,0.4052257239818573,0.0016882212366908789,0.03376442566514015,0.0016360776498913765,0.3272155225276947,7.161242592701456e-06,0.0010741864098235965,4.990461457055062e-05,0.0009980923496186733,0.0002559014828875661,0.005118029657751322,0.00013076812319923192,0.013076812028884888,1.135838601840078e-06,3.4075157600454986e-05,1.4721186744282022e-05,0.0005888474406674504,3.885944897774607e-05,0.002331566996872425,0.0,0.0,0.0007008064421825111,0.021024193614721298
725,0.40547922253608704,0.0016791924135759473,0.03358384966850281,0.001636538072489202,0.3273076117038727,8.162025551428087e-06,0.001224303850904107,5.722381320083514e-05,0.0011444762349128723,0.0002578880521468818,0.00515776127576828,0.00012725990382023156,0.012725990265607834,1.288843122893013e-06,3.866529368679039e-05,1.4720102626597509e-05,0.0005888041341677308,3.8326772482832894e-05,0.0022996063344180584,0.0,0.0,0.000713606015779078,0.02140817977488041
750,0.4052496552467346,0.0016715751262381673,0.03343150392174721,0.0016362417954951525,0.32724836468696594,7.875381015765015e-06,0.0011813071323558688,5.5695392802590504e-05,0.0011139078997075558,0.0002574257378000766,0.00514851463958621,0.00012465359759517014,0.012465359643101692,1.3795901168123237e-06,4.138770236750133e-05,1.4726569133927114e-05,0.0005890627508051693,3.824226951110177e-05,0.0022945362143218517,0.0,0.0,0.0007245236192829907,0.02173570916056633
775,0.40543386340141296,0.0016616479260846972,0.03323295712471008,0.0016374340048059821,0.3274868130683899,7.912014552857727e-06,0.0011868021683767438,5.722767309634946e-05,0.0011445534182712436,0.00025863543851301074,0.0051727090030908585,0.00012216255709063262,0.012216256000101566,1.5669593267375603e-06,4.700877980212681e-05,1.4721785191795789e-05,0.0005888714222237468,3.8576050428673625e-05,0.0023145629093050957,0.0,0.0,0.0007347783539444208,0.022043351083993912
800,0.4054156541824341,0.0016568327555432916,0.033136654645204544,0.001636421657167375,0.3272843360900879,9.51844958763104e-06,0.0014277674490585923,5.705621515517123e-05,0.0011411242885515094,0.0002591092779766768,0.005182185675948858,0.00011952313070651144,0.011952312663197517,1.6527266097909887e-06,4.958179852110334e-05,1.471510131523246e-05,0.0005886040744371712,3.8596226659137756e-05,0.002315773628652096,0.0,0.0,0.000744577671866864,0.022337330505251884
825,0.4053584337234497,0.0016472089337185025,0.03294418007135391,0.0016369253862649202,0.3273850679397583,8.940740372054279e-06,0.0013411110267043114,6.189753912622109e-05,0.0012379507534205914,0.0002596093690954149,0.005192187614738941,0.00011730997357517481,0.011730996891856194,1.4976901638874551e-06,4.49307044618763e-05,1.4724408174515702e-05,0.0005889763124287128,3.824768646154553e-05,0.0022948612459003925,0.0,0.0,0.0007532719755545259,0.022598158568143845
850,0.4054793417453766,0.0016376749845221639,0.03275350108742714,0.0016376168932765722,0.3275233805179596,9.535806384519674e-06,0.0014303709613159299,6.736474460922182e-05,0.0013472948921844363,0.0002587194030638784,0.00517438817769289,0.00011462858674349263,0.011462858878076077,1.4612455743190367e-06,4.38373681390658e-05,1.471880023018457e-05,0.0005887519801035523,3.863704841933213e-05,0.0023182230070233345,0.0,0.0,0.0007612236076965928,0.022836707532405853
875,0.40547510981559753,0.0016309745842590928,0.03261949121952057,0.0016380430897697806,0.3276086151599884,8.628700925328303e-06,0.001294305082410574,6.746982398908585e-05,0.001349396537989378,0.0002593419048935175,0.00518683809787035,0.00011379156785551459,0.011379157193005085,1.5886703295109328e-06,4.766010897583328e-05,1.4722199921379797e-05,0.0005888880114071071,3.86213359888643e-05,0.0023172800429165363,0.0,0.0,0.0007694489904679358,0.02308346889913082
900,0.4059187173843384,0.0016224541468545794,0.03244908154010773,0.0016397819854319096,0.3279564082622528,1.0185893188463524e-05,0.0015278839273378253,6.420479621738195e-05,0.001284095924347639,0.00025947424001060426,0.005189484916627407,0.00011222354078199714,0.011222354136407375,1.7340604472337873e-06,5.202181273489259e-05,1.472484836995136e-05,0.0005889939493499696,3.8627098547294736e-05,0.002317626029253006,0.0,0.0,0.0007776919519528747,0.02333075925707817
925,0.4059988558292389,0.001615918125025928,0.0323183611035347,0.0016390082892030478,0.3278016448020935,1.032680938806152e-05,0.0015490214573219419,7.26987564121373e-05,0.0014539750991389155,0.00026167897158302367,0.0052335793152451515,0.00011130960047012195,0.01113095972687006,1.4390652722795494e-06,4.3171959987375885e-05,1.47249711517361e-05,0.0005889988387934864,3.878972711390816e-05,0.002327383728697896,0.0,0.0,0.000785058131441474,0.02355174347758293
950,0.4057720899581909,0.0016042825300246477,0.03208564966917038,0.0016399114392697811,0.3279822766780853,1.0129015208804049e-05,0.0015193523140624166,6.778293754905462e-05,0.0013556587509810925,0.00025953410658985376,0.005190682131797075,0.00010972718155244365,0.01097271777689457,1.5400829624923063e-06,4.620248728315346e-05,1.4717275007569697e-05,0.000588690978474915,3.903528340742923e-05,0.0023421170189976692,0.0,0.0,0.0007896263850852847,0.023688791319727898
975,0.4062533676624298,0.0016003908822312951,0.032007817178964615,0.0016401787288486958,0.32803574204444885,1.1232754332013428e-05,0.0016849131789058447,7.32470434741117e-05,0.0014649408403784037,0.00026252231327816844,0.0052504464983940125,0.00010975196346407756,0.010975196026265621,1.7581050997250713e-06,5.2743154810741544e-05,1.4730421753483824e-05,0.0005892168846912682,3.759517130674794e-05,0.002255710307508707,0.0,0.0,0.0007978882640600204,0.023936647921800613
1000,0.40626639127731323,0.0015926959458738565,0.031853917986154556,0.0016397046856582165,0.3279409408569336,1.1293928764644079e-05,0.0016940892674028873,8.026419527595863e-05,0.001605283934623003,0.0002629812224768102,0.005259624682366848,0.00010863841453101486,0.010863841511309147,1.8973648820974631e-06,5.6920947827165946e-05,1.4714767530676909e-05,0.0005885906866751611,3.892755921697244e-05,0.002335653640329838,0.0,0.0,0.0008022505789995193,0.02406751736998558
1025,0.4064548909664154,0.0015838543185964227,0.031677085906267166,0.0016406145878136158,0.32812291383743286,1.1809178431576584e-05,0.0017713768174871802,8.117813558783382e-05,0.0016235627699643373,0.00026354100555181503,0.005270820111036301,0.00010757362906588241,0.010757362470030785,2.0450142983463593e-06,6.135043076938018e-05,1.4725317669217475e-05,0.0005890126922167838,3.903061951859854e-05,0.0023418371565639973,0.0,0.0,0.0008079847902990878,0.024239543825387955
1050,0.40634390711784363,0.0015766990836709738,0.03153398260474205,0.0016413633711636066,0.32827267050743103,1.1075921975134406e-05,0.0016613883199170232,8.040250395424664e-05,0.0016080500790849328,0.00026195478858426213,0.005239095538854599,0.00010620190732879564,0.010620190761983395,2.068756884909817e-06,6.206270336406305e-05,1.4720331819262356e-05,0.0005888132727704942,3.912590182153508e-05,0.0023475540801882744,0.0,0.0,0.0008136712131090462,0.02441013604402542
1075,0.4063163697719574,0.0015726892743259668,0.03145378455519676,0.0016407398506999016,0.3281479775905609,1.0810847925313283e-05,0.001621627132408321,7.840516627766192e-05,0.0015681033255532384,0.0002625513880047947,0.0052510276436805725,0.0001063773306668736,0.010637733153998852,2.1870896489417646e-06,6.561268673976883e-05,1.4728142559761181e-05,0.0005891256732866168,3.9348382415482774e-05,0.0023609029594808817,0.0,0.0,0.0008206816273741424,0.024620449170470238
1100,0.40660789608955383,0.0015641730278730392,0.031283460557460785,0.0016411235556006432,0.32822471857070923,1.2789410902769305e-05,0.0019184115808457136,8.178615098586306e-05,0.0016357230488210917,0.0002648396766744554,0.005296793766319752,0.00010531870793784037,0.010531870648264885,2.3321297248912742e-06,6.996389129199088e-05,1.4715574252477381e-05,0.0005886229919269681,3.9527461922261864e-05,0.0023716476280242205,0.0,0.0,0.000822888920083642,0.024686668068170547
