iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,52.946327209472656,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06618291139602661,52.94632911682129,0.0,0.0,0.0,700000,700000,0,10475,10472,0
2,rigid,52.70719528198242,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,6.304641431142954e-08,6.304641431142954e-08,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06588399410247803,52.70719528198242,0.0,0.0,0.0,700000,700000,0,10475,10472,0
3,rigid,52.46906280517578,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06558632850646973,52.46906280517578,0.0,0.0,0.0,700000,700000,0,10475,10472,0
4,rigid,52.231937408447266,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,5.603690738098521e-07,5.603690738098521e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.0652899220585823,52.231937646865845,0.0,0.0,0.0,700000,700000,0,10475,10472,0
5,rigid,51.99577713012695,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06499472260475159,51.99577808380127,0.0,0.0,0.0,700000,700000,0,10475,10472,0
6,rigid,51.76066589355469,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,1.558533313072985e-06,1.558533313072985e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06470083445310593,51.76066756248474,0.0,0.0,0.0,700000,700000,0,10475,10472,0
7,rigid,51.52655792236328,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06440819054841995,51.52655243873596,0.0,0.0,0.0,700000,700000,0,10475,10472,0
8,rigid,51.29314041137695,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,3.0481664907711092e-06,3.0481664907711092e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.06411641836166382,51.293134689331055,0.0,0.0,0.0,700000,700000,0,10475,10472,0
9,rigid,51.15140914916992,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.001512813032604754,0.09076878195628524,30.0,0.0,0.0,800.0,0.06382579356431961,51.06063485145569,0.0,0.0,0.0,700000,700000,1,10475,10472,0
10,rigid,50.88861083984375,50.0,3.700743525707937e-17,1.8503717628539684e-15,150.0,0.0,0.0,1.0,5.053866971138632e-06,5.053866971138632e-06,60.0,0.0009934876579791307,0.059609259478747845,30.0,0.0,0.0,800.0,0.06353624165058136,50.82899332046509,0.0,0.0,0.0,700000,700000,2,10475,10472,0
