iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,40.01097107,0.03993106,0.03993609,0.03992603,4.82309341,4.99960852,4.64657879,15.98225117,16.54444695,15.42005539,1.00000000,0.00000000,0.00000000,0.00000000
1,39.99732971,0.03992852,0.03993376,0.03992328,4.73655939,4.91067982,4.56243896,13.76276875,14.21844769,13.30708981,1.00501263,0.00500000,-0.00500000,0.00500000
2,39.98937988,0.03992587,0.03993132,0.03992041,4.65090179,4.82247686,4.47932625,12.70327568,13.04322338,12.36332798,1.01005352,0.00969202,-0.00975230,0.00989398
3,39.98507690,0.03992309,0.03992876,0.03991743,4.56615067,4.73485804,4.39744329,12.39631462,12.70540619,12.08722401,1.01512814,0.01375749,-0.01405386,0.01462664
4,39.98299408,0.03992019,0.03992606,0.03991432,4.48216343,4.64749432,4.31683207,12.56131744,12.86789036,12.25474548,1.02024209,0.01665787,-0.01785355,0.01913377
5,39.98117065,0.03991716,0.03992321,0.03991110,4.39903688,4.56027937,4.23779440,12.80295181,13.14606762,12.45983696,1.02540040,0.01824018,-0.02065910,0.02339614
6,39.97853470,0.03991397,0.03992019,0.03990776,4.31660175,4.47307968,4.16012383,12.91190147,13.34482765,12.47897434,1.03060687,0.01858230,-0.02245840,0.02745009
7,39.97504425,0.03991064,0.03991700,0.03990428,4.23474789,4.38597107,4.08352423,12.88146305,13.42883301,12.33409309,1.03586388,0.01806973,-0.02339574,0.03135553
8,39.97072983,0.03990712,0.03991361,0.03990063,4.15343857,4.29900265,4.00787497,12.72192383,13.40275478,12.04109287,1.04117489,0.01687992,-0.02352954,0.03513322
9,39.96582031,0.03990342,0.03991002,0.03989683,4.07253933,4.21211958,3.93295860,12.47970200,13.29947376,11.65992928,1.04654276,0.01518016,-0.02297007,0.03882778
10,39.96052933,0.03989951,0.03990620,0.03989282,3.99184275,4.12523556,3.85845017,12.20460320,13.17503643,11.23416996,1.05197024,0.01313563,-0.02186466,0.04249518
11,39.95505905,0.03989535,0.03990212,0.03988858,3.91125536,4.03834295,3.78416777,11.94162846,13.07860374,10.80465317,1.05746019,0.01087446,-0.02033807,0.04616402
12,39.94946671,0.03989093,0.03989778,0.03988408,3.83060408,3.95132947,3.70987844,11.70695972,12.97806263,10.43585682,1.06301582,0.00853269,-0.01847527,0.04989212
13,39.94416428,0.03988621,0.03989313,0.03987929,3.74965429,3.86410570,3.63520288,11.59112072,13.01706791,10.16517353,1.06864071,0.00620847,-0.01652145,0.05371890
14,39.93884277,0.03988114,0.03988814,0.03987415,3.66831636,3.77663732,3.55999541,11.53939724,13.09494781,9.98384666,1.07433856,0.00404143,-0.01467593,0.05768048
15,39.93351364,0.03987570,0.03988277,0.03986863,3.58659101,3.68895960,3.48422241,11.56241226,13.22318172,9.90164185,1.08011436,0.00212924,-0.01302278,0.06177919
16,39.92792892,0.03986984,0.03987700,0.03986269,3.50441980,3.60109687,3.40774298,11.61614513,13.39173985,9.84055042,1.08597279,0.00054664,-0.01182337,0.06601768
17,39.92177200,0.03986352,0.03987078,0.03985627,3.42179084,3.51308632,3.33049536,11.65024281,13.51772881,9.78275681,1.09191906,-0.00059447,-0.01115658,0.07040457
