iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale_reg,t_reg,scale,tx,ty,tz
0,26.36851692,0.02630153,0.02103769,0.03156537,0.29878199,0.21066068,0.38690329,66.98744965,25.97423935,108.00065613,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,25.39058495,0.02532186,0.01969955,0.03094416,0.28336120,0.19701776,0.36970460,68.72869873,25.94445801,111.51294708,0.00002500,0.00007500,1.00501263,0.00500000,0.00500000,0.00500000
2,24.37383842,0.02430145,0.01832670,0.03027620,0.26841041,0.18391185,0.35290900,72.38589478,26.67071915,118.10107422,0.00010010,0.00029754,1.01005507,0.00999458,0.00987709,0.01000465
3,23.32250404,0.02324501,0.01693097,0.02955906,0.25392744,0.17133896,0.33651590,77.48908997,28.33690643,126.64127350,0.00022551,0.00065717,1.01513040,0.01497549,0.01440191,0.01501644
4,22.24099922,0.02215729,0.01552472,0.02878986,0.23989910,0.15928616,0.32051206,83.70304871,30.68662453,136.71946716,0.00040156,0.00113355,1.02024102,0.01993321,0.01829562,0.02003728
5,21.13564301,0.02104519,0.01412325,0.02796713,0.22633168,0.14775506,0.30490831,90.45520020,33.53215408,147.37825012,0.00062857,0.00169875,1.02538824,0.02485098,0.02127799,0.02506839
6,20.01332283,0.01991600,0.01274205,0.02708996,0.21322843,0.13674235,0.28971452,97.31855774,36.95952225,157.67759705,0.00090690,0.00232434,1.03057289,0.02970523,0.02313690,0.03011016
7,18.88083839,0.01877697,0.01139641,0.02615753,0.20058578,0.12624197,0.27492961,103.86422729,41.15641785,166.57203674,0.00123685,0.00298892,1.03579462,0.03446648,0.02376132,0.03516223
8,17.74733925,0.01763701,0.01010362,0.02517040,0.18841463,0.11626774,0.26056153,110.32441711,45.93074799,174.71807861,0.00161862,0.00369438,1.04105234,0.03909115,0.02341699,0.04022320
9,16.62115097,0.01650456,0.00887929,0.02412983,0.17672175,0.10683031,0.24661320,116.58367920,50.88140488,182.28594971,0.00205224,0.00444671,1.04634345,0.04352196,0.02238957,0.04529084
10,15.50854492,0.01538581,0.00773500,0.02303661,0.16549669,0.09792519,0.23306818,122.72891235,56.01445770,189.44337463,0.00253756,0.00524830,1.05166447,0.04770217,0.02089184,0.05036202
11,14.41570950,0.01428703,0.00668031,0.02189376,0.15473913,0.08955249,0.21992576,128.66777039,61.28179169,196.05374146,0.00307425,0.00610535,1.05701184,0.05157067,0.01931201,0.05543339
12,13.34796333,0.01321374,0.00572205,0.02070543,0.14444879,0.08171436,0.20718321,134.21452332,66.40200043,202.02703857,0.00366172,0.00701552,1.06238055,0.05505351,0.01800741,0.06050095
13,12.30884075,0.01216998,0.00486216,0.01947780,0.13462086,0.07439732,0.19484441,138.84791565,70.90186310,206.79397583,0.00429913,0.00796594,1.06776512,0.05807853,0.01716724,0.06555994
14,11.30167675,0.01115934,0.00410053,0.01821815,0.12525123,0.06759362,0.18290883,142.32719421,74.71940613,209.93498230,0.00498535,0.00894541,1.07315946,0.06058636,0.01701708,0.07060537
15,10.33058167,0.01018631,0.00343651,0.01693611,0.11634944,0.06131476,0.17138411,144.25541687,77.60468292,210.90615845,0.00571896,0.00993849,1.07855666,0.06251699,0.01760707,0.07563141
16,9.39850807,0.00925410,0.00286437,0.01564384,0.10791606,0.05554551,0.16028662,144.38748169,79.34708405,209.42788696,0.00649816,0.01092978,1.08394933,0.06383378,0.01880419,0.08063146
17,8.50765610,0.00836493,0.00237671,0.01435316,0.09994340,0.05026781,0.14961900,142.70216370,79.88253021,205.52180481,0.00732087,0.01191044,1.08932912,0.06452654,0.02048510,0.08559864
18,7.66224909,0.00752291,0.00196854,0.01307727,0.09244559,0.04550200,0.13938917,139.32208252,79.24359131,199.40055847,0.00818459,0.01287614,1.09468722,0.06462159,0.02248034,0.09052525
19,6.86586618,0.00673133,0.00163200,0.01183066,0.08543028,0.04124830,0.12961227,134.51197815,77.63044739,191.39350891,0.00908639,0.01382896,1.10001361,0.06415612,0.02472394,0.09540270
20,6.12078190,0.00599217,0.00135865,0.01062569,0.07889547,0.03750229,0.12028866,128.58789062,75.26380920,181.91197205,0.01002287,0.01477527,1.10529721,0.06318609,0.02717406,0.10022157
