iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale_reg,t_reg,scale,tx,ty,tz
0,19.17521477,0.01915178,0.01558451,0.02271906,0.19455378,0.15978783,0.22931972,234.33294678,96.50313568,372.16275024,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,17.42117691,0.01739635,0.01371096,0.02108174,0.17778137,0.14443637,0.21112637,248.28376770,106.37047577,390.19705200,0.00002500,0.00007500,1.00501263,-0.00500000,0.00500000,0.00500000
2,15.65264988,0.01562633,0.01188299,0.01936967,0.16190618,0.13001941,0.19379294,263.23300171,116.90543365,409.56054688,0.00010004,0.00029993,1.01005244,-0.00999379,0.01000048,0.01000211
3,13.90133476,0.01387343,0.01014109,0.01760576,0.14694454,0.11655616,0.17733291,279.07281494,127.94763184,430.19799805,0.00022516,0.00067417,1.01511860,-0.01496904,0.01499823,0.01500519
4,12.19928265,0.01216972,0.00852076,0.01581869,0.13290757,0.10405358,0.16176155,295.57998657,139.50393677,451.65603638,0.00040024,0.00119586,1.02020752,-0.01990479,0.01998582,0.02000561
5,10.57820606,0.01054695,0.00705238,0.01404152,0.11981275,0.09253070,0.14709480,312.57098389,151.58778381,473.55419922,0.00062485,0.00186117,1.02531207,-0.02477042,0.02495520,0.02499673
6,9.06669617,0.00903370,0.00575728,0.01231011,0.10767998,0.08200771,0.13335225,329.94958496,164.20127869,495.69787598,0.00089809,0.00266361,1.03042185,-0.02952897,0.02989211,0.02996852
7,7.68636656,0.00765161,0.00464309,0.01066014,0.09651527,0.07247632,0.12055422,347.49243164,176.93391418,518.05096436,0.00121839,0.00359401,1.03552186,-0.03412928,0.03479455,0.03490756
8,6.45113516,0.00641467,0.00370832,0.00912102,0.08631457,0.06393148,0.10869767,364.61779785,189.54603577,539.68957520,0.00158340,0.00464094,1.04059434,-0.03851829,0.03966660,0.03979754
9,5.36933565,0.00533123,0.00294287,0.00771960,0.07708270,0.05636111,0.09780429,380.95202637,201.72268677,560.18133545,0.00198988,0.00579060,1.04561794,-0.04264629,0.04450838,0.04461944
10,4.44047689,0.00440089,0.00232742,0.00647435,0.06880064,0.04971127,0.08789000,395.81954956,213.01853943,578.62054443,0.00243368,0.00702568,1.05056942,-0.04645307,0.04931628,0.04935282
11,3.65784287,0.00361694,0.00184248,0.00539140,0.06144335,0.04394818,0.07893851,408.91168213,223.13890076,594.68444824,0.00290984,0.00832408,1.05542445,-0.04988607,0.05405555,0.05397648
12,3.00806975,0.00296605,0.00146467,0.00446743,0.05495388,0.03899154,0.07091622,420.06445312,231.87156677,608.25732422,0.00341278,0.00966396,1.06015909,-0.05290934,0.05870093,0.05847018
13,2.47556019,0.00243264,0.00117209,0.00369319,0.04926819,0.03474867,0.06378770,429.04541016,239.09689331,618.99389648,0.00393656,0.01102427,1.06475210,-0.05550660,0.06322542,0.06281589
14,2.04245973,0.00199887,0.00094419,0.00305355,0.04429703,0.03109693,0.05749713,435.71179199,244.71221924,626.71136475,0.00447512,0.01238501,1.06918466,-0.05766986,0.06760485,0.06699836
15,1.69132924,0.00164730,0.00076348,0.00253111,0.03994017,0.02789868,0.05198166,440.15029907,248.68916321,631.61145020,0.00502271,0.01373200,1.07344282,-0.05941687,0.07183094,0.07100672
16,1.40893197,0.00136465,0.00062189,0.00210742,0.03614987,0.02513383,0.04716592,442.58190918,251.17672729,633.98706055,0.00557390,0.01504981,1.07751620,-0.06076835,0.07587497,0.07483321
17,1.18280685,0.00113848,0.00051299,0.00176396,0.03287671,0.02279602,0.04295739,443.07617188,252.12374878,634.02862549,0.00612366,0.01632412,1.08139706,-0.06174389,0.07971088,0.07847288
18,1.00219953,0.00095800,0.00042858,0.00148742,0.03005932,0.02081386,0.03930478,441.78137207,251.65405273,631.90869141,0.00666749,0.01754381,1.08508122,-0.06236820,0.08332207,0.08192345
