iter,stage,total,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled,time_contact_s,time_dynamics_s,time_penetration_s,time_mask2d_s,time_backward_s,time_total_iter_s
325,adam,1.480097770690918,0.007165983319282532,0.14331966638565063,0.0014240466989576817,0.2848093509674072,3.9580187149113044e-05,0.005937028210610151,0.0006403031875379384,0.012806063517928123,0.04140949621796608,0.49691396951675415,0.002819204004481435,0.2819204032421112,0.0001879689225461334,0.005639067851006985,4.315102341934107e-05,0.0017260409658774734,0.0008681916515342891,0.05209149792790413,0.001320722745731473,0.1584867238998413,0.0012149333488196135,0.036448001861572266,0.001531701534986496,0.0007772967219352722,0.028617799282073975,0.011022642254829407,0.440205916762352,0.7165180519223213
350,adam,1.4616519212722778,0.007343599572777748,0.14687198400497437,0.0014068962773308158,0.28137925267219543,3.4201973903691396e-05,0.005130296107381582,0.0007424168288707733,0.014848336577415466,0.04087136685848236,0.49045640230178833,0.0027092734817415476,0.2709273397922516,0.0001787701912689954,0.005363105796277523,4.177348091616295e-05,0.0016709392657503486,0.0008670117240399122,0.05202070251107216,0.001307588187046349,0.15691058337688446,0.0012024379102513194,0.03607313707470894,0.001588929444551468,0.0007501505315303802,0.028315197676420212,0.01103990525007248,0.43949513509869576,0.7140091359615326
375,adam,1.444777250289917,0.007517173420637846,0.15034346282482147,0.0014089967589825392,0.2817993462085724,3.1717485398985445e-05,0.0047576227225363255,0.0006955905118957162,0.013911809772253036,0.0403323620557785,0.48398834466934204,0.0026094175409525633,0.260941743850708,0.00017169695638585836,0.005150908604264259,4.0620172512717545e-05,0.0016248069005087018,0.0008616046980023384,0.051696281880140305,0.0012909709475934505,0.15491650998592377,0.001188209862448275,0.03564629703760147,0.0015303343534469604,0.0007740333676338196,0.02855849266052246,0.011148791760206223,0.44002626463770866,0.8097391203045845
400,adam,1.4321492910385132,0.00769472774118185,0.1538945585489273,0.0013971185544505715,0.27942371368408203,3.1674466299591586e-05,0.004751170054078102,0.0008341371431015432,0.016682742163538933,0.039859332144260406,0.4783119857311249,0.0025236487854272127,0.2523648738861084,0.00016411661636084318,0.004923498257994652,3.963152994401753e-05,0.0015852611977607012,0.0008588651544414461,0.05153191089630127,0.0012788490857928991,0.15346188843250275,0.0011739230249077082,0.03521769121289253,0.0015228129923343658,0.0007601603865623474,0.028714854270219803,0.01106080412864685,0.44021955505013466,0.7146295830607414
425,adam,1.4225711822509766,0.007868760265409946,0.15737520158290863,0.00140450953040272,0.2809019088745117,3.460239531705156e-05,0.005190359428524971,0.0008675812277942896,0.017351623624563217,0.03939357027411461,0.4727228283882141,0.0024439238477498293,0.24439238011837006,0.0001579281233716756,0.004737843759357929,3.8806618249509484e-05,0.0015522646717727184,0.000856475206092,0.051388513296842575,0.0012684864923357964,0.15221837162971497,0.0011579978745430708,0.034739937633275986,0.0015396364033222198,0.0008084811270236969,0.02866392955183983,0.011097684502601624,0.4401014745235443,0.7184503152966499
450,adam,1.4090718030929565,0.008036616258323193,0.16073232889175415,0.0013906632084399462,0.2781326472759247,3.2578493119217455e-05,0.004886773880571127,0.0009088942315429449,0.018177885562181473,0.039002712815999985,0.4680325388908386,0.002369403839111328,0.2369403839111328,0.00015097760478965938,0.0045293280854821205,3.8151883927639574e-05,0.0015260754153132439,0.0008507776074111462,0.05104665458202362,0.0012565931538119912,0.15079118311405182,0.0011425343109294772,0.03427603095769882,0.0015226155519485474,0.0007719174027442932,0.028533313423395157,0.011011887341737747,0.44210467860102654,0.7188965529203415
475,adam,1.3991094827651978,0.008195687085390091,0.16391374170780182,0.0013922342332080007,0.27844685316085815,3.3379968954250216e-05,0.005006995517760515,0.0009465318871662021,0.01893063820898533,0.038606908172369,0.46328288316726685,0.002295845653861761,0.22958455979824066,0.00014559262490365654,0.004367778543382883,3.742886474356055e-05,0.001497154589742422,0.0008460963726975024,0.050765782594680786,0.0012463242746889591,0.1495589166879654,0.0011251424439251423,0.03375427424907684,0.0014903359115123749,0.000781618058681488,0.028661224991083145,0.011036176234483719,0.441122330725193,0.8100540935993195
500,adam,1.3882392644882202,0.008359355852007866,0.16718712449073792,0.0013847030932083726,0.27694061398506165,3.2760883186711e-05,0.004914132412523031,0.0009614591835997999,0.019229182973504066,0.038251977413892746,0.45902371406555176,0.002230769721791148,0.2230769693851471,0.00014096270024310797,0.004228881094604731,3.6811481550103053e-05,0.0014724592911079526,0.0008394853211939335,0.05036912113428116,0.0012374683283269405,0.14849619567394257,0.0011100346455350518,0.03330104053020477,0.001543734222650528,0.0007817484438419342,0.02861429750919342,0.011059559881687164,0.4406884163618088,0.7169973589479923
525,adam,1.380324125289917,0.008530223742127419,0.17060446739196777,0.0013855881989002228,0.27711763978004456,3.362765346537344e-05,0.005044147837907076,0.000953648763243109,0.01907297596335411,0.03792930021882057,0.45515161752700806,0.002169627696275711,0.2169627696275711,0.00013520749052986503,0.004056224599480629,3.6324618122307584e-05,0.0014529847539961338,0.0008390618022531271,0.05034370720386505,0.001231976319104433,0.14783716201782227,0.0010893410071730614,0.03268022835254669,0.0015298612415790558,0.0008087754249572754,0.02860380709171295,0.011102553457021713,0.4416579343378544,0.7175893597304821
550,adam,1.3722103834152222,0.008683384396135807,0.17366768419742584,0.0013895092997699976,0.27790185809135437,3.674675099318847e-05,0.005512012634426355,0.0009599147597327828,0.01919829472899437,0.03760474547743797,0.4512569308280945,0.0021080721635371447,0.2108072191476822,0.00012859053094871342,0.0038577159866690636,3.579007170628756e-05,0.0014316028682515025,0.0008312795544043183,0.04987677186727524,0.0012209080159664154,0.14650896191596985,0.0010730419307947159,0.032191257923841476,0.0015826225280761719,0.00077785924077034,0.028481241315603256,0.01111527532339096,0.44332436472177505,0.7234013639390469
575,adam,1.3663066625595093,0.008847384713590145,0.1769476979970932,0.0013867855304852128,0.2773571014404297,3.4580236388137564e-05,0.005187035538256168,0.0010703587904572487,0.021407175809144974,0.03731192275881767,0.4477430582046509,0.002054099226370454,0.2054099291563034,0.00012420135317370296,0.003726040478795767,3.531637412379496e-05,0.0014126549940556288,0.0008277394808828831,0.049664370715618134,0.0012148485984653234,0.14578182995319366,0.0010556570487096906,0.03166970983147621,0.0015778988599777222,0.0007797777652740479,0.028772767633199692,0.011083576828241348,0.4443398639559746,0.7216797173023224
600,adam,1.3617991209030151,0.008994180709123611,0.17988361418247223,0.0013938240008428693,0.2787648141384125,4.075945616932586e-05,0.006113918498158455,0.0011719075264409184,0.02343815006315708,0.03704359009861946,0.4445230960845947,0.0019984194077551365,0.1998419463634491,0.00012055825936840847,0.0036167476791888475,3.494990596664138e-05,0.0013979962095618248,0.0008139347191900015,0.048836082220077515,0.001201325561851263,0.14415906369686127,0.0010407886002212763,0.031223658472299576,0.0015569105744361877,0.0007655955851078033,0.02888462319970131,0.01100466400384903,0.4432709999382496,0.7179965190589428
625,adam,1.3535864353179932,0.009150889702141285,0.1830177903175354,0.0013915271265432239,0.27830541133880615,3.941500108339824e-05,0.0059122503735125065,0.0010943894740194082,0.02188779041171074,0.03680785000324249,0.4416942000389099,0.0019490835256874561,0.19490835070610046,0.00011522880231495947,0.0034568640403449535,3.45720472978428e-05,0.001382881891913712,0.0008093826472759247,0.04856295883655548,0.0011974081862717867,0.14368897676467896,0.0010256381938233972,0.030769145116209984,0.0015224739909172058,0.0008072070777416229,0.02989012748003006,0.011011462658643723,0.463522270321846,0.7420107424259186
650,adam,1.344086766242981,0.009307539090514183,0.18615078926086426,0.0013827872462570667,0.27655744552612305,3.854395617963746e-05,0.005781593266874552,0.0010224776342511177,0.020449552685022354,0.036560121923685074,0.4387214779853821,0.0019044892396777868,0.19044892489910126,0.00010935838508885354,0.0032807516399770975,3.4297605452593416e-05,0.0013719042763113976,0.0008057090453803539,0.048342540860176086,0.0011900754179805517,0.14280904829502106,0.001005759579129517,0.030172787606716156,0.0015711188316345215,0.0007712766528129578,0.02873235195875168,0.01105005294084549,0.44874803349375725,0.7259240821003914
675,adam,1.3383843898773193,0.009463782422244549,0.18927565217018127,0.0013823858462274075,0.2764771580696106,3.455952537478879e-05,0.005183928646147251,0.00103954563383013,0.020790912210941315,0.03634250536561012,0.43611007928848267,0.001860679592937231,0.18606795370578766,0.00010616805229801685,0.003185041481629014,3.4015989513136446e-05,0.0013606395805254579,0.0008021635003387928,0.04812981188297272,0.0011846274137496948,0.14215528964996338,0.000988264218904078,0.02964792586863041,0.0015399307012557983,0.0008087977766990662,0.02906016632914543,0.011022444814443588,0.4389418289065361,0.7144872657954693
700,adam,1.3326307535171509,0.009608697146177292,0.19217394292354584,0.0013722256990149617,0.27444514632225037,3.489412119961344e-05,0.005234118085354567,0.0011118442052975297,0.022236883640289307,0.0361255407333374,0.43350648880004883,0.001819292432628572,0.18192924559116364,0.00010540631774347275,0.003162189619615674,3.369705518707633e-05,0.0013478822074830532,0.0007970103179104626,0.047820620238780975,0.0011792003642767668,0.14150404930114746,0.0009756744257174432,0.02927023358643055,0.0015454702079296112,0.0007814057171344757,0.028807424008846283,0.011065490543842316,0.43904196098446846,0.7135392911732197
725,adam,1.327107548713684,0.009758641012012959,0.19517281651496887,0.0013741328148171306,0.2748265564441681,3.8511603634105995e-05,0.005776740610599518,0.0010400491300970316,0.020800981670618057,0.03591736778616905,0.43100839853286743,0.0017788952682167292,0.17788952589035034,0.00010066472896141931,0.003019941970705986,3.3468186302343383e-05,0.0013387274229899049,0.0007936613983474672,0.04761968553066254,0.0011740142945200205,0.1408817172050476,0.0009590815752744675,0.028772447258234024,0.0014961399137973785,0.0008109845221042633,0.028642788529396057,0.011090416461229324,0.44160252436995506,0.7167307920753956
750,adam,1.320284366607666,0.009908227249979973,0.19816455245018005,0.0013653693022206426,0.27307385206222534,3.122978159808554e-05,0.00468446733430028,0.0010560628725215793,0.021121257916092873,0.03574508801102638,0.4289410710334778,0.0017404182581230998,0.17404182255268097,9.644123929319903e-05,0.0028932371642440557,3.3248688851017505e-05,0.0013299474958330393,0.0007905150996521115,0.04743090644478798,0.0011695297434926033,0.140343576669693,0.0009419915149919689,0.028259744867682457,0.001523081213235855,0.0007801353931427002,0.02841850370168686,0.011085551232099533,0.43884994462132454,0.714828085154295
775,adam,1.3151966333389282,0.010047731921076775,0.2009546458721161,0.0013700984418392181,0.27401968836784363,3.4420743759255856e-05,0.005163111723959446,0.0009991570841521025,0.019983142614364624,0.035570379346609116,0.4268445372581482,0.0016999790677800775,0.169997900724411,9.005158790387213e-05,0.002701547695323825,3.3013446227414533e-05,0.0013205378782004118,0.0007824050262570381,0.04694430157542229,0.0011617158306762576,0.13940590620040894,0.0009287145221605897,0.02786143496632576,0.0015458688139915466,0.0007699504494667053,0.028666634112596512,0.011078882962465286,0.44377243146300316,0.7230588085949421
800,adam,1.3086811304092407,0.010191674344241619,0.20383349061012268,0.0013599602971225977,0.2719920575618744,3.41043523803819e-05,0.005115652922540903,0.0009714040206745267,0.019428079947829247,0.03541499376296997,0.42497992515563965,0.0016643828712403774,0.1664382815361023,8.567325858166441e-05,0.0025701976846903563,3.2827570976223797e-05,0.0013131028972566128,0.0007780994637869298,0.04668596759438515,0.0011566408211365342,0.13879689574241638,0.0009175819577649236,0.02752745896577835,0.0015338174998760223,0.0007974319159984589,0.02859172224998474,0.011001043021678925,0.44374192506074905,0.7180190682411194
825,adam,1.3069586753845215,0.010331436060369015,0.2066287249326706,0.0013636521762236953,0.27273043990135193,3.404894596314989e-05,0.0051073417998850346,0.001021070871502161,0.02042141743004322,0.035265177488327026,0.4231821298599243,0.0016284782905131578,0.1628478318452835,8.492037886753678e-05,0.0025476114824414253,3.2627052860334516e-05,0.0013050821144133806,0.000777337874751538,0.04664027318358421,0.0011543347500264645,0.13852016627788544,0.0009009200730361044,0.02702760137617588,0.0015160590410232544,0.0007737986743450165,0.029025200754404068,0.011075235903263092,0.44123153388500214,0.7158570103347301
850,adam,1.298827886581421,0.010471333749592304,0.2094266712665558,0.0013518627965822816,0.27037256956100464,3.0707484256708995e-05,0.004606122616678476,0.0009368294849991798,0.018736589699983597,0.035106707364320755,0.42128050327301025,0.0015966842183843255,0.15966841578483582,7.911984721431509e-05,0.0023735954891890287,3.2432839361717924e-05,0.0012973136035725474,0.0007735893013887107,0.046415358781814575,0.0011499703396111727,0.13799643516540527,0.0008884801063686609,0.026654403656721115,0.0014720112085342407,0.0007838234305381775,0.02853597328066826,0.011028047651052475,0.44809330999851227,0.7230800986289978
875,adam,1.2961817979812622,0.010603614151477814,0.21207228302955627,0.0013479356421157718,0.26958712935447693,3.434440077398904e-05,0.005151660181581974,0.0010066580725833774,0.020133161917328835,0.03497333824634552,0.41968005895614624,0.0015633476432412863,0.1563347578048706,7.717834523646161e-05,0.002315350342541933,3.2279978768201545e-05,0.0012911991216242313,0.0007702936418354511,0.04621762037277222,0.0011435708729550242,0.13722850382328033,0.0008723390637896955,0.026170171797275543,0.0015223994851112366,0.0007646158337593079,0.028470836579799652,0.011164352297782898,0.4448747895658016,0.7191104367375374
900,adam,1.2911744117736816,0.010733951814472675,0.2146790325641632,0.0013517708284780383,0.27035415172576904,3.596714304876514e-05,0.00539507158100605,0.0008703053463250399,0.017406105995178223,0.0348343551158905,0.41801226139068604,0.001531774178147316,0.153177410364151,7.459953485522419e-05,0.0022379860747605562,3.2089854357764125e-05,0.001283594174310565,0.0007673083455301821,0.04603850096464157,0.0011400851653888822,0.13681021332740784,0.0008593330858275294,0.02577999234199524,0.0015215463936328888,0.0007657259702682495,0.029008902609348297,0.01112748309969902,0.4441700205206871,0.7214431948959827
925,adam,1.2897377014160156,0.01086819265037775,0.2173638492822647,0.0013445019721984863,0.26890039443969727,3.574661604943685e-05,0.00536199240013957,0.000988739775493741,0.019774794578552246,0.0347188264131546,0.4166259169578552,0.001504783402197063,0.150478333234787,7.085579272825271e-05,0.00212567369453609,3.200048740836792e-05,0.0012800195254385471,0.0007643015123903751,0.04585809260606766,0.0011385302059352398,0.13662362098693848,0.0008448319276794791,0.025344958528876305,0.0014921016991138458,0.0008021406829357147,0.028420746326446533,0.011057153344154358,0.4408896416425705,0.7164813280105591
950,adam,1.2884005308151245,0.010988623835146427,0.21977247297763824,0.0013554292963817716,0.27108585834503174,3.820563142653555e-05,0.00573084456846118,0.000980697339400649,0.019613947719335556,0.03459453210234642,0.41513437032699585,0.0014730090042576194,0.14730089902877808,6.965808279346675e-05,0.0020897425711154938,3.189822018612176e-05,0.0012759288074448705,0.0007574823102913797,0.04544894024729729,0.0011343033984303474,0.1361164152622223,0.0008277091546915472,0.024831274524331093,0.0015257373452186584,0.0007959455251693726,0.028242342174053192,0.011050499975681305,0.4380827881395817,0.7126697786152363
975,adam,1.284509539604187,0.011114987544715405,0.2222997546195984,0.0013465520460158587,0.2693104147911072,3.602958895498887e-05,0.005404438357800245,0.0009724385454319417,0.019448770210146904,0.03448713198304176,0.41384559869766235,0.00144681497476995,0.14468149840831757,6.754881178494543e-05,0.0020264643244445324,3.1786585168447345e-05,0.0012714634649455547,0.0007584986160509288,0.04550991579890251,0.0011347810504958034,0.13617372512817383,0.0008179137366823852,0.02453741244971752,0.001704297959804535,0.0007953457534313202,0.02953726053237915,0.011083673685789108,0.44696008041501045,0.7294640466570854
1000,adam,1.2778236865997314,0.011232925578951836,0.2246585190296173,0.0013466100208461285,0.269322007894516,3.871624721796252e-05,0.005807437002658844,0.0007480077329091728,0.014960154891014099,0.034384872764348984,0.4126184582710266,0.0014201345620676875,0.14201346039772034,6.470794323831797e-05,0.001941238297149539,3.16961741191335e-05,0.0012678469065576792,0.0007548738503828645,0.04529242962598801,0.0011318216565996408,0.13581860065460205,0.0008041231194511056,0.024123692885041237,0.0014740005135536194,0.0007723160088062286,0.029097188264131546,0.01108173280954361,0.43850892409682274,0.7155184261500835
1025,adam,1.2755000591278076,0.011345980688929558,0.22691962122917175,0.0013387444196268916,0.2677488923072815,3.5835601011058316e-05,0.005375340115278959,0.0008696187287569046,0.017392374575138092,0.034303564578294754,0.41164278984069824,0.0013947803527116776,0.13947802782058716,6.360934639815241e-05,0.0019082804210484028,3.157276660203934e-05,0.0012629106640815735,0.0007496057660318911,0.04497634619474411,0.0011254199780523777,0.13505040109157562,0.0007915009628050029,0.02374502830207348,0.0015583820641040802,0.0007716566324234009,0.02859213575720787,0.011028550565242767,0.44281768426299095,0.7183959446847439
1050,adam,1.275267243385315,0.011463899165391922,0.22927798330783844,0.0013391117099672556,0.26782235503196716,3.416645995457657e-05,0.005124968942254782,0.0009405756718479097,0.018811512738466263,0.03421253710985184,0.41055044531822205,0.0013743136078119278,0.13743135333061218,6.148783722892404e-05,0.001844635116867721,3.1453408155357465e-05,0.001258136355318129,0.0007489554118365049,0.04493732377886772,0.0011232869001105428,0.1347944289445877,0.0007804621709510684,0.02341386489570141,0.001493707299232483,0.0008016079664230347,0.028484616428613663,0.0110088549554348,0.4458549804985523,0.7193136960268021
1075,adam,1.2750128507614136,0.011568225920200348,0.23136451840400696,0.001335598761215806,0.26711976528167725,3.3916694519575685e-05,0.0050875041633844376,0.0010743801249191165,0.021487602964043617,0.034130945801734924,0.4095713496208191,0.0013474171282723546,0.13474170863628387,5.848583532497287e-05,0.001754575059749186,3.133363134111278e-05,0.0012533452827483416,0.0007468567928299308,0.04481140896677971,0.001122676650993526,0.13472120463848114,0.0007700007990933955,0.023100024089217186,0.0015395358204841614,0.0007548443973064423,0.028010286390781403,0.011057127267122269,0.44948768988251686,0.7217428721487522
1100,adam,1.2704613208770752,0.011680953204631805,0.2336190640926361,0.0013349209912121296,0.2669841945171356,3.418136839172803e-05,0.0051272050477564335,0.0009337015217170119,0.018674030900001526,0.03404426574707031,0.40853118896484375,0.0013260410632938147,0.13260410726070404,5.743890142184682e-05,0.0017231670208275318,3.127441232209094e-05,0.001250976463779807,0.0007456603343598545,0.04473961889743805,0.0011202938621863723,0.1344352662563324,0.0007590831955894828,0.022772496566176414,0.0014839209616184235,0.0008080527186393738,0.028583228588104248,0.011052146553993225,0.44167928025126457,0.7179583199322224
1125,adam,1.2673912048339844,0.01178503967821598,0.235700786113739,0.001333955442532897,0.26679107546806335,3.425852264626883e-05,0.00513877859339118,0.000901918625459075,0.018038373440504074,0.03395780920982361,0.4074937105178833,0.0013026859378442168,0.13026858866214752,5.4454772907774895e-05,0.0016336431726813316,3.1186053092824295e-05,0.0012474420946091413,0.0007419044268317521,0.04451426491141319,0.00111790478695184,0.13414856791496277,0.0007471997523680329,0.022415991872549057,0.0015699304640293121,0.0007844120264053345,0.02830301970243454,0.011069774627685547,0.4498029053211212,0.7238294407725334
1150,adam,1.2666106224060059,0.011886666528880596,0.23773333430290222,0.0013322480954229832,0.26644963026046753,3.583965008147061e-05,0.0053759473375976086,0.0009578216122463346,0.019156431779265404,0.03388732299208641,0.40664786100387573,0.0012816983507946134,0.12816983461380005,5.4135438404046e-05,0.0016240631230175495,3.107219163211994e-05,0.001242887694388628,0.0007376285502687097,0.04425771161913872,0.0011151537764817476,0.13381844758987427,0.0007378105074167252,0.022134315222501755,0.0015484578907489777,0.0008036457002162933,0.028626643121242523,0.011068888008594513,0.4449026994407177,0.719170980155468
1175,adam,1.2651242017745972,0.011991548351943493,0.23983097076416016,0.001331482082605362,0.2662964165210724,3.661299342638813e-05,0.005491949152201414,0.0009445631876587868,0.018891263753175735,0.03382067009806633,0.40584802627563477,0.001263741753064096,0.12637417018413544,5.280228651827201e-05,0.001584068639203906,3.1049807148519903e-05,0.0012419922277331352,0.0007368933875113726,0.04421360418200493,0.0011124408338218927,0.13349290192127228,0.0007286226027645171,0.02185867726802826,0.001566186547279358,0.0007763206958770752,0.02928074449300766,0.011061552911996841,0.45457351207733154,0.7319632209837437
