final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.6938221454620361,0.6938221454620361,0.0,0.02479279786348343,0.0,10.0,0.01084557268768549,0.1084557268768549,1.0,9.904425678541884e-05,9.904425678541884e-05,10.0,0.01167658157646656,0.1167658157646656,500.0,0.0008431483875028789,0.42157419375143945,0.001,46.927345275878906,0.046927345275878905,700000,700000,2823
