View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6082,0.6896,0.7448,0.7824,0.8086,0.8272,0.8405,0.8501,0.8572,0.8651,0.8725,0.8784,0.8830,0.8865,0.8893,0.9084,0.9094,0.9201,0.9229,0.9281,0.9285,0.9224,0.9123,0.8991
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6247,0.6893,0.7134,0.7043,0.6784,0.6395,0.5857,0.5317,0.4793,0.3454,0.2005,0.1294,0.0913,0.0679,0.0521,0.0593,0.0533,0.0548,0.0509,0.0519,0.0374,0.0256,0.0191,0.0152
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3925,0.2884,0.2050,0.1489,0.1117,0.0864,0.0685,0.0557,0.0463,0.0393,0.0337,0.0292,0.0255,0.0225,0.0200,0.0186,0.0168,0.0157,0.0145,0.0138,0.0120,0.0102,0.0088,0.0078
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5995,0.6670,0.7064,0.7266,0.7349,0.7346,0.7261,0.7074,0.6758,0.6303,0.5701,0.4828,0.3751,0.2694,0.1860,0.1906,0.1614,0.1540,0.1366,0.1265,0.1379,0.1500,0.1654,0.1833
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5861,0.6241,0.6148,0.5469,0.4315,0.2989,0.1942,0.1275,0.0872,0.0612,0.0449,0.0341,0.0268,0.0215,0.0177,0.0162,0.0138,0.0125,0.0111,0.0098,0.0102,0.0107,0.0113,0.0120
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4448,0.2125,0.0894,0.0490,0.0313,0.0214,0.0154,0.0115,0.0089,0.0070,0.0056,0.0046,0.0039,0.0033,0.0028,0.0026,0.0023,0.0022,0.0020,0.0019,0.0018,0.0017,0.0016,0.0015
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3032,0.1455,0.0763,0.0475,0.0327,0.0241,0.0185,0.0148,0.0121,0.0102,0.0088,0.0076,0.0067,0.0059,0.0052,0.0050,0.0045,0.0043,0.0040,0.0038,0.0036,0.0034,0.0032,0.0031
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3782,0.2664,0.1826,0.1287,0.0947,0.0720,0.0563,0.0452,0.0370,0.0308,0.0259,0.0221,0.0190,0.0166,0.0145,0.0132,0.0119,0.0109,0.0100,0.0093,0.0088,0.0082,0.0077,0.0072
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6006,0.6755,0.7271,0.7618,0.7871,0.8070,0.8235,0.8376,0.8497,0.8597,0.8681,0.8750,0.8805,0.8847,0.8874,0.9071,0.9067,0.9157,0.9162,0.9208,0.9290,0.9370,0.9442,0.9500
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3759,0.2599,0.1741,0.1204,0.0871,0.0654,0.0507,0.0403,0.0328,0.0273,0.0229,0.0195,0.0168,0.0146,0.0128,0.0117,0.0105,0.0097,0.0089,0.0083,0.0078,0.0074,0.0069,0.0065
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6111,0.6951,0.7528,0.7928,0.8211,0.8421,0.8581,0.8706,0.8809,0.8892,0.8961,0.9024,0.9081,0.9132,0.9178,0.9323,0.9344,0.9425,0.9452,0.9492,0.9509,0.9482,0.9455,0.9425
