iter,total,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
1,25.96615982055664,1.0,1.871126914920751e-05,1.871126914920751e-05,1500.0,0.0012758178636431694,1.913726795464754,20.0,0.0,0.0,20.0,3.0791341698588326e-16,6.158268339717665e-15,10.0,0.0,0.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790415823459625,0.0,500.0,0.04585282877087593,22.926414385437965,200.0,0.005630000494420528,1.1260000988841057,0.0,0.07617417722940445,0.0,0.0,0.0,0.0
2,24.366344451904297,1.0,1.853698086051736e-05,1.853698086051736e-05,1500.0,0.00044204265577718616,0.6630639836657792,20.0,1.0000139809562825e-06,2.000027961912565e-05,20.0,1.1640116781563847e-06,2.3280233563127695e-05,10.0,1.0000012480304576e-06,1.0000012480304576e-05,10.0,9.99994540507032e-07,9.99994540507032e-06,25.0,9.99999883788405e-07,2.4999997094710125e-05,0.007503751875937969,0.0,0.0,0.010005002501250625,0.37910905480384827,0.0037929870415592624,500.0,0.0452091321349144,22.6045660674572,200.0,0.005473884753882885,1.094776950776577,0.0005002501250625312,0.07599464058876038,3.801632845860949e-05,0.0,0.0,0.0
3,23.87753677368164,1.0,1.821855221351143e-05,1.821855221351143e-05,1500.0,0.00033917499240487814,0.5087624886073172,20.0,1.785351628313947e-06,3.570703256627894e-05,20.0,3.2226032544713235e-06,6.445206508942647e-05,10.0,2.5402300707355607e-06,2.5402300707355607e-05,10.0,1.4268774748416035e-06,1.4268774748416035e-05,25.0,6.673105872323504e-07,1.668276468080876e-05,0.015007503751875938,0.0,0.0,0.02001000500250125,0.3783099055290222,0.00756998310213151,500.0,0.04456447809934616,22.28223904967308,200.0,0.0053935581818223,1.07871163636446,0.0010005002501250625,0.07587726414203644,7.591522175291289e-05,0.0,0.0,0.0
4,23.098331451416016,1.0,1.788934059732128e-05,1.788934059732128e-05,1500.0,0.00018297536007594317,0.27446304011391476,20.0,3.0792450615990674e-06,6.158490123198135e-05,20.0,5.480733307194896e-06,0.00010961466614389792,10.0,4.683467977883993e-06,4.683467977883993e-05,10.0,1.4606711147280294e-06,1.4606711147280294e-05,25.0,7.25898559039706e-08,1.814746397599265e-06,0.022511255627813906,0.0,0.0,0.030015007503751877,0.3771760165691376,0.011320940967557907,500.0,0.043485015630722046,21.742507815361023,200.0,0.005348367616534233,1.0696735233068466,0.0015007503751875938,0.07575028389692307,0.00011368226697887404,0.0,0.0,0.0
5,22.512601852416992,1.0,1.754136428644415e-05,1.754136428644415e-05,1500.0,0.0002779450733214617,0.4169176099821925,20.0,5.153290658199694e-06,0.00010306581316399388,20.0,9.195565326081123e-06,0.00018391130652162246,10.0,7.789780283928849e-06,7.789780283928849e-05,10.0,2.049085196631495e-06,2.049085196631495e-05,25.0,1.0721318055573192e-08,2.680329513893298e-07,0.030015007503751877,0.0,0.0,0.0400200100050025,0.376192569732666,0.015055230404508894,500.0,0.04205537214875221,21.027686074376106,200.0,0.005261943209916353,1.0523886419832706,0.002001000500250125,0.07563476264476776,0.00015134519788847974,0.0,0.0,0.0
6,21.781288146972656,1.0,1.7211797967320308e-05,1.7211797967320308e-05,1500.0,0.00030136044370010495,0.45204066555015743,20.0,7.983786417753436e-06,0.0001596757283550687,20.0,1.3751063306699507e-05,0.00027502126613399014,10.0,1.1867882676597219e-05,0.00011867882676597219,10.0,2.9609320790768834e-06,2.9609320790768834e-05,25.0,2.0828556657193076e-08,5.207139164298269e-07,0.03751875937968985,0.0,0.0,0.05002501250625312,0.37533941864967346,0.018776359112039693,500.0,0.04055878520011902,20.27939260005951,200.0,0.005151440855115652,1.0302881710231304,0.0025012506253126563,0.07552310079336166,0.00018890220308494663,0.0,0.0,0.0
7,21.170015335083008,1.0,1.6983516616164707e-05,1.6983516616164707e-05,1500.0,0.00039385378477163613,0.5907806771574542,20.0,1.1645427548501175e-05,0.0002329085509700235,20.0,1.8735096091404557e-05,0.00037470192182809114,10.0,1.686184805294033e-05,0.00016861848052940331,10.0,4.335789981269045e-06,4.335789981269045e-05,25.0,2.9090363451445e-09,7.27259086286125e-08,0.04502251125562781,0.0,0.0,0.060030015007503754,0.3745075762271881,0.022481695421341957,500.0,0.03909818083047867,19.549090415239334,200.0,0.005032990127801895,1.006598025560379,0.0030015007503751876,0.07541777193546295,0.00022636649905591682,0.0,0.0,0.0
8,20.572715759277344,1.0,1.689490454737097e-05,1.689490454737097e-05,1500.0,0.0004301917797420174,0.6452876696130261,20.0,1.5949841326801106e-05,0.0003189968265360221,20.0,2.4781094907666557e-05,0.0004956218981533311,10.0,2.2822399841970764e-05,0.00022822399841970764,10.0,5.454827714856947e-06,5.454827714856947e-05,25.0,5.877179276581046e-08,1.4692948191452615e-06,0.05252626313156578,0.0,0.0,0.07003501750875438,0.3735785484313965,0.026163580180287898,500.0,0.03782554715871811,18.912773579359055,200.0,0.004935555625706911,0.9871111251413822,0.003501750875437719,0.07531686872243881,0.00026374091098402784,0.0,0.0,0.0
9,19.846790313720703,1.0,1.6912945284275338e-05,1.6912945284275338e-05,1500.0,0.0003064614429604262,0.4596921644406393,20.0,2.0981864508939907e-05,0.00041963729017879814,20.0,3.243429819121957e-05,0.0006486859638243914,10.0,2.9680544685106725e-05,0.00029680544685106725,10.0,6.1290761550480966e-06,6.129076155048097e-05,25.0,3.809396957876743e-07,9.523492394691857e-06,0.060030015007503754,0.0,0.0,0.080040020010005,0.37229907512664795,0.029798825422843258,500.0,0.03676848113536835,18.384240567684174,200.0,0.004856523126363754,0.9713046252727509,0.00400200100050025,0.07521635293960571,0.00030101591971828197,0.0,0.0,0.0
10,19.153627395629883,1.0,1.700514076219406e-05,1.700514076219406e-05,1500.0,0.000147964819916524,0.221947229874786,20.0,2.693803071451839e-05,0.0005387606142903678,20.0,4.154350608587265e-05,0.000830870121717453,10.0,3.751090480363928e-05,0.0003751090480363928,10.0,6.616988684982061e-06,6.616988684982061e-05,25.0,1.1928378853554022e-06,2.9820947133885056e-05,0.06753376688344172,0.0,0.0,0.09004502251125562,0.3710632920265198,0.03341240248362859,500.0,0.03588005527853966,17.94002763926983,200.0,0.00478022824972868,0.9560456499457359,0.004502251125562781,0.07511208951473236,0.00033817348956107613,0.0,0.0,0.0
