View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3155,0.1382,0.0663,0.0380,0.0247,0.0176,0.0130,0.0097,0.0075,0.0060,0.0048,0.0040,0.0034,0.0029,0.0025,0.0023,0.0020,0.0019,0.0019,0.0019,0.0019,0.0018,0.0018,0.0016
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5659,0.5080,0.2978,0.1396,0.0732,0.0445,0.0296,0.0207,0.0146,0.0108,0.0084,0.0069,0.0058,0.0050,0.0044,0.0039,0.0036,0.0033,0.0031,0.0029,0.0027,0.0026,0.0026,0.0024
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6140,0.7254,0.8254,0.8862,0.9203,0.9390,0.9520,0.9599,0.9652,0.9690,0.9716,0.9740,0.9762,0.9783,0.9808,0.9829,0.9845,0.9856,0.9864,0.9839,0.9809,0.9736,0.9725,0.9696
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3301,0.1828,0.1005,0.0611,0.0409,0.0293,0.0218,0.0165,0.0126,0.0100,0.0081,0.0068,0.0059,0.0052,0.0046,0.0041,0.0037,0.0034,0.0031,0.0029,0.0027,0.0025,0.0023,0.0021
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5367,0.3647,0.1492,0.0690,0.0391,0.0254,0.0174,0.0121,0.0086,0.0064,0.0050,0.0041,0.0034,0.0030,0.0026,0.0023,0.0021,0.0019,0.0017,0.0016,0.0014,0.0013,0.0012,0.0011
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3989,0.3004,0.2130,0.1450,0.0991,0.0705,0.0516,0.0385,0.0287,0.0221,0.0177,0.0145,0.0122,0.0105,0.0091,0.0081,0.0072,0.0066,0.0060,0.0053,0.0050,0.0050,0.0051,0.0048
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6334,0.6777,0.6094,0.3955,0.1863,0.0947,0.0547,0.0341,0.0220,0.0154,0.0116,0.0092,0.0076,0.0064,0.0056,0.0049,0.0044,0.0041,0.0039,0.0035,0.0034,0.0035,0.0037,0.0034
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3357,0.1925,0.1109,0.0688,0.0467,0.0344,0.0266,0.0211,0.0173,0.0142,0.0118,0.0098,0.0083,0.0072,0.0064,0.0056,0.0050,0.0046,0.0043,0.0046,0.0043,0.0034,0.0032,0.0028
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6093,0.6968,0.7621,0.8066,0.8381,0.8620,0.8814,0.8963,0.9056,0.9089,0.9087,0.9031,0.8922,0.8762,0.8514,0.8081,0.7192,0.5941,0.5608,0.8232,0.8623,0.8453,0.8758,0.8759
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6660,0.7647,0.8117,0.8289,0.8182,0.7745,0.6033,0.2870,0.1133,0.0590,0.0377,0.0268,0.0206,0.0167,0.0140,0.0121,0.0106,0.0095,0.0084,0.0072,0.0059,0.0047,0.0040,0.0032
