iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,4.050002574920654,20.0,1.1888638927888507e-15,2.3777277855777015e-14,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.017414120957255363,0.0,500.0,0.008100004866719246,4.050002433359623,0.0,0.0,0.0,700000,700000,460
2,rigid,3.929513692855835,20.0,1.7598316617295495e-06,3.519663323459099e-05,10.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.01001001001001001,0.01722857728600502,0.00017245823109114135,500.0,0.007858611643314362,3.929305821657181,0.0,0.0,0.0,700000,700000,451
3,rigid,3.8132383823394775,20.0,7.031015229586046e-06,0.00014062030459172092,10.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,0.02002002002002002,0.017594533041119576,0.0003522429037261176,500.0,0.00762548903003335,3.812744515016675,0.0,0.0,0.0,700000,700000,442
4,rigid,3.701721429824829,20.0,1.5797944797668606e-05,0.0003159588959533721,10.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.03003003003003003,0.01785179413855076,0.0005360899140705933,500.0,0.007401734124869108,3.700867062434554,0.0,0.0,0.0,700000,700000,431
5,rigid,3.5941245555877686,20.0,2.8044218197464943e-05,0.0005608843639492989,10.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,0.04004004004004004,0.017672613263130188,0.0007076121426678754,500.0,0.0071857040748000145,3.5928520374000072,0.0,0.0,0.0,700000,700000,427
6,rigid,3.4909558296203613,20.0,4.3738305976148695e-05,0.0008747661195229739,10.0,0.0,0.0,1.0,6.245856184250442e-06,6.245856184250442e-06,0.05005005005005005,0.017934130504727364,0.0008976041293657339,500.0,0.006978354416787624,3.489177208393812,0.0,0.0,0.0,700000,700000,423
7,rigid,3.391707420349121,20.0,6.286445568548515e-05,0.001257289113709703,10.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.06006006006006006,0.017576752230525017,0.0010556607946261272,500.0,0.006778771057724953,3.3893855288624763,0.0,0.0,0.0,700000,700000,429
8,rigid,3.296889066696167,20.0,8.540139970136806e-05,0.0017080279940273613,10.0,0.0,0.0,1.0,1.2307651559240185e-05,1.2307651559240185e-05,0.07007007007007007,0.01794503442943096,0.0012574098198800474,500.0,0.0065878224559128284,3.2939112279564142,0.0,0.0,0.0,700000,700000,413
9,rigid,3.205787420272827,20.0,0.00011134428496006876,0.0022268856992013752,10.0,0.0,0.0,1.0,1.6083366062957793e-05,1.6083366062957793e-05,0.08008008008008008,0.017789285629987717,0.0014245674178168341,500.0,0.006404239684343338,3.202119842171669,0.0,0.0,0.0,700000,700000,420
10,rigid,3.118218421936035,20.0,0.0001406577357556671,0.002813154715113342,10.0,0.0,0.0,1.0,2.0405832401593216e-05,2.0405832401593216e-05,0.09009009009009009,0.017100762575864792,0.0015406092410689002,500.0,0.0062276883982121944,3.113844199106097,0.0,0.0,0.0,700000,700000,438
11,rigid,3.034507989883423,20.0,0.00017336540622636676,0.003467308124527335,10.0,0.0,0.0,1.0,2.5195000489475206e-05,2.5195000489475206e-05,0.1001001001001001,0.01730724610388279,0.0017324570674557348,500.0,0.0060585662722587585,3.0292831361293793,0.0,0.0,0.0,700000,700000,414
12,rigid,2.955192804336548,20.0,0.0002093732764478773,0.004187465528957546,10.0,0.0,0.0,1.0,3.056633431697264e-05,3.056633431697264e-05,0.11011011011011011,0.01719066873192787,0.001892866426939005,500.0,0.00589816365391016,2.94908182695508,0.0,0.0,0.0,700000,700000,419
13,rigid,2.8781681060791016,20.0,0.0002487101301085204,0.004974202602170408,10.0,0.0,0.0,1.0,3.642794763436541e-05,3.642794763436541e-05,0.12012012012012012,0.017086686566472054,0.0020524548428194657,500.0,0.0057422099635005,2.87110498175025,0.0,0.0,0.0,700000,700000,416
14,rigid,2.806246757507324,20.0,0.00029137349338270724,0.005827469867654145,10.0,0.0,0.0,1.0,4.2834115447476506e-05,4.2834115447476506e-05,0.13013013013013014,0.016764875501394272,0.0021816154306118674,500.0,0.00559638999402523,2.798194997012615,0.0,0.0,0.0,700000,700000,420
15,rigid,2.738199234008789,20.0,0.0003372328355908394,0.006744656711816788,10.0,0.0,0.0,1.0,4.979200821253471e-05,4.979200821253471e-05,0.14014014014014015,0.01694626919925213,0.0023748525404357337,500.0,0.005458059720695019,2.7290298603475094,0.0,0.0,0.0,700000,700000,412
16,rigid,2.6741371154785156,20.0,0.0003861811419483274,0.0077236228389665484,10.0,0.0,0.0,1.0,5.730882548959926e-05,5.730882548959926e-05,0.15015015015015015,0.017850741744041443,0.002680291553159376,500.0,0.00532735139131546,2.66367569565773,0.0,0.0,0.0,700000,700000,389
17,rigid,2.613429069519043,20.0,0.00043816035031341016,0.008763207006268203,10.0,0.0,0.0,1.0,6.535385909955949e-05,6.535385909955949e-05,0.16016016016016016,0.01695862039923668,0.0027160953592371057,500.0,0.005203768610954285,2.6018843054771423,0.0,0.0,0.0,700000,700000,403
18,rigid,2.557346820831299,20.0,0.0004931059083901346,0.009862118167802691,10.0,0.0,0.0,1.0,7.400783215416595e-05,7.400783215416595e-05,0.17017017017017017,0.016767509281635284,0.002853329907785784,500.0,0.005089114885777235,2.5445574428886175,0.0,0.0,0.0,700000,700000,411
19,rigid,2.506356954574585,20.0,0.000550763332284987,0.01101526664569974,10.0,0.0,0.0,1.0,8.324254304170609e-05,8.324254304170609e-05,0.18018018018018017,0.01720363460481167,0.003099753982848949,500.0,0.004984317347407341,2.4921586737036705,0.0,0.0,0.0,700000,700000,402
20,rigid,2.4599313735961914,20.0,0.0006108874222263694,0.012217748444527388,10.0,0.0,0.0,1.0,9.315586794400588e-05,9.315586794400588e-05,0.19019019019019018,0.01807570643723011,0.0034378220451188398,500.0,0.0048883650451898575,2.4441825225949287,0.0,0.0,0.0,700000,700000,385
21,rigid,2.4170355796813965,20.0,0.0006731722387485206,0.013463444774970412,10.0,0.0,0.0,1.0,0.00010367454524384812,0.00010367454524384812,0.2002002002002002,0.01807570457458496,0.003618759674591584,500.0,0.0047996994107961655,2.3998497053980827,0.0,0.0,0.0,700000,700000,379
22,rigid,2.3781659603118896,20.0,0.0007375178392976522,0.014750356785953045,10.0,0.0,0.0,1.0,0.00011485630238894373,0.00011485630238894373,0.21021021021021022,0.017305079847574234,0.0036377044724630525,500.0,0.004719325806945562,2.359662903472781,0.0,0.0,0.0,700000,700000,393
23,rigid,2.3437020778656006,20.0,0.0008034709608182311,0.016069419216364622,10.0,0.0,0.0,1.0,0.00012666340626310557,0.00012666340626310557,0.22022022022022023,0.017605330795049667,0.0038770498247356626,500.0,0.00464725773781538,2.32362886890769,0.0,0.0,0.0,700000,700000,392
24,rigid,2.3130135536193848,20.0,0.0008704023202881217,0.017408046405762434,10.0,0.0,0.0,1.0,0.00013926951214671135,0.00013926951214671135,0.23023023023023023,0.017924563959240913,0.004126776487112523,500.0,0.004582678899168968,2.291339449584484,0.0,0.0,0.0,700000,700000,388
25,rigid,2.285494804382324,20.0,0.0009378005634061992,0.018756011268123984,10.0,0.0,0.0,1.0,0.00015258946223184466,0.00015258946223184466,0.24024024024024024,0.018374493345618248,0.0044142926956440235,500.0,0.004524344112724066,2.262172056362033,0.0,0.0,0.0,700000,700000,373
26,rigid,2.260836124420166,20.0,0.0010049942648038268,0.020099885296076536,10.0,0.0,0.0,1.0,0.00016669936303514987,0.00016669936303514987,0.2502502502502503,0.01910029910504818,0.004779854630892939,500.0,0.0044715795665979385,2.2357897832989693,0.0,0.0,0.0,700000,700000,361
27,rigid,2.2379581928253174,20.0,0.0010711231734603643,0.021422463469207287,10.0,0.0,0.0,1.0,0.00018174934666603804,0.00018174934666603804,0.2602602602602603,0.018458405509591103,0.004803989421915603,500.0,0.004423100035637617,2.2115500178188086,0.0,0.0,0.0,700000,700000,365
28,rigid,2.2173683643341064,20.0,0.0011362831573933363,0.022725663147866726,10.0,0.0,0.0,1.0,0.00019751560466829687,0.00019751560466829687,0.2702702702702703,0.018537040799856186,0.005010011026988158,500.0,0.004378870595246553,2.1894352976232767,0.0,0.0,0.0,700000,700000,365
29,rigid,2.19812273979187,20.0,0.0011994005180895329,0.023988010361790657,10.0,0.0,0.0,1.0,0.00021421223937068135,0.00021421223937068135,0.2802802802802803,0.01827988587319851,0.005123491536031614,500.0,0.004337593913078308,2.168796956539154,0.0,0.0,0.0,700000,700000,363
30,rigid,2.179831027984619,20.0,0.0012601211201399565,0.02520242240279913,10.0,0.0,0.0,1.0,0.0002320149797014892,0.0002320149797014892,0.2902902902902903,0.017923036590218544,0.005202883494658036,500.0,0.004298387560993433,2.1491937804967165,0.0,0.0,0.0,700000,700000,360
31,rigid,2.1621150970458984,20.0,0.001317754853516817,0.026355097070336342,10.0,0.0,0.0,1.0,0.0002506025484763086,0.0002506025484763086,0.3003003003003003,0.01750045269727707,0.005255391200383504,500.0,0.004260507877916098,2.130253938958049,0.0,0.0,0.0,700000,700000,363
32,rigid,2.1445682048797607,20.0,0.001372937927953899,0.027458758559077978,10.0,0.0,0.0,1.0,0.0002704462385736406,0.0002704462385736406,0.3103103103103103,0.01701211743056774,0.0052790354389149145,500.0,0.004223119933158159,2.1115599665790796,0.0,0.0,0.0,700000,700000,361
