final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,0.9513009190559387,0.9513009190559387,500.0,1.9650236936286092e-05,0.009825118468143046,15.0,0.014706708490848541,0.22060062736272812,500.0,0.0009770938195288181,0.48854690976440907,200.0,1.4467928849626333e-05,0.0028935857699252665
