best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
1088,1.7996017932891846,1.7996017932891846,diagnostic_local,20.0,0.00787169300019741,0.1574338674545288,0.0001,60.72136306762695,0.006072136107832193,0.0001,168.13006591796875,0.0168130062520504,1000.0,3.4975050766661298e-06,0.003497505094856024,1000.0,1.123139099945547e-06,0.0011231390526518226,1.0,0.0,0.0,2.176,0.0006173609290271997,0.0013433774001896381,1000.0,0.0016108956187963486,1.6108956336975098,225.424,1.0748964996309951e-05,0.0024230745621025562
