final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,1.0878335237503052,1.0878335237503052,100.0,2.425304955977481e-05,0.002425304955977481,250.0,0.0006330989999696612,0.1582747499924153,1.0,0.0003482134488876909,0.0003482134488876909,60.0,0.0029344267677515745,0.17606560606509447,30.0,0.0,0.0,800.0,0.0008711816044524312,0.696945283561945,0.001,53.77440643310547,0.05377440643310547,700000,700000,143,10475,10268,0
