iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,18.69021987915039,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.023362774401903152,18.690219521522522,0.0,0.0,0.0,700000,700000,0,10475,10312,0
2,rigid,18.41206932067871,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.023015087470412254,18.412069976329803,0.0,0.0,0.0,700000,700000,0,10475,10323,0
3,rigid,18.13660430908203,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.022670753300189972,18.136602640151978,0.0,0.0,0.0,700000,700000,0,10475,10329,0
4,rigid,17.86435317993164,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02233043871819973,17.864350974559784,0.0,0.0,0.0,700000,700000,0,10475,10330,0
5,rigid,17.5953369140625,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02199416607618332,17.595332860946655,0.0,0.0,0.0,700000,700000,0,10475,10337,0
6,rigid,17.32960319519043,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,6.23413325229194e-06,6.23413325229194e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.021661996841430664,17.32959747314453,0.0,0.0,0.0,700000,700000,0,10475,10335,0
7,rigid,17.066783905029297,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.021333467215299606,17.066773772239685,0.0,0.0,0.0,700000,700000,0,10475,10339,0
8,rigid,16.806686401367188,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,1.222546325152507e-05,1.222546325152507e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.021008342504501343,16.806674003601074,0.0,0.0,0.0,700000,700000,0,10475,10341,0
9,rigid,16.549518585205078,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,1.5989393432391807e-05,1.5989393432391807e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.020686879754066467,16.549503803253174,0.0,0.0,0.0,700000,700000,0,10475,10341,0
10,rigid,16.29543685913086,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.0215467884554528e-05,2.0215467884554528e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02036927081644535,16.29541665315628,0.0,0.0,0.0,700000,700000,0,10475,10341,0
11,rigid,16.044755935668945,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.498342473700177e-05,2.498342473700177e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02005591429769993,16.044731438159943,0.0,0.0,0.0,700000,700000,0,10475,10329,0
12,rigid,15.797362327575684,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,3.02299449685961e-05,3.02299449685961e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01974666491150856,15.797331929206848,0.0,0.0,0.0,700000,700000,0,10475,10327,0
13,rigid,15.553407669067383,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,3.59479890903458e-05,3.59479890903458e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.019441714510321617,15.553371608257294,0.0,0.0,0.0,700000,700000,0,10475,10326,0
14,rigid,15.312663078308105,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,4.21610166085884e-05,4.21610166085884e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.019140776246786118,15.312620997428894,0.0,0.0,0.0,700000,700000,0,10475,10319,0
15,rigid,15.075234413146973,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,4.8934674850897864e-05,4.8934674850897864e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.018843982368707657,15.075185894966125,0.0,0.0,0.0,700000,700000,0,10475,10317,0
16,rigid,14.840641021728516,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,5.614235487882979e-05,5.614235487882979e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.018550731241703033,14.840584993362427,0.0,0.0,0.0,700000,700000,0,10475,10315,0
17,rigid,14.609112739562988,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,6.384502194123343e-05,6.384502194123343e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.018261311575770378,14.609049260616302,0.0,0.0,0.0,700000,700000,0,10475,10324,0
18,rigid,14.380938529968262,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,7.208251918200403e-05,7.208251918200403e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.017976082861423492,14.380866289138794,0.0,0.0,0.0,700000,700000,0,10475,10325,0
19,rigid,14.155977249145508,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,8.069313480518758e-05,8.069313480518758e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01769487001001835,14.155896008014679,0.0,0.0,0.0,700000,700000,0,10475,10322,0
20,rigid,13.933837890625,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,8.996744873002172e-05,8.996744873002172e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01741718500852585,13.933748006820679,0.0,0.0,0.0,700000,700000,0,10475,10306,0
21,rigid,13.71480941772461,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,9.965239587472752e-05,9.965239587472752e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.017143387347459793,13.714709877967834,0.0,0.0,0.0,700000,700000,0,10475,10298,0
22,rigid,13.498703956604004,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00010978316277032718,0.00010978316277032718,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01687324233353138,13.498593866825104,0.0,0.0,0.0,700000,700000,0,10475,10303,0
23,rigid,13.285408020019531,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00012045574840158224,0.00012045574840158224,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.016606610268354416,13.285288214683533,0.0,0.0,0.0,700000,700000,0,10475,10300,0
24,rigid,13.075201988220215,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00013151565508451313,0.00013151565508451313,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01634383760392666,13.075070083141327,0.0,0.0,0.0,700000,700000,0,10475,10304,0
25,rigid,12.86817455291748,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00014322972856462002,0.00014322972856462002,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01608503982424736,12.868031859397888,0.0,0.0,0.0,700000,700000,0,10475,10305,0
26,rigid,12.66390609741211,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.000155267960508354,0.000155267960508354,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01582968793809414,12.663750350475311,0.0,0.0,0.0,700000,700000,0,10475,10296,0
27,rigid,12.463122367858887,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00016791348753031343,0.00016791348753031343,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.015578693710267544,12.462954968214035,0.0,0.0,0.0,700000,700000,0,10475,10292,0
28,rigid,12.265203475952148,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00018099088629242033,0.00018099088629242033,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.015331277623772621,12.265022099018097,0.0,0.0,0.0,700000,700000,0,10475,10273,0
29,rigid,12.070287704467773,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00019449311366770416,0.00019449311366770416,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.015087616629898548,12.070093303918839,0.0,0.0,0.0,700000,700000,0,10475,10266,0
30,rigid,11.87840461730957,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00020854883769061416,0.00020854883769061416,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.014847745187580585,11.878196150064468,0.0,0.0,0.0,700000,700000,0,10475,10265,0
31,rigid,11.689632415771484,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.0002229546953458339,0.0002229546953458339,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.014611762017011642,11.689409613609314,0.0,0.0,0.0,700000,700000,0,10475,10275,0
32,rigid,11.503854751586914,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00023791403509676456,0.00023791403509676456,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.014379521831870079,11.503617465496063,0.0,0.0,0.0,700000,700000,0,10475,10264,0
33,rigid,11.32087516784668,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00025328435003757477,0.00025328435003757477,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.014150776900351048,11.320621520280838,0.0,0.0,0.0,700000,700000,0,10475,10265,0
34,rigid,11.140862464904785,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.0002691357512958348,0.0002691357512958348,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.013925742357969284,11.140593886375427,0.0,0.0,0.0,700000,700000,0,10475,10264,0
35,rigid,10.963906288146973,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00028546820976771414,0.00028546820976771414,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.013704526238143444,10.963620990514755,0.0,0.0,0.0,700000,700000,0,10475,10260,0
36,rigid,10.789953231811523,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00030244499794207513,0.00030244499794207513,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.013487063348293304,10.789650678634644,0.0,0.0,0.0,700000,700000,0,10475,10265,0
37,rigid,10.619010925292969,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.0003195763856638223,0.0003195763856638223,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.01327336486428976,10.618691891431808,0.0,0.0,0.0,700000,700000,0,10475,10271,0
38,rigid,10.451499938964844,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.000337352161295712,0.000337352161295712,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.013063952326774597,10.451161861419678,0.0,0.0,0.0,700000,700000,0,10475,10266,0
39,rigid,10.287059783935547,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.00035560893593356013,0.00035560893593356013,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.012858379632234573,10.286703705787659,0.0,0.0,0.0,700000,700000,0,10475,10245,0
