node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.left_hand,vacuum cleaner,0.16528290510177612,0.31836390495300293,0.22523485124111176,1.0,0.0,0.0
human.right_hand,vacuum cleaner,0.16592814028263092,0.2625215947628021,0.21356508135795593,1.0,0.0,0.0
human.left_foot,floor,0.1273377239704132,0.15990114212036133,0.13880953192710876,1.0,0.0,0.0
human.right_foot,floor,0.15057635307312012,0.18169979751110077,0.1649538278579712,1.0,0.0,0.0
