interaction_name,overall_score,target_object_score,human_action_score,contact_score,physical_plausibility_score,visibility_score,metric_consistency_score,num_renders,best_view_ids,failure_modes
interaction_14,2,2,2,4,4,4,3,2,"view_00,view_01","Lack of shower elements (no showerhead, no water); No showering action (person standing still, not in showering posture)"
