final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,6.4917802810668945,6.4917802810668945,100.0,0.00015555380377918482,0.015555380377918482,250.0,0.010994710959494114,2.7486777398735285,1.0,7.0564396992267575e-06,7.0564396992267575e-06,60.0,0.003275094088166952,0.19650564529001713,0.0,0.0,0.0,800.0,0.004354965873062611,3.4839726984500885,0.001,47.06174850463867,0.04706174850463867,700000,700000,718
