final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,1.1559549570083618,1.1559549570083618,100.0,2.8148424462415278e-05,0.002814842446241528,250.0,0.0006878626300022006,0.17196565750055015,1.0,0.0009754019556567073,0.0009754019556567073,60.0,0.00289271492511034,0.1735628955066204,0.0,0.0,0.0,800.0,0.0009371151681989431,0.7496921345591545,0.001,56.94401931762695,0.05694401931762695,700000,700000,369
